,Question,A,B,C,D,Answer,Qwen Flash,Qwen Plus,Qwen3 max,Gemini 2.5 Flash Lite,Gemini 3 Flash,Gemini 3 Pro,Claude Sonnet 4.5,Claude Haiku 4.5,Claude Opus 4.5
55,注册会计师职业行为的偏差，将严重影响整个行业的,诚信度,社会信誉度,道德状况,思想状况,B,"answer: wrong (A)
token: 92, 87, 5
time: 0.3s",,"answer: right
token: 88, 87, 1
time: 1.3s","answer: wrong (A)
token: 83, 82, 1
time: 0.7s","answer: right
token: 521, 82, 1
time: 3.3s",,"answer: right
token: 114, 110, 4
time: 2.2s","answer: right
token: 114, 110, 4
time: 1.0s","answer: right
token: 114, 110, 4
time: 3.0s"
56,商业伦理学是（）的一个分支,经济伦理学,政治伦理学,心理伦理学,科技伦理学,A,"answer: right
token: 88, 87, 1
time: 0.3s",,"answer: right
token: 88, 87, 1
time: 0.5s","answer: right
token: 86, 85, 1
time: 0.5s","answer: right
token: 275, 85, 1
time: 1.8s",,"answer: right
token: 110, 106, 4
time: 2.6s","answer: right
token: 179, 106, 73
time: 1.5s","answer: right
token: 110, 106, 4
time: 2.7s"
57,市场经济的发展有助于消除（）的以权谋私、家长作风和行业不正之风，有助于树立会计人员平等互助，以及会计部门与其他行业的平等互助关系,会计行业,会计信息,会计职业,会计道德,A,"answer: right
token: 111, 110, 1
time: 0.2s",,"answer: right
token: 111, 110, 1
time: 0.8s","answer: wrong (D)
token: 109, 108, 1
time: 0.6s","answer: wrong (C)
token: 999, 108, 0
time: 6.7s",,"answer: right
token: 153, 149, 4
time: 2.3s","answer: wrong (C)
token: 153, 149, 4
time: 0.9s","answer: wrong (C)
token: 153, 149, 4
time: 2.5s"
58,企业不能只顾自身的利益，必须考虑社会利益，承担社会义务，这就是企业的,企业使命,社会责任,企业愿景,环境责任,B,"answer: right
token: 98, 92, 6
time: 0.3s",,"answer: right
token: 93, 92, 1
time: 1.2s","answer: right
token: 83, 82, 1
time: 0.6s","answer: right
token: 396, 82, 1
time: 3.8s",,"answer: right
token: 125, 121, 4
time: 2.2s","answer: right
token: 125, 121, 4
time: 0.7s","answer: right
token: 125, 121, 4
time: 2.4s"
59,下列不属于美国国家产品安全委员会关于合理的危险的定义的是,消费者能够估计危险发生的必然性和严重性,消费者愿意花钱去防止的危险,消费者为了获得此外无法获得的利益而自愿接受的危险,消费者知道危险发生时应如何应付,B,"answer: wrong (D)
token: 121, 120, 1
time: 0.2s",,"answer: right
token: 121, 120, 1
time: 1.1s","answer: right
token: 114, 113, 1
time: 0.7s","answer: right
token: 860, 113, 1
time: 4.8s",,"answer: right
token: 174, 170, 4
time: 2.5s","answer: wrong (A)
token: 471, 170, 301
time: 2.5s","answer: right
token: 174, 170, 4
time: 2.3s"
60,下面属于产品策略的道德原则的是,价值相符,道德化广告,明码标价,道德化包装,D,"answer: wrong (A)
token: 92, 87, 5
time: 0.2s",,"answer: right
token: 88, 87, 1
time: 0.9s","answer: wrong (A)
token: 81, 80, 1
time: 0.7s","answer: right
token: 445, 80, 1
time: 2.9s",,"answer: wrong (A)
token: 105, 101, 4
time: 2.4s","answer: wrong (A)
token: 306, 101, 205
time: 2.4s","answer: wrong (A)
token: 105, 101, 4
time: 1.7s"
61,“兵不厌诈”最可能反映的商业伦理是,股东与管理层伦理,消费者关系中的伦理,雇员与员工伦理,市场竞争与合作伦理,D,"answer: right
token: 101, 100, 1
time: 0.2s",,"answer: right
token: 101, 100, 1
time: 0.7s","answer: right
token: 97, 96, 1
time: 0.6s","answer: right
token: 534, 96, 1
time: 3.6s",,"answer: right
token: 231, 127, 104
time: 4.8s","answer: right
token: 131, 127, 4
time: 0.7s","answer: right
token: 131, 127, 4
time: 1.7s"
62,下列哪项是对利己与利他之间的辩证关系的准确概括?,自然人,经济人,道德人,社会人,D,"answer: right
token: 96, 90, 6
time: 0.3s",,"answer: right
token: 91, 90, 1
time: 1.5s","answer: right
token: 84, 83, 1
time: 0.6s","answer: right
token: 1008, 83, 0
time: 6.7s",,"answer: right
token: 110, 106, 4
time: 2.3s","answer: right
token: 110, 106, 4
time: 0.7s","answer: right
token: 110, 106, 4
time: 1.6s"
63,在A·B·卡罗尔设计的金字塔型社会责任模型中，第三层是,慈善责任,经济责任,企业的伦理责任,法律责任,C,"answer: right
token: 100, 94, 6
time: 0.3s",,"answer: right
token: 95, 94, 1
time: 0.7s","answer: right
token: 91, 90, 1
time: 0.6s","answer: right
token: 268, 90, 1
time: 2.2s",,"answer: right
token: 124, 120, 4
time: 2.2s","answer: right
token: 124, 120, 4
time: 0.7s","answer: right
token: 124, 120, 4
time: 3.2s"
64,下列哪一项是规企业经济行为的道德约束，是商业道德中的最重要、最核心、最基本的品德标准,契约,诚信,信用,平等,B,"answer: right
token: 98, 94, 4
time: 0.3s",,"answer: right
token: 95, 94, 1
time: 1.0s","answer: right
token: 93, 92, 1
time: 0.6s","answer: right
token: 513, 92, 1
time: 3.8s",,"answer: right
token: 124, 120, 4
time: 2.4s","answer: right
token: 172, 120, 52
time: 1.1s","answer: right
token: 124, 120, 4
time: 2.8s"
65,孔子的名言“己所不欲，勿施与人”之所以流传至今，是由于它道出了企业营销道德的一个原则，即,集体主义,互利与合作,公平竞争,优质服务,B,"answer: right
token: 113, 107, 6
time: 0.2s",,"answer: right
token: 108, 107, 1
time: 0.9s","answer: right
token: 102, 101, 1
time: 0.6s","answer: right
token: 570, 101, 1
time: 4.0s",,"answer: right
token: 137, 133, 4
time: 2.2s","answer: right
token: 231, 133, 98
time: 1.6s","answer: right
token: 137, 133, 4
time: 2.5s"
66,下列各项中，属于注册会计师执行鉴证业务的灵魂，是客观、公正的体现，也是职业道德守则精髓的是,专业知识,客观,诚信,独立性,D,"answer: right
token: 104, 97, 7
time: 0.3s",,"answer: right
token: 98, 97, 1
time: 2.0s","answer: right
token: 96, 95, 1
time: 0.6s","answer: right
token: 467, 95, 1
time: 3.0s",,"answer: right
token: 134, 130, 4
time: 2.3s","answer: right
token: 134, 130, 4
time: 0.8s","answer: right
token: 134, 130, 4
time: 1.6s"
67,下列哪一项是社会对其成员最基本的、必须遵守的道德要求，是最低限度的道德,社会规,法律规,伦理规,文明规,B,"answer: wrong (A)
token: 94, 93, 1
time: 0.2s",,"answer: wrong (A)
token: 94, 93, 1
time: 0.7s","answer: right
token: 90, 89, 1
time: 0.8s","answer: wrong (A)
token: 7448, 89, 1
time: 41.1s",,"answer: wrong (A)
token: 122, 118, 4
time: 2.4s","answer: right
token: 228, 118, 110
time: 1.5s","answer: wrong (A)
token: 122, 118, 4
time: 2.4s"
68,人类历史上的第三次大分工具有特殊的意义，其意义在于产生了一个独立的经济部门即,农业,手工业,商业,工业,C,"answer: right
token: 94, 90, 4
time: 0.2s",,"answer: right
token: 91, 90, 1
time: 0.8s","answer: right
token: 86, 85, 1
time: 0.6s","answer: right
token: 370, 85, 1
time: 2.4s",,"answer: right
token: 120, 116, 4
time: 2.6s","answer: right
token: 120, 116, 4
time: 0.7s","answer: right
token: 120, 116, 4
time: 1.5s"
69,企业整体的道德责任（）a企业内部成员行为当有利于企业整体道德责任的履行；b高效率地为社会提供所需要的产品和服务；c企业当尊重所有参与者和相关者的权利按贡献分配的原则；d企业内部成员都要做好本职工作,abc,acd,bc,abcd,C,"answer: wrong (D)
token: 125, 121, 4
time: 0.2s",,"answer: wrong (A)
token: 122, 121, 1
time: 0.9s","answer: wrong (A)
token: 121, 120, 1
time: 0.8s","answer: wrong (A)
token: 1131, 120, 1
time: 6.3s",,"answer: wrong (A)
token: 482, 170, 312
time: 7.3s","answer: wrong (A)
token: 478, 170, 308
time: 2.4s","answer: wrong (A)
token: 174, 170, 4
time: 2.5s"
70,市场营销的出发点和最终归宿是,股东,雇员,供货商,顾客,D,"answer: right
token: 85, 84, 1
time: 0.3s",,"answer: right
token: 85, 84, 1
time: 0.9s","answer: right
token: 78, 77, 1
time: 0.4s","answer: right
token: 292, 77, 1
time: 2.3s",,"answer: right
token: 98, 94, 4
time: 2.6s","answer: right
token: 152, 94, 58
time: 1.1s","answer: right
token: 98, 94, 4
time: 1.6s"
71,关系营销实施步骤中的资源配置包括人力资源配置和,信息资源配置,组织设计,信息资源共享,文化整合,C,"answer: wrong (A)
token: 83, 82, 1
time: 0.2s",,"answer: wrong (A)
token: 83, 82, 1
time: 6.6s","answer: wrong (A)
token: 80, 79, 1
time: 0.7s","answer: wrong (A)
token: 395, 79, 1
time: 3.1s",,"answer: wrong (A)
token: 116, 112, 4
time: 2.5s","answer: wrong (A)
token: 116, 112, 4
time: 0.8s","answer: wrong (A)
token: 116, 112, 4
time: 1.9s"
72,伦理经营的天敌是,中长期行为,短期行为,中期行为,长期行为,B,"answer: right
token: 88, 81, 7
time: 0.3s",,"answer: right
token: 82, 81, 1
time: 0.6s","answer: right
token: 75, 74, 1
time: 0.7s","answer: right
token: 271, 74, 1
time: 2.3s",,"answer: right
token: 99, 95, 4
time: 2.6s","answer: right
token: 99, 95, 4
time: 0.7s","answer: right
token: 99, 95, 4
time: 2.5s"
73,下列不属于侵犯商业秘密的是,以盗窃、贿赂、欺诈、胁迫、电子侵入或者其他不正当手段获取权利人的商业秘密,披露、使用或者允许他人使用以前项手段获取的权利人的商业秘密,通过组织虚假交易、编造虚假信息等方式，帮助其他经营者进行虚假或引人误解的商业宣传,违反保密义务或者违反权利人有关保守商业秘密的要求，披露、使用或者允许他人使用其所长握的商业秘密,C,"answer: right
token: 158, 157, 1
time: 0.2s",,"answer: right
token: 158, 157, 1
time: 0.9s","answer: right
token: 166, 165, 1
time: 1.0s","answer: right
token: 602, 165, 1
time: 3.1s",,"answer: right
token: 258, 254, 4
time: 2.4s","answer: right
token: 258, 254, 4
time: 1.6s","answer: right
token: 258, 254, 4
time: 2.4s"
74,从经济学角度看，道德在建立市场机制中具有的作用是,浪费交易费用,保障社会利益,降低市场成本,建立信用制度,C,"answer: wrong (D)
token: 100, 92, 8
time: 0.3s",,"answer: wrong (D)
token: 93, 92, 1
time: 1.2s","answer: wrong (D)
token: 87, 86, 1
time: 0.7s","answer: right
token: 1150, 86, 1
time: 7.1s",,"answer: right
token: 121, 117, 4
time: 2.7s","answer: right
token: 121, 117, 4
time: 0.7s","answer: right
token: 121, 117, 4
time: 2.4s"
75,狭义的绿色营销也称,关系营销,观念营销,环境营销,伦理营销,C,"answer: right
token: 89, 82, 7
time: 0.2s",,"answer: right
token: 83, 82, 1
time: 0.6s","answer: right
token: 76, 75, 1
time: 0.6s","answer: right
token: 374, 75, 1
time: 2.3s",,"answer: right
token: 100, 96, 4
time: 2.8s","answer: right
token: 100, 96, 4
time: 0.7s","answer: right
token: 100, 96, 4
time: 2.4s"
76,与企业发生利益联系的个人或团体，具有经济涵、社会文化涵乃至政治涵的集团，称为,直接利益相关者,间接利益相关者,利益相关者,公众,C,"answer: right
token: 109, 102, 7
time: 0.3s",,"answer: right
token: 103, 102, 1
time: 2.4s","answer: right
token: 96, 95, 1
time: 0.7s","answer: right
token: 498, 95, 1
time: 3.5s",,"answer: right
token: 135, 131, 4
time: 2.2s","answer: right
token: 135, 131, 4
time: 0.8s","answer: right
token: 135, 131, 4
time: 2.6s"
77,将企业置身于社会经济大环境中来考察企业的市场营销活动，认为企业营销是一种与消费者、竞争者等等发生互动作用的过程，这种营销被视为,绿色营销,道德营销,传统营销,关系营销,D,"answer: right
token: 111, 106, 5
time: 0.2s",,"answer: right
token: 107, 106, 1
time: 1.0s","answer: right
token: 103, 102, 1
time: 0.6s","answer: right
token: 412, 102, 1
time: 2.6s",,"answer: right
token: 153, 149, 4
time: 2.4s","answer: wrong (A)
token: 405, 149, 256
time: 2.5s","answer: right
token: 153, 149, 4
time: 2.9s"
78,下面属于价格策略中的道德原则的是,道德化包装,广告欺诈,压强式推销,恶性价格战,D,"answer: wrong (A)
token: 90, 89, 1
time: 0.2s",,"answer: wrong (A)
token: 90, 89, 1
time: 3.0s","answer: wrong (A)
token: 84, 83, 1
time: 0.7s","answer: right
token: 3847, 83, 1
time: 22.0s",,"answer: wrong (A)
token: 396, 106, 290
time: 6.8s","answer: wrong (A)
token: 309, 106, 203
time: 1.9s","answer: right
token: 110, 106, 4
time: 2.6s"
79,资本主义契约制度的典型特征是,国家对契约严加干预,实行契约自由原则,对违约者的惩罚极其严格，甚至施以刑罚,注重形式，程序繁琐,B,"answer: right
token: 101, 100, 1
time: 0.2s",,"answer: right
token: 101, 100, 1
time: 3.0s","answer: right
token: 101, 100, 1
time: 0.6s","answer: right
token: 389, 100, 1
time: 3.0s",,"answer: right
token: 137, 133, 4
time: 2.9s","answer: right
token: 137, 133, 4
time: 0.7s","answer: right
token: 137, 133, 4
time: 1.7s"
80,新冠肺炎疫情防控期间，“天价口罩”凸显了相关企业违反的商业伦理类型是,侵犯商业秘密,虚假宣传,恶性价格竞争,操纵价格行为,D,"answer: right
token: 105, 98, 7
time: 0.4s",,"answer: right
token: 99, 98, 1
time: 1.4s","answer: right
token: 97, 96, 1
time: 0.6s","answer: right
token: 411, 96, 1
time: 2.6s",,"answer: right
token: 143, 139, 4
time: 2.3s","answer: right
token: 143, 139, 4
time: 0.7s","answer: right
token: 143, 139, 4
time: 2.5s"
81,构成人生幸福的基本要素不包括,人的全面发展,人的友爱情谊,人的身心健康,人的创造活动,A,"answer: right
token: 83, 82, 1
time: 0.2s",,"answer: wrong (B)
token: 83, 82, 1
time: 1.9s","answer: right
token: 82, 81, 1
time: 0.7s","answer: right
token: 698, 81, 1
time: 4.7s",,"answer: wrong (B)
token: 113, 109, 4
time: 2.2s","answer: right
token: 459, 109, 350
time: 3.1s","answer: right
token: 113, 109, 4
time: 2.6s"
82,从宏观角度看，下列不合伦理的行为会引起成本增加的是,欺骗,贿赂,偷税漏税,价格欺骗,B,"answer: wrong (C)
token: 96, 88, 8
time: 0.3s",,"answer: wrong (A)
token: 89, 88, 1
time: 0.9s","answer: wrong (A)
token: 88, 87, 1
time: 0.6s","answer: right
token: 1477, 87, 1
time: 9.2s",,"answer: right
token: 119, 115, 4
time: 2.2s","answer: wrong (A)
token: 412, 115, 297
time: 3.1s","answer: right
token: 119, 115, 4
time: 2.2s"
83,解决商业伦理基本矛盾的总的方法、实现合理的商业伦理秩 序的基本原则是,兼顾与结合，最优化妥协,协调发展,高效、公正、平衡,有机结合,A,"answer: right
token: 101, 100, 1
time: 0.2s",,"answer: right
token: 101, 100, 1
time: 0.9s","answer: right
token: 99, 98, 1
time: 0.6s","answer: right
token: 499, 98, 1
time: 4.0s",,"answer: right
token: 142, 138, 4
time: 2.5s","answer: wrong (B)
token: 142, 138, 4
time: 0.8s","answer: right
token: 142, 138, 4
time: 2.7s"
84,世纪企业与竞争者之间的关系本质上是,消灭对手,互惠互利,竞争合作,互相促进,C,"answer: right
token: 91, 84, 7
time: 0.3s",,"answer: right
token: 85, 84, 1
time: 0.6s","answer: right
token: 81, 80, 1
time: 0.7s","answer: right
token: 374, 80, 1
time: 2.8s",,"answer: right
token: 110, 106, 4
time: 2.4s","answer: right
token: 110, 106, 4
time: 0.9s","answer: right
token: 110, 106, 4
time: 2.3s"
85,下面不属于影响世界市场发达程度的因素的是,资本主义发展程度,国际分工的广度,参与的国家数量,商品总量,A,"answer: wrong (D)
token: 94, 90, 4
time: 0.2s",,"answer: wrong (D)
token: 91, 90, 1
time: 1.4s","answer: wrong (D)
token: 86, 85, 1
time: 0.8s","answer: wrong (C)
token: 10445, 85, 1
time: 58.9s",,"answer: wrong (D)
token: 118, 114, 4
time: 3.0s","answer: wrong (D)
token: 304, 114, 190
time: 2.0s","answer: right
token: 118, 114, 4
time: 3.5s"
86,资本主义社会的契约制度较之以前的契约制度的明显特点是立法体系完备和,诚信度高,国家干涉,机会平等,契约自由原则,D,"answer: right
token: 105, 97, 8
time: 0.5s",,"answer: right
token: 98, 97, 1
time: 0.7s","answer: right
token: 94, 93, 1
time: 0.7s","answer: right
token: 574, 93, 1
time: 4.0s",,"answer: right
token: 125, 121, 4
time: 2.4s","answer: right
token: 125, 121, 4
time: 0.7s","answer: right
token: 125, 121, 4
time: 2.9s"
87,企业部部门关系建设的原则是,沟通与创新,沟通与协调,创新与协调,合作与沟通,B,"answer: right
token: 96, 88, 8
time: 0.2s",,"answer: right
token: 89, 88, 1
time: 0.7s","answer: wrong (D)
token: 80, 79, 1
time: 0.7s","answer: right
token: 360, 79, 1
time: 2.3s",,"answer: right
token: 108, 104, 4
time: 2.6s","answer: right
token: 108, 104, 4
time: 0.8s","answer: right
token: 108, 104, 4
time: 1.9s"
88,在市场经济不很发达的时代，居于主导地位的是,财产交换关系,契约关系,债权关系,物权关系,D,"answer: wrong (A)
token: 91, 90, 1
time: 0.2s",,"answer: right
token: 91, 90, 1
time: 0.7s","answer: right
token: 86, 85, 1
time: 0.6s","answer: right
token: 620, 85, 1
time: 4.1s",,"answer: right
token: 111, 107, 4
time: 2.5s","answer: right
token: 111, 107, 4
time: 0.8s","answer: right
token: 111, 107, 4
time: 2.5s"
89,企业公共关系中最具有核心意义的部分是企业与()的关系,供应商,经销商,消费者,生产商,C,"answer: right
token: 91, 85, 6
time: 0.3s",,"answer: right
token: 86, 85, 1
time: 2.3s","answer: right
token: 78, 77, 1
time: 0.9s","answer: right
token: 425, 77, 1
time: 2.9s",,"answer: right
token: 109, 105, 4
time: 2.3s","answer: right
token: 164, 105, 59
time: 1.0s","answer: right
token: 109, 105, 4
time: 2.5s"
90,市场经济体制与计划经济体制相比（）a目的一致；b交易与合作方式一致；c组织形式不同,abc,ac,ab,bc,D,"answer: wrong (B)
token: 94, 91, 3
time: 0.2s",,"answer: wrong (B)
token: 92, 91, 1
time: 1.7s","answer: wrong (B)
token: 87, 86, 1
time: 0.8s","answer: wrong (B)
token: 521, 86, 1
time: 3.4s",,"answer: wrong (B)
token: 113, 109, 4
time: 2.7s","answer: wrong (A)
token: 389, 109, 280
time: 2.8s","answer: wrong (B)
token: 113, 109, 4
time: 2.4s"
91,企业与员工的权利与义务可以在雇佣合同中得到规定，包括（）a工资待遇；b工作性质；c工作时间；d退休金,abcd,acd,bcd,abc,A,"answer: right
token: 98, 97, 1
time: 0.2s",,"answer: right
token: 98, 97, 1
time: 0.9s","answer: right
token: 96, 95, 1
time: 0.8s","answer: right
token: 882, 95, 1
time: 5.4s",,"answer: wrong (D)
token: 128, 124, 4
time: 2.9s","answer: right
token: 128, 124, 4
time: 0.7s","answer: right
token: 128, 124, 4
time: 1.8s"
92,个人主体品德是由哪些方面构成的?,仁、义、廉、耻,仁、义、礼、智、信,知、仁、勇,知、情、意,D,"answer: wrong (B)
token: 98, 97, 1
time: 0.2s",,"answer: right
token: 98, 97, 1
time: 0.5s","answer: wrong (B)
token: 95, 94, 1
time: 0.6s","answer: wrong (C)
token: 2032, 94, 1
time: 11.8s",,"answer: right
token: 122, 118, 4
time: 2.3s","answer: wrong (B)
token: 122, 118, 4
time: 0.7s","answer: wrong (C)
token: 122, 118, 4
time: 2.6s"
93,下列关于企业社会责任的说法正确的是,企业社会责任的履行以能给企业带来收益为前提,企业履行社会责任时不应考虑成本与代价,企业社会责任与企业价值实现存在协调统一的可能,企业社会责任与商业伦理是完全不同的内容,C,"answer: right
token: 112, 111, 1
time: 0.2s",,"answer: right
token: 112, 111, 1
time: 7.5s","answer: right
token: 112, 111, 1
time: 0.6s","answer: right
token: 474, 111, 1
time: 3.5s",,"answer: right
token: 314, 167, 147
time: 4.4s","answer: wrong (A)
token: 486, 167, 319
time: 2.6s","answer: right
token: 171, 167, 4
time: 4.4s"
94,对企业拥有所有权的利益相关者是指,各种与企业有关的国家和地区一级行政管理机关等特殊群体,企业外部的债权人、消费者、经销商和供应商等,在公司取得薪俸的所有员工,所有持有公司股票者,D,"answer: right
token: 109, 108, 1
time: 0.2s",,"answer: right
token: 109, 108, 1
time: 0.7s","answer: right
token: 105, 104, 1
time: 0.7s","answer: right
token: 400, 104, 1
time: 2.3s",,"answer: right
token: 160, 156, 4
time: 2.6s","answer: right
token: 160, 156, 4
time: 0.7s","answer: right
token: 160, 156, 4
time: 2.8s"
95,在下列各项中，企业的会计人员在面临企业的利益与债权人的利益相冲突或者企业的利益与国家的利益相冲突的情况时，应该采取的行为是,只维护债权人利益,只维护企业利益,与各级人员沟通,主动辞职,C,"answer: wrong (A)
token: 110, 109, 1
time: 0.2s",,"answer: right
token: 110, 109, 1
time: 0.9s","answer: right
token: 109, 108, 1
time: 0.7s","answer: right
token: 1438, 108, 1
time: 9.6s",,"answer: right
token: 402, 159, 243
time: 6.0s","answer: wrong (A)
token: 484, 159, 325
time: 2.8s","answer: right
token: 163, 159, 4
time: 2.6s"
96,人的本性中的社会性反映了人（）的基本需要,物质生活资料,生活意义,社会秩序,社会生活,C,"answer: wrong (D)
token: 93, 87, 6
time: 0.3s",,"answer: wrong (D)
token: 88, 87, 1
time: 0.9s","answer: wrong (D)
token: 80, 79, 1
time: 0.6s","answer: wrong (D)
token: 464, 79, 1
time: 3.1s",,"answer: wrong (D)
token: 111, 107, 4
time: 2.3s","answer: wrong (D)
token: 111, 107, 4
time: 0.7s","answer: wrong (D)
token: 111, 107, 4
time: 2.5s"
97,在商业信用中，诚实、正直和（）是最基本的构成部分,诚信,遵守协议,伦理,互惠互利,B,"answer: wrong (A)
token: 89, 88, 1
time: 0.2s",,"answer: right
token: 89, 88, 1
time: 0.6s","answer: wrong (A)
token: 85, 84, 1
time: 0.6s","answer: right
token: 849, 84, 1
time: 5.5s",,"answer: right
token: 113, 109, 4
time: 2.3s","answer: right
token: 113, 109, 4
time: 0.8s","answer: right
token: 113, 109, 4
time: 2.4s"
98,会计道德教育是根据（）的特点，有目的、有组织、有计划地对会计人员施加系统的会计道德影响，促使会计人员形成会计道德，履行会计道德义务的活动,会计工作,会计信息,会计核算,会计监督,A,"answer: right
token: 113, 112, 1
time: 0.2s",,"answer: right
token: 113, 112, 1
time: 0.8s","answer: right
token: 113, 112, 1
time: 0.8s","answer: right
token: 405, 112, 1
time: 2.5s",,"answer: right
token: 156, 152, 4
time: 2.4s","answer: right
token: 156, 152, 4
time: 0.7s","answer: right
token: 156, 152, 4
time: 2.6s"
99,人员本土化首先要做的是对本土员工的培训，包括对他们业务能力的培训和,伦理观培训,世界观培训,价值观培训,企业文化培训,D,"answer: right
token: 96, 91, 5
time: 0.3s",,"answer: right
token: 92, 91, 1
time: 2.3s","answer: right
token: 90, 89, 1
time: 0.7s","answer: right
token: 431, 89, 1
time: 3.1s",,"answer: right
token: 127, 123, 4
time: 2.9s","answer: right
token: 127, 123, 4
time: 0.9s","answer: right
token: 127, 123, 4
time: 2.4s"
100,《道德情操论》的作者是,富兰克林,孔子,墨子,亚当·斯密,D,"answer: right
token: 87, 86, 1
time: 0.2s",,"answer: right
token: 87, 86, 1
time: 0.7s","answer: right
token: 80, 79, 1
time: 0.9s","answer: right
token: 276, 79, 1
time: 1.9s",,"answer: right
token: 101, 97, 4
time: 3.1s","answer: right
token: 101, 97, 4
time: 1.0s","answer: right
token: 101, 97, 4
time: 1.8s"
101,2020年新冠肺炎疫情时期，浦发银行向武汉市慈善总会捐赠人民币2000万元，用于支持新冠肺炎疫情防控工作，这类公益营销属于,设立基金或奖项型,销售分成型,公益事业冠名型,公益捐赠型,D,"answer: right
token: 123, 116, 7
time: 0.3s",,"answer: right
token: 117, 116, 1
time: 1.1s","answer: right
token: 118, 117, 1
time: 0.7s","answer: right
token: 469, 117, 1
time: 3.6s",,"answer: right
token: 171, 167, 4
time: 2.6s","answer: right
token: 347, 167, 180
time: 1.8s","answer: right
token: 171, 167, 4
time: 2.6s"
102,股东享有的自益权包括资产收益权、退股权、优先受让和认购新股权以及()等,选择和监督管理者权,股东身份权,知情权,决策参与权,B,"answer: right
token: 114, 106, 8
time: 0.3s",,"answer: right
token: 107, 106, 1
time: 0.8s","answer: wrong (A)
token: 98, 97, 1
time: 0.6s","answer: right
token: 2104, 97, 0
time: 12.5s",,"answer: right
token: 128, 124, 4
time: 2.6s","answer: wrong (C)
token: 233, 124, 109
time: 1.6s","answer: right
token: 128, 124, 4
time: 2.3s"
103,伦理关系整合的着眼点是企业所面临的,竞争者关系,全方位利益关系,企业发展关系,社会关系,B,"answer: right
token: 94, 87, 7
time: 0.3s",,"answer: right
token: 88, 87, 1
time: 0.7s","answer: right
token: 83, 82, 1
time: 1.0s","answer: right
token: 373, 82, 1
time: 2.3s",,"answer: right
token: 114, 110, 4
time: 2.4s","answer: right
token: 114, 110, 4
time: 0.7s","answer: right
token: 114, 110, 4
time: 2.9s"
104,在市场经济中处于最核心、最突出的地位的是（），它是市场经济所要确立的最主要、最重要的道德,诚信道德,互利互惠,仁爱,先义后利,A,"answer: right
token: 97, 96, 1
time: 0.2s",,"answer: right
token: 97, 96, 1
time: 0.8s","answer: right
token: 98, 97, 1
time: 0.6s","answer: right
token: 435, 97, 1
time: 3.1s",,"answer: right
token: 133, 129, 4
time: 3.5s","answer: right
token: 133, 129, 4
time: 0.8s","answer: right
token: 133, 129, 4
time: 2.6s"
105,人的品德培养的出发点和落脚点是,道德认识与道德实践,道德情感与道德意志,道德认识、道德情感、道德意志与道德教育,道德认识、道德情感、道德意志与道德实践,D,"answer: right
token: 115, 114, 1
time: 0.2s",,"answer: right
token: 115, 114, 1
time: 1.3s","answer: right
token: 105, 104, 1
time: 0.6s","answer: wrong (A)
token: 1127, 104, 1
time: 6.8s",,"answer: right
token: 144, 140, 4
time: 2.4s","answer: right
token: 144, 140, 4
time: 0.8s","answer: right
token: 144, 140, 4
time: 2.5s"
106,我们一般把道德和伦理的关系理解为,整体和部分的关系,积极和消极的关系,抽象和具体的关系,弹性和刚性的关系,A,"answer: wrong (C)
token: 101, 93, 8
time: 0.4s",,"answer: right
token: 94, 93, 1
time: 0.7s","answer: wrong (C)
token: 88, 87, 1
time: 0.7s","answer: wrong (C)
token: 1440, 87, 1
time: 9.1s",,"answer: wrong (C)
token: 124, 120, 4
time: 2.5s","answer: wrong (C)
token: 124, 120, 4
time: 0.7s","answer: wrong (C)
token: 124, 120, 4
time: 4.7s"
107,在下列各项中，由政治利益动机导致会计职业道德缺失的是,新上任的管理人员粉饰财务报表,本地企业享有的税收优惠多于外地企业,企业偷税,在申请银行贷款时虚报企业利润,B,"answer: wrong (A)
token: 106, 105, 1
time: 0.3s",,"answer: right
token: 106, 105, 1
time: 0.5s","answer: wrong (A)
token: 106, 105, 1
time: 0.6s","answer: wrong (A)
token: 1005, 105, 1
time: 6.5s",,"answer: wrong (A)
token: 388, 150, 238
time: 6.9s","answer: right
token: 154, 150, 4
time: 0.7s","answer: right
token: 154, 150, 4
time: 2.5s"
108,跨国公司伦理关系整合战略的理论依据是,跨文化管理理论,整合同化理论,同化理论,整合理论,B,"answer: wrong (D)
token: 94, 88, 6
time: 0.3s",,"answer: right
token: 89, 88, 1
time: 0.9s","answer: wrong (A)
token: 84, 83, 1
time: 0.8s","answer: right
token: 528, 83, 1
time: 3.2s",,"answer: wrong (A)
token: 114, 110, 4
time: 3.2s","answer: right
token: 114, 110, 4
time: 0.7s","answer: wrong (A)
token: 114, 110, 4
time: 3.0s"
109,针对企业营销活动的性质提出的交易中的基本信条是,公平竞争,优质服务,互利与合作,营销道德原则的制度化,C,"answer: right
token: 99, 93, 6
time: 0.3s",,"answer: wrong (D)
token: 94, 93, 1
time: 0.6s","answer: right
token: 87, 86, 1
time: 0.8s","answer: right
token: 532, 86, 1
time: 3.0s",,"answer: right
token: 119, 115, 4
time: 3.7s","answer: right
token: 119, 115, 4
time: 0.7s","answer: right
token: 119, 115, 4
time: 2.4s"
