,Question,A,B,C,D,Answer,Qwen Flash,Qwen Plus,Qwen3 max,Gemini 2.5 Flash Lite,Gemini 3 Flash,Gemini 3 Pro,Claude Sonnet 4.5,Claude Haiku 4.5,Claude Opus 4.5,Grok 4.1 Fast Reasoning,Grok 4.1 Fast Non Reasoning
43,下列命题正确的是,若 $\boldsymbol{\alpha}_1， \boldsymbol{\alpha}_2， \cdots， \boldsymbol{\alpha}_n$ 线性无关， 则 $\boldsymbol{\alpha}_1， \boldsymbol{\alpha}_2， \cdots， \boldsymbol{\alpha}_n$ 一定两两正交.,若 $\boldsymbol{\alpha}_1， \boldsymbol{\alpha}_2， \cdots， \boldsymbol{\alpha}_n$ 两两正交， 则 $\boldsymbol{\alpha}_1， \boldsymbol{\alpha}_2， \cdots， \boldsymbol{\alpha}_n$ 一定线性无关.,设 $\boldsymbol{\alpha}_1， \boldsymbol{\alpha}_2， \boldsymbol{\alpha}_3， \boldsymbol{\alpha}_4$ 是 3 维列向量， 且两两正交， 则其中至少有一个零向量.,若 $\boldsymbol{\alpha}_1， \boldsymbol{\alpha}_2， \cdots， \boldsymbol{\alpha}_n$ 线性相关， 则其中任一向量都可由其余向量线性表示.,C,"answer: wrong (B)
token: 312, 311, 1
time: 0.3s",,"answer: right
token: 312, 311, 1
time: 2.9s","answer: wrong (D)
token: 277, 276, 1
time: 0.5s",,,,,"answer: wrong (A)
token: 930, 390, 540
time: 9.8s","answer: right
token: 1395, 428, 1
time: 7.6s",
44,函数 $f(x， y)=\left\{\begin{array}{ll}x \arctan \frac{y}{x}， & x \neq 0， \\ 0， & x=0\end{array}\right.$ 不连续的点集为,$x=0， y \geq 0$ 的点集,空集,$y$ 轴上的所有点,$x=0， y \leq 0$ 的点集,B,"answer: wrong (C)
token: 162, 161, 1
time: 0.2s",,"answer: wrong (C)
token: 162, 161, 1
time: 1.0s","answer: wrong (D)
token: 148, 147, 1
time: 0.6s",,,,,"answer: right
token: 897, 177, 720
time: 12.9s","answer: right
token: 1543, 295, 1
time: 12.6s",
45,设 $F(x)$ 和 $G(x)$ 均为随机变量的分布函数， 则下列可以作为某随机变量的分布 函数的是 ( ),$2 F(x)-G(x)$,$\frac{1}{3} F(x)+\frac{2}{3} G(x)$,$F(x)+G(x)$,$F\left(x^2\right)$,B,"answer: right
token: 138, 137, 1
time: 0.3s",,"answer: right
token: 138, 137, 1
time: 1.7s","answer: right
token: 141, 140, 1
time: 1.4s",,,,,"answer: wrong (A)
token: 854, 178, 676
time: 10.5s","answer: right
token: 826, 276, 3
time: 4.5s",
46,设n阶矩阵A与B等价，则必有（）,当$|A|=a(a \neq 0)$ 时，$|B|=a$,当$|A| \neq 0$ 时，|B|=0,当|A|=0时，|B|=0,当$|A|=a(a \neq 0)时，|B|=-a,C,"answer: wrong (A)
token: 142, 141, 1
time: 0.2s",,"answer: right
token: 142, 141, 1
time: 1.1s","answer: right
token: 139, 138, 1
time: 0.6s",,,,,"answer: wrong (A)
token: 504, 167, 337
time: 7.4s","answer: right
token: 823, 284, 1
time: 5.0s",
47,设 $y=y(x)$ 是二阶常系数微分方程 $y^{\prime \prime}+p y^{\prime}+q y=\mathrm{e}^{3 x}$ 满足初始条件 $y(0)=y^{\prime}(0)=0$ 的特解， 则当 $x \rightarrow 0$ 时， 函数 $\frac{\ln \left(1+x^2\right)}{y(x)}$ 的极限（）.,不存在,等于 2,等于 1,等于 3,B,"answer: right
token: 183, 182, 1
time: 0.2s",,"answer: right
token: 183, 182, 1
time: 1.1s","answer: wrong (C)
token: 164, 163, 1
time: 0.7s",,,,,"answer: right
token: 681, 219, 462
time: 6.8s","answer: right
token: 1592, 311, 1
time: 8.4s",
48,已知随机变量 $X$ 与 $Y$ 均服从分布 $B\left(1， \frac{3}{4}\right)$， 且 $\rho_{X Y}=\frac{1}{3}$， 则 $P\{X+Y \leq 1\}=$,$\frac{1}{2}$,$\frac{1}{4}$,$\frac{3}{8}$,$\frac{5}{8}$,C,"answer: wrong (B)
token: 155, 154, 1
time: 0.2s",,"answer: right
token: 155, 154, 1
time: 2.0s","answer: wrong (A)
token: 1743, 144, 1599
time: 6.4s",,,,,"answer: wrong (A)
token: 951, 186, 765
time: 11.0s","answer: right
token: 930, 289, 1
time: 5.8s",
49,曲线 $y=1-x+\sqrt{\frac{x^3}{3+x}}$ 的渐近线有.,1条,3条,2条,4条,B,"answer: wrong (C)
token: 100, 95, 5
time: 0.3s",,"answer: wrong (C)
token: 96, 95, 1
time: 2.3s","answer: wrong (C)
token: 95, 94, 1
time: 2.0s",,,,,"answer: wrong (A)
token: 1158, 110, 1048
time: 13.9s","answer: right
token: 6561, 241, 547
time: 41.2s",
50,设随机变量 $X \sim N\left(\mu， \sigma^2\right)， \sigma>0$， 记 $p=P\left\{X \leq \mu+\sigma^2\right\}$， 则 ( ),$p$ 随着 $\sigma$ 的增加而减少,$p$ 随着 $\sigma$ 的增加而增加,$p$ 随着 $\mu$ 的增加而减少,$p$ 随着 $\mu$ 的增加而增加,B,"answer: wrong (A)
token: 168, 167, 1
time: 0.2s",,"answer: right
token: 168, 167, 1
time: 0.5s","answer: wrong (A)
token: 677, 154, 523
time: 2.4s",,,,,"answer: wrong (A)
token: 611, 199, 412
time: 6.9s","answer: right
token: 735, 301, 1
time: 4.1s",
51,设函数 $f(x)$ 是定义在 $(-1，1)$ 内的奇函数， 且 $\lim _{x \rightarrow 0^{+}} \frac{f(x)}{x}=a \neq 0$， 则 $f(x)$ 在 $x=0$ 处 的导数为 ( ).,$a$,0,不存在,$-a$,A,"answer: right
token: 139, 138, 1
time: 0.3s",,"answer: right
token: 139, 138, 1
time: 0.4s","answer: right
token: 829, 132, 697
time: 3.1s",,,,,"answer: right
token: 672, 175, 497
time: 7.8s","answer: right
token: 1360, 279, 1
time: 8.9s",
52,设随机事件 $A， B， C$ 两两独立， 其概率均为 $p(0<p<1)$， 若 $A \cup B \cup C=\Omega$， 且 $A B \subset C$， 则 $p=(  )$,无法确定,$\frac{1}{2}$,$\frac{1}{4}$,$\frac{1}{3}$,B,"answer: wrong (D)
token: 149, 140, 9
time: 0.3s",,"answer: right
token: 141, 140, 1
time: 1.0s","answer: wrong (A)
token: 2493, 134, 2359
time: 8.6s",,,,,"answer: wrong (A)
token: 799, 173, 626
time: 9.1s","answer: right
token: 1251, 286, 3
time: 7.6s",
53,已知 $f^{\prime}\left(\mathrm{e}^x\right)=1+x$， 则 $f(x)=(   )$.,$x+\frac{1}{2} x^2+C$,$x \ln x+C$,$\mathrm{e}^x+\frac{1}{2} \mathrm{e}^{2 x}+C$,$x+x \ln x+C$,B,"answer: right
token: 143, 142, 1
time: 0.3s",,"answer: wrong (D)
token: 143, 142, 1
time: 1.1s","answer: wrong (C)
token: 1307, 140, 1167
time: 3.1s",,,,,"answer: wrong (C)
token: 551, 174, 377
time: 6.6s","answer: right
token: 961, 279, 1
time: 4.8s",
54,若 $x \rightarrow 0$ 时， $F(x)=\int_0^x\left(x^2-t^2\right) f^{\prime \prime}(t) \mathrm{d} t$ 的导数与 $x^2$ 是等价无穷小， 则必有 ( ) (其中 $f$ 有二阶连续导数).,$f^{\prime \prime}(0)=0$,$f^{\prime \prime}(0)=1$,$f^{\prime \prime}(0)=\frac{1}{2}$,$f^{\prime \prime}(0)$ 不存在,C,"answer: wrong (A)
token: 191, 190, 1
time: 0.2s",,"answer: right
token: 191, 190, 1
time: 0.6s","answer: wrong (D)
token: 2939, 183, 2756
time: 9.5s",,,,,"answer: wrong (D)
token: 880, 231, 649
time: 9.6s","answer: right
token: 961, 324, 1
time: 4.3s",
55,设 $N=\int_{-a}^a x^2 \sin ^3 x \mathrm{~d} x， P=\int_{-a}^a\left(x^3 \mathrm{e}^{x^2}-1\right) \mathrm{d} x， Q=\int_{-a}^a \cos ^2 x^3 \mathrm{~d} x， a \geq 0$， 则 ().,$P \leq N \leq Q$,$N \leq P \leq Q$,$Q \leq P \leq N$,$N \leq Q \leq P$,A,"answer: wrong (B)
token: 208, 195, 13
time: 0.4s",,"answer: right
token: 196, 195, 1
time: 2.4s","answer: right
token: 2132, 178, 1954
time: 7.6s",,,,,"answer: right
token: 827, 225, 602
time: 9.0s","answer: right
token: 1525, 322, 1
time: 8.8s",
56,设 3 阶矩阵 $\boldsymbol{A}=\left(\begin{array}{lll}a & b & b \\ b & a & b \\ b & b & a\end{array}\right)$， 若 $\boldsymbol{A}$ 的伴随矩阵的秩为 1 ， 则必有 ( ),$a=b$ 或 $a+2 b=0$,$a \neq b$ 且 $a+2 b=0$,$a=b$ 或 $a+2 b \neq 0$,$a \neq b$ 且 $a+2 b \neq 0$,B,"answer: wrong (A)
token: 190, 189, 1
time: 0.4s",,"answer: right
token: 190, 189, 1
time: 1.0s","answer: wrong (A)
token: 186, 185, 1
time: 0.9s",,,,,"answer: wrong (A)
token: 1181, 239, 942
time: 15.9s","answer: right
token: 1365, 324, 3
time: 7.3s",
57,设函数 $f(x)=\frac{2^{\frac{1}{x}}-1}{2^{\frac{1}{x}}+1}$， 则 $x=0$ 是 $f(x)$ 的 ( ).,跳跃间断点,无穷间断点,可去间断点,振荡间断点,A,"answer: right
token: 132, 131, 1
time: 0.2s",,"answer: right
token: 132, 131, 1
time: 0.8s","answer: wrong (B)
token: 123, 122, 1
time: 0.8s",,,,,"answer: right
token: 560, 156, 404
time: 7.6s","answer: right
token: 947, 272, 1
time: 5.0s",
58,函数 $y=C x+\frac{x^3}{6}$ （其中 $C$ 是任意常数）对微分方程 $\frac{\mathrm{d}^2 y}{\mathrm{~d} x^2}=x$ 而言 ( ).,不是解,是通解,是特解,是解， 但既非通解也非特解,D,"answer: wrong (B)
token: 138, 137, 1
time: 0.3s",,"answer: wrong (B)
token: 138, 137, 1
time: 1.6s","answer: wrong (B)
token: 128, 127, 1
time: 0.4s",,,,,"answer: right
token: 666, 167, 499
time: 8.1s","answer: right
token: 998, 277, 1
time: 5.9s",
59,若向量组 $\boldsymbol{\alpha}， \boldsymbol{\beta}， \boldsymbol{\gamma}$ 线性无关， $\boldsymbol{\alpha}， \boldsymbol{\beta}， \boldsymbol{\delta}$ 线性相关，则( ),$\boldsymbol{\delta}$ 必可由 $\boldsymbol{\alpha}， \boldsymbol{\beta}， \boldsymbol{\gamma}$ 线性表示;,$\boldsymbol{\beta}$ 必不可由 $\boldsymbol{\alpha}， \boldsymbol{\gamma}， \boldsymbol{\delta}$ 线性表示;,$\boldsymbol{\delta}$ 必不可由 $\boldsymbol{\alpha}， \boldsymbol{\beta}， \boldsymbol{\gamma}$ 线性表示.,$\boldsymbol{\alpha}$ 必可由 $\boldsymbol{\beta}， \boldsymbol{\gamma}， \boldsymbol{\delta}$ 线性表示;,A,"answer: right
token: 256, 255, 1
time: 0.3s",,"answer: right
token: 256, 255, 1
time: 1.1s","answer: right
token: 224, 223, 1
time: 0.6s",,,,,"answer: right
token: 1052, 338, 714
time: 13.3s","answer: right
token: 1909, 368, 1
time: 10.5s",
60,设 $f(x)$ 连续， $f(0)=1， f^{\prime}(0)=2$. 下列曲线与曲线 $y=f(x)$ 必有公共切线 的是 ( ).,$y=\int_0^{2 x} f(t) \mathrm{d} t$,$y=\int_0^x f(t) \mathrm{d} t$,$y=1+\int_0^x f(t) \mathrm{d} t$,$y=1+\int_0^{2 x} f(t) \mathrm{d} t$,D,"answer: right
token: 179, 178, 1
time: 0.3s",,"answer: wrong (C)
token: 179, 178, 1
time: 0.4s","answer: wrong (A)
token: 3488, 186, 3302
time: 7.5s",,,,,"answer: wrong (A)
token: 787, 228, 559
time: 10.6s","answer: right
token: 2690, 319, 1
time: 16.4s",
61,设事件 $A， B$ 同时发生时， 事件 $C$ 一定发生， 则 ( ),$P(C) \geq P(A)+P-1$,$P=P(A B)$,$P(C) \leq P+P(B)-1$,$P(C)=P(A \cup B)$,A,"answer: right
token: 126, 125, 1
time: 0.3s",,"answer: right
token: 126, 125, 1
time: 0.6s","answer: right
token: 129, 128, 1
time: 0.8s",,,,,"answer: wrong (C)
token: 595, 153, 442
time: 7.8s","answer: right
token: 1039, 268, 1
time: 5.6s",
62,当 $x>0$ 时， 曲线 $y=x \sin \frac{1}{x}$.,既无水平渐近线， 也无铅直渐近线,既有水平渐近线， 也有铅直渐近线,有且仅有铅直渐近线,有且仅有水平渐近线,D,"answer: right
token: 130, 129, 1
time: 0.4s",,"answer: right
token: 130, 129, 1
time: 1.1s","answer: wrong (A)
token: 126, 125, 1
time: 0.7s",,,,,"answer: wrong (A)
token: 601, 159, 442
time: 7.2s","answer: right
token: 940, 272, 1
time: 4.7s",
63,设 $\boldsymbol{A}$ 是 $m \times n$ 阶矩阵， $\boldsymbol{B}$ 是 $n \times m$ 阶矩阵， 则 $($ ),当 $m>n$ 时， 必有 $|\boldsymbol{A} \boldsymbol{B}| \neq 0$,当 $n>m$ 时， 必有 $|\boldsymbol{A} \boldsymbol{B}|=0$,当 $m>n$ 时， 必有 $|\boldsymbol{A} \boldsymbol{B}|=0$,当 $n>m$ 时， 必有 $|\boldsymbol{A} \boldsymbol{B}| \neq 0$,C,"answer: wrong (B)
token: 209, 208, 1
time: 0.2s",,"answer: right
token: 209, 208, 1
time: 0.7s","answer: right
token: 191, 190, 1
time: 0.6s",,,,,"answer: wrong (A)
token: 1037, 276, 761
time: 10.2s","answer: right
token: 691, 325, 1
time: 3.0s",
64,$n$ 维列向量 $\boldsymbol{\alpha}_1， \boldsymbol{\alpha}_2， \cdots， \boldsymbol{\alpha}_s$ 线性无关的充要条件是 ( ),存在不全为零的数 $k_1， k_2， \cdots， k_s$， 使得 $k_1 \boldsymbol{\alpha}_1+k_2 \boldsymbol{\alpha}_2+\cdots+k_s \boldsymbol{\alpha}_s \neq \mathbf{0}$,$\boldsymbol{\alpha}_1， \boldsymbol{\alpha}_2-\boldsymbol{\alpha}_1， \boldsymbol{\alpha}_3-\boldsymbol{\alpha}_1， \cdots， \boldsymbol{\alpha}_s-\boldsymbol{\alpha}_1$ 线性无关,去掉任一向量 $\boldsymbol{\alpha}_i$ 后， $\boldsymbol{\alpha}_1， \cdots， \boldsymbol{\alpha}_{i-1}， \boldsymbol{\alpha}_{i+1}， \cdots， \boldsymbol{\alpha}_s$ 线性无关,添加向量 $\boldsymbol{\beta}$ 后， $\boldsymbol{\alpha}_1， \boldsymbol{\alpha}_2， \cdots， \boldsymbol{\alpha}_s， \boldsymbol{\beta}$ 线性无关,B,"answer: wrong (A)
token: 358, 357, 1
time: 0.2s",,"answer: wrong (C)
token: 358, 357, 1
time: 1.8s","answer: wrong (A)
token: 312, 311, 1
time: 0.5s",,,,,"answer: wrong (A)
token: 1488, 442, 1046
time: 17.2s","answer: right
token: 3106, 460, 1
time: 20.4s",
65,设函数 $f(x)=\left\{\begin{array}{ll}\sqrt{|x|} \sin \frac{1}{x^2}， & x \neq 0， \\ 0， & x=0，\end{array}\right.$ 则 $f(x)$ 在点 $x=0$ 处 ( ).,极限存在， 但不连续,极限不存在,可导,连续， 但不可导,D,"answer: right
token: 156, 155, 1
time: 0.4s",,"answer: right
token: 156, 155, 1
time: 1.2s","answer: right
token: 146, 145, 1
time: 0.6s",,,,,"answer: right
token: 1008, 181, 827
time: 12.0s","answer: right
token: 1066, 292, 1
time: 5.3s",
66,设 $f(x)$ 连续， 且满足 $f(x)=\int_0^{2 x} f\left(\frac{t}{2}\right) \mathrm{d} t+\ln 2$， 则 f(x)=.,$e^{2 x}+\ln 2$,$e^{2 x} \ln 2$,$e^x \ln 2$,$e^x+\ln 2$,B,"answer: right
token: 148, 147, 1
time: 0.2s",,"answer: wrong (C)
token: 148, 147, 1
time: 0.7s","answer: wrong (D)
token: 1259, 148, 1111
time: 4.4s",,,,,"answer: wrong (A)
token: 730, 180, 550
time: 9.2s","answer: right
token: 1250, 288, 1
time: 6.2s",
67,设事件 $A$ 和 $B$ 互不相容， $0<P(A)<1，0<P(B)<1$， 记$X=\left\{\begin{array}{l}1， A \text { 发生 } \\ 0， A \text { 不发生 }\end{array}， Y=\left\{\begin{array}{l}1， B \text { 发生 } \\ 0， B \text { 不发生 }\end{array}， X\right.\right.$ 和 $Y$ 的相关系数为 $\rho$， 则,$\rho>0$,$\rho=1$,$\rho<0$,$\rho=0$,C,"answer: right
token: 205, 198, 7
time: 0.3s",,"answer: right
token: 199, 198, 1
time: 1.2s","answer: right
token: 200, 199, 1
time: 0.4s",,,,,"answer: wrong (A)
token: 760, 249, 511
time: 8.5s","answer: right
token: 732, 338, 1
time: 3.4s",
68,$f(x)=x \mathrm{e}^x$ 的 $n$ 阶麦克劳林公式为 ( ) .,$x+x^2+\frac{x^3}{2 !}+\cdots+\frac{x^n}{(n-1) !}+\frac{\mathrm{e}^{\theta x}(n+\theta x)}{(n+1) !} x^{n+1}， 0<\theta<1$,$1+x+\frac{x^2}{21}+\ldots+\frac{x^n}{n !}+\frac{\mathrm{e}^{\theta x}(n+1+\theta x)}{(n+1) !} x^{n+1}， 0<\theta<1$,$x+x^2+\frac{x^3}{2 !}+\cdots+\frac{x^n}{(n-1) !}+\frac{\mathrm{e}^{\theta x}(n+1+\theta x)}{(n+1) !} x^{n+1}， 0<\theta<1$,$1+x+\frac{x^2}{2 !}+\ldots+\frac{x^{n-1}}{(n-1) !}+\frac{\mathrm{e}^{\theta x}(n+\theta x)}{n !} x^{n+1}， 0<\theta<1$,C,"answer: wrong (A)
token: 350, 349, 1
time: 0.2s",,"answer: right
token: 350, 349, 1
time: 0.6s","answer: wrong (D)
token: 3677, 331, 3346
time: 7.1s",,,,,"answer: wrong (D)
token: 1171, 440, 731
time: 9.7s","answer: right
token: 1881, 462, 3
time: 8.6s",
69,极限 $\lim _{\substack{x \rightarrow 0 \\ y \rightarrow 0}} \frac{3 x-y}{x+y}$ ( ).,存在， 但不等于 $\frac{1}{2}$ 也不等于 0,等于 $\frac{1}{2}$,等于 0,不存在,D,"answer: right
token: 130, 129, 1
time: 0.2s",,"answer: right
token: 130, 129, 1
time: 0.8s","answer: right
token: 122, 121, 1
time: 0.8s",,,,,"answer: wrong (A)
token: 405, 161, 244
time: 5.3s","answer: right
token: 744, 267, 1
time: 3.7s",
70,设向量组 (I): $\boldsymbol{\alpha}_1， \boldsymbol{\alpha}_2， \cdots， \boldsymbol{\alpha}_s$ 的秩为 $r_1$， 向量组 (II): $\boldsymbol{\beta}_1， \boldsymbol{\beta}_2， \cdots， \boldsymbol{\beta}_s$ 的秩为 $r_2$， 且向量 组 (II) 可由向量组 (I) 线性表示， 则 ( ),向量组 $\boldsymbol{\alpha}_1， \boldsymbol{\alpha}_2， \cdots， \boldsymbol{\alpha}_s， \boldsymbol{\beta}_1， \boldsymbol{\beta}_2， \cdots， \boldsymbol{\beta}_s$ 的秩为 $r_2$,向量组 $\boldsymbol{\alpha}_1-\boldsymbol{\beta}_1， \boldsymbol{\alpha}_2-\boldsymbol{\beta}_2， \cdots， \boldsymbol{\alpha}_s-\boldsymbol{\beta}_s$ 的秩为 $r_1-r_2$,向量组 $\boldsymbol{\alpha}_1， \boldsymbol{\alpha}_2， \cdots， \boldsymbol{\alpha}_s， \boldsymbol{\beta}_1， \boldsymbol{\beta}_2， \cdots， \boldsymbol{\beta}_s$ 的秩为 $r_1$,向量组 $\boldsymbol{\alpha}_1+\boldsymbol{\beta}_1， \boldsymbol{\alpha}_2+\boldsymbol{\beta}_2， \cdots， \boldsymbol{\alpha}_s+\boldsymbol{\beta}_s$ 的秩为 $r_1+r_2$,C,"answer: right
token: 434, 433, 1
time: 0.2s",,"answer: right
token: 434, 433, 1
time: 0.9s","answer: right
token: 387, 386, 1
time: 0.7s",,,,,"answer: wrong (A)
token: 1387, 545, 842
time: 14.4s","answer: right
token: 1120, 533, 1
time: 5.1s",
71,已知 $0<P(B)<1$， 且 $P[(A_1+A_2) \mid B]=P(A_1 \mid B)+P(A_2 \mid B)$， 则下列选项成立的是 ( ),$P(A_1 B+A_2 B)=P(A_1 B)+P\left(A_2 B)$,$P[(A_1+A_2) \mid \bar{B}]=P(A_1 \mid \bar{B})+P(A_2 \mid \bar{B})$,$P(A_1+A_2)=P(A_1 \mid B)+P(A_2 \mid B)$,$P(B)=P(A_1) P(B \mid A_1)+P(A_2) P(B \mid A_2)$,A,"answer: right
token: 231, 230, 1
time: 0.2s",,"answer: right
token: 231, 230, 1
time: 0.7s","answer: right
token: 245, 244, 1
time: 0.7s",,,,,"answer: wrong (B)
token: 1060, 282, 778
time: 13.3s","answer: right
token: 1637, 368, 1
time: 8.2s",
72,设随机变量 $X$ 和 $Y$ 的方差存在且不等于 0 ， 则 $D(X+Y)=D(X)+D(Y)$ 是 X 和 Y,不相关的充分条件， 但不是必要条件,独立的充分必要条件,不相关的充分必要条件,独立的充分条件， 但不是必要条件,C,"answer: right
token: 133, 132, 1
time: 0.3s",,"answer: right
token: 133, 132, 1
time: 0.6s","answer: right
token: 125, 124, 1
time: 0.7s",,,,,"answer: wrong (D)
token: 567, 178, 389
time: 9.0s","answer: right
token: 820, 272, 1
time: 6.3s",
73,设 $X$ 是一随机变量， $E(X)=\mu， D(X)=\sigma^2(\mu， \sigma>0$ 常数 $)$， 则对于 任意常数 $C$， 必有 ( ),$E\left[(X-C)^2\right]=E\left(X^2\right)-C^2$,$E\left[(X-C)^2\right]<E\left[(X-\mu)^2\right]$,$E\left[(X-C)^2\right] \geq E\left[(X-\mu)^2\right]$,$E\left[(X-C)^2\right]=E\left[(X-\mu)^2\right]$,C,"answer: right
token: 211, 210, 1
time: 0.3s",,"answer: right
token: 211, 210, 1
time: 2.1s","answer: right
token: 210, 209, 1
time: 0.3s",,,,,"answer: right
token: 901, 250, 651
time: 11.4s","answer: right
token: 911, 336, 1
time: 3.9s",
74,设 $f(x)$ 连续， $F(x)=\int_0^{x^2} x^2 f\left(t^2\right) \mathrm{d} t$， 则 $F^{\prime}(x)$ 等于 ( ) .,$2 x^3 f\left(x^4\right)+2 x \int_0^{x^2} f\left(t^2\right) \mathrm{d} t$,$2 x^3 f\left(x^4\right)$,$x^2 f\left(x^4\right)$,$4 x^2 f\left(x^4\right)$,A,"answer: right
token: 198, 197, 1
time: 0.2s",,"answer: right
token: 198, 197, 1
time: 1.8s","answer: right
token: 199, 198, 1
time: 0.7s",,,,,"answer: wrong (D)
token: 738, 237, 501
time: 6.8s","answer: right
token: 1127, 324, 1
time: 5.3s",
75,设 $y = y(x)$ 是方程 $y^{\prime \prime}+2 y^{\prime}+y=e^{3 x}$ 满足 $y(0)=y^{\prime}(0)=0$ 的解， 则 $x \rightarrow 0$ 时， 与 $y(x)$ 等价的是.,$\ln \cos x$,$e^{\tan x}-e^{\sin x}$,$x \cos x-\sin x$,$\int_0^x \frac{\sin t^2}{t} d t$,D,"answer: wrong (C)
token: 189, 178, 11
time: 0.3s",,"answer: right
token: 179, 178, 1
time: 1.5s","answer: wrong (A)
token: 12508, 168, 12340
time: 39.7s",,,,,"answer: wrong (C)
token: 1310, 213, 1097
time: 16.6s","answer: right
token: 3304, 312, 1
time: 17.9s",
76,设随机变量 $X_1， X_2， \cdots， X_n(n>1)$ 独立同分布， 且其方差为 $\sigma^2>0$. 令 $Y=\frac{1}{n} \sum_{i=1}^n X_i$， 则 ( ),$D\left(X_1+Y\right)=\frac{n+2}{n} \sigma^2$,$\operatorname{cov}\left(X_1， Y\right)=\sigma^2$,$D\left(X_1-Y\right)=\frac{n+1}{n} \sigma^2$,$\operatorname{cov}\left(X_1， Y\right)=\frac{\sigma^2}{n}$,D,"answer: right
token: 218, 217, 1
time: 0.2s",,"answer: right
token: 218, 217, 1
time: 0.6s","answer: wrong (C)
token: 217, 216, 1
time: 0.7s",,,,,"answer: right
token: 939, 262, 677
time: 9.8s","answer: right
token: 1454, 348, 1
time: 7.4s",
77,设 $\boldsymbol{A}， \boldsymbol{B}$ 均为 2 阶矩阵， $\boldsymbol{A}^*， \boldsymbol{B}^*$ 分别为 $\boldsymbol{A}， \boldsymbol{B}$ 的伴随矩阵， 若 $|\boldsymbol{A}|=2，|\boldsymbol{B}|=3$， 则分块矩阵 $\left(\begin{array}{ll}\boldsymbol{O} & \boldsymbol{A} \\ \boldsymbol{B} & \boldsymbol{O}\end{array})$ 的伴随矩阵为,$(\begin{array}{cc}\boldsymbol{O} & 3 \boldsymbol{B}^* \\ 2 \boldsymbol{A}^* & \boldsymbol{O}\end{array})$;,$(\begin{array}{cc}O & 2 B^* \\ 3 A^* & O\end{array})$;,$(\begin{array}{cc}\boldsymbol{O} & 3 \boldsymbol{A}^* \\ 2 \boldsymbol{B}^* & \boldsymbol{O}\end{array})$;,$(\begin{array}{cc}\boldsymbol{O} & 2 \boldsymbol{A}^* \\ 3 \boldsymbol{B}^* & \boldsymbol{O}\end{array})$,B,"answer: wrong (A)
token: 360, 359, 1
time: 0.2s",,"answer: wrong (A)
token: 360, 359, 1
time: 2.2s","answer: wrong (A)
token: 2090, 302, 1788
time: 6.5s",,,,,"answer: wrong (A)
token: 1134, 462, 672
time: 10.8s","answer: right
token: 1974, 420, 3
time: 10.5s",
78,记行列式 $\left|\begin{array}{cccc}x-2 & x-1 & x-2 & x-3 \\ 2 x-2 & 2 x-1 & 2 x-2 & 2 x-3 \\ 3 x-3 & 3 x-2 & 4 x-5 & 3 x-5 \\ 4 x & 4 x-3 & 5 x-7 & 4 x-3\end{array}\right|$ 为 $f(x)$， 则方程 $f(x)=0$ 的根的个数为,3,2,1,4,B,"answer: wrong (C)
token: 195, 194, 1
time: 0.2s",,"answer: wrong (C)
token: 195, 194, 1
time: 0.6s","answer: wrong (D)
token: 9713, 189, 9524
time: 23.0s",,,,,"answer: right
token: 1138, 240, 898
time: 11.8s","answer: right
token: 5435, 336, 3
time: 30.0s",
79,设 $\boldsymbol{A}， \boldsymbol{B}$ 为满足 $\boldsymbol{A} \boldsymbol{B}=\boldsymbol{O}$ 的任意两个非零矩阵， 则必有,$\boldsymbol{A}$ 的列向量组线性相关， $\boldsymbol{B}$ 的列向量组线性相关.,$\boldsymbol{A}$ 的行向量组线性相关， $\boldsymbol{B}$ 的列向量组线性相关.,$\boldsymbol{A}$ 的列向量组线性相关， $\boldsymbol{B}$ 的行向量组线性相关.,$\boldsymbol{A}$ 的行向量组线性相关， $\boldsymbol{B}$ 的行向量组线性相关.,C,"answer: wrong (A)
token: 221, 220, 1
time: 0.2s",,"answer: right
token: 221, 220, 1
time: 1.8s","answer: wrong (A)
token: 191, 190, 1
time: 0.6s",,,,,"answer: wrong (A)
token: 1081, 302, 779
time: 11.0s","answer: right
token: 1985, 325, 1
time: 11.9s",
