,Question,A,B,C,D,Answer,Qwen Flash,Qwen Plus,Qwen3 max,Gemini 2.5 Flash Lite,Gemini 3 Flash,Gemini 3 Pro,Claude Sonnet 4.5,Claude Haiku 4.5,Claude Opus 4.5,Grok 4.1 Fast Reasoning,Grok 4.1 Fast Non Reasoning
47,酿热温床的热源是,蒸汽,烧煤,微生物分解酿热材料,电热,C,"answer: right
token: 87, 86, 1
time: 0.3s",,"answer: right
token: 87, 86, 1
time: 1.2s","answer: right
token: 77, 76, 1
time: 0.7s","answer: right
token: 285, 76, 1
time: 1.8s",,"answer: right
token: 102, 98, 4
time: 2.3s","answer: right
token: 102, 98, 4
time: 0.7s","answer: right
token: 102, 98, 4
time: 2.2s","answer: right
token: 491, 229, 1
time: 3.3s","answer: right
token: 242, 241, 1
time: 0.8s"
48,瘦肉型生长肥育猪宜采用的肥育方法是,阶段肥育法,前敞后限肥育法,前后敞开肥育法,吊架子肥育法,B,"answer: wrong (A)
token: 105, 104, 1
time: 0.3s",,"answer: right
token: 105, 104, 1
time: 1.6s","answer: wrong (A)
token: 97, 96, 1
time: 0.7s","answer: wrong (C)
token: 1333, 96, 1
time: 7.8s",,"answer: right
token: 129, 125, 4
time: 3.1s","answer: right
token: 129, 125, 4
time: 0.8s","answer: wrong (A)
token: 129, 125, 4
time: 2.6s","answer: right
token: 558, 247, 1
time: 3.8s","answer: wrong (C)
token: 260, 259, 1
time: 0.7s"
49,下列各对种植方式中，都是由两种生育期相近的作物在田间构成复合群体的是,间作与轮作,混作与连作,间作与混作,间作与套作,C,"answer: right
token: 107, 106, 1
time: 0.2s",,"answer: right
token: 107, 106, 1
time: 1.2s","answer: right
token: 104, 103, 1
time: 0.7s","answer: right
token: 696, 103, 1
time: 3.5s",,"answer: right
token: 127, 123, 4
time: 2.4s","answer: wrong (A)
token: 470, 123, 347
time: 3.8s","answer: wrong (A)
token: 471, 123, 348
time: 7.7s","answer: right
token: 809, 253, 1
time: 5.2s","answer: right
token: 266, 265, 1
time: 0.7s"
50,鲜食甜玉米的采收一般是在（）时进行,籽粒淀粉含量最高、糖含量最高,籽粒淀粉含量最少、糖含量最少,籽粒淀粉含量最少、糖含量最高,籽粒淀粉含量最高、糖含量最少,C,"answer: right
token: 114, 113, 1
time: 0.2s",,"answer: right
token: 114, 113, 1
time: 2.6s","answer: right
token: 118, 117, 1
time: 0.7s","answer: right
token: 958, 117, 1
time: 6.2s",,"answer: right
token: 169, 165, 4
time: 2.5s","answer: right
token: 315, 165, 150
time: 2.0s","answer: right
token: 169, 165, 4
time: 2.4s","answer: right
token: 619, 272, 1
time: 3.5s","answer: right
token: 285, 284, 1
time: 0.7s"
51,奶牛的产奶量达到高峰期的胎次是,4—7胎,1—2胎,8—10胎,2—3胎,A,"answer: right
token: 94, 93, 1
time: 0.2s",,"answer: right
token: 94, 93, 1
time: 2.1s","answer: right
token: 90, 89, 1
time: 0.6s","answer: right
token: 481, 89, 1
time: 3.2s",,"answer: right
token: 112, 108, 4
time: 2.6s","answer: right
token: 112, 108, 4
time: 0.7s","answer: right
token: 112, 108, 4
time: 2.9s","answer: wrong (D)
token: 884, 239, 1
time: 5.3s","answer: wrong (D)
token: 252, 251, 1
time: 0.6s"
52,由于环境条件中的不适因素所造成的暂停发芽、生长的现象叫,限制因素,自发休眠,生理休眠,强迫休眠,D,"answer: right
token: 97, 90, 7
time: 0.3s",,"answer: right
token: 91, 90, 1
time: 1.3s","answer: right
token: 89, 88, 1
time: 0.6s","answer: right
token: 392, 88, 1
time: 2.3s",,"answer: right
token: 122, 118, 4
time: 2.4s","answer: right
token: 122, 118, 4
time: 0.8s","answer: right
token: 122, 118, 4
time: 3.0s","answer: right
token: 538, 239, 1
time: 2.5s","answer: right
token: 252, 251, 1
time: 0.7s"
53,根据小麦的温光反应特性，小麦属于,低温长日作物,低温短日作物,高温长日作物,高温短日作物,A,"answer: right
token: 93, 92, 1
time: 0.2s",,"answer: right
token: 93, 92, 1
time: 0.9s","answer: right
token: 86, 85, 1
time: 0.9s","answer: right
token: 317, 85, 1
time: 2.0s",,"answer: right
token: 114, 110, 4
time: 2.7s","answer: right
token: 198, 110, 88
time: 1.5s","answer: right
token: 114, 110, 4
time: 2.5s","answer: right
token: 517, 237, 1
time: 2.6s","answer: right
token: 250, 249, 1
time: 0.6s"
54,生长肥育兔日粮中粗纤维的适宜含量为,14%～17%,8%～10%,5%～6%,10%～14%,B,"answer: wrong (A)
token: 98, 97, 1
time: 0.3s",,"answer: wrong (D)
token: 98, 97, 1
time: 1.0s","answer: wrong (A)
token: 100, 99, 1
time: 0.7s","answer: wrong (D)
token: 842, 99, 1
time: 5.1s",,"answer: wrong (D)
token: 115, 111, 4
time: 2.4s","answer: wrong (A)
token: 115, 111, 4
time: 0.7s","answer: wrong (A)
token: 141, 111, 30
time: 2.9s","answer: wrong (A)
token: 720, 240, 1
time: 4.5s","answer: wrong (D)
token: 253, 252, 1
time: 0.9s"
55,植物中含的麦角固醇经紫外线照射后可转化成,VD2,VE,VA,VD3,A,"answer: wrong (D)
token: 85, 84, 1
time: 0.2s",,"answer: right
token: 85, 84, 1
time: 1.3s","answer: right
token: 78, 77, 1
time: 0.5s","answer: right
token: 312, 77, 0
time: 2.1s",,"answer: right
token: 100, 96, 4
time: 2.5s","answer: right
token: 163, 96, 67
time: 1.2s","answer: right
token: 100, 96, 4
time: 2.4s","answer: right
token: 510, 230, 1
time: 2.4s","answer: right
token: 243, 242, 1
time: 0.9s"
56,适合肉用仔鸡的饲养方式是,立体笼养,铁丝网上平养,厚垫料平养,无垫料平养,C,"answer: wrong (A)
token: 95, 94, 1
time: 0.2s",,"answer: right
token: 95, 94, 1
time: 0.8s","answer: right
token: 87, 86, 1
time: 0.7s","answer: right
token: 1754, 86, 1
time: 10.7s",,"answer: wrong (B)
token: 115, 111, 4
time: 2.7s","answer: right
token: 115, 111, 4
time: 0.8s","answer: right
token: 115, 111, 4
time: 2.4s","answer: right
token: 551, 238, 1
time: 3.0s","answer: right
token: 251, 250, 1
time: 0.7s"
57,根据对温度条件的适应性不同，水稻可分为,常规稻和杂交稻,粘稻和糯稻,籼稻和粳稻,早稻和晚稻,C,"answer: right
token: 107, 99, 8
time: 0.3s",,"answer: right
token: 100, 99, 1
time: 1.2s","answer: wrong (D)
token: 94, 93, 1
time: 0.6s","answer: right
token: 1130, 93, 1
time: 7.6s",,"answer: right
token: 128, 124, 4
time: 2.5s","answer: wrong (A)
token: 368, 124, 244
time: 2.4s","answer: right
token: 128, 124, 4
time: 1.8s","answer: right
token: 554, 245, 1
time: 3.7s","answer: right
token: 258, 257, 1
time: 0.8s"
58,灌水定额是指单位土地面积上的,多次灌水量之和,灌水次数,作物需水量,一次灌水量,D,"answer: right
token: 95, 89, 6
time: 0.2s",,"answer: right
token: 90, 89, 1
time: 0.9s","answer: wrong (C)
token: 84, 83, 1
time: 0.6s","answer: right
token: 318, 83, 1
time: 2.5s",,"answer: right
token: 111, 107, 4
time: 2.3s","answer: wrong (A)
token: 157, 107, 50
time: 1.3s","answer: right
token: 111, 107, 4
time: 2.5s","answer: wrong (A)
token: 518, 237, 1
time: 2.5s","answer: wrong (A)
token: 250, 249, 1
time: 0.7s"
59,家畜的幼年期是指,出生到断奶,继奶到性成熟,性成熟到生理成熟,断奶至生理成熟,B,"answer: wrong (A)
token: 91, 90, 1
time: 0.2s",,"answer: right
token: 91, 90, 1
time: 1.0s","answer: right
token: 84, 83, 1
time: 0.6s","answer: right
token: 1313, 83, 1
time: 8.2s",,"answer: right
token: 115, 111, 4
time: 2.5s","answer: wrong (D)
token: 115, 111, 4
time: 1.2s","answer: right
token: 115, 111, 4
time: 2.5s","answer: right
token: 1573, 237, 1
time: 9.9s","answer: wrong (D)
token: 250, 249, 1
time: 0.6s"
60,饲料中总能扣除粪能后称为,代谢能,热增能,净能,消化能,D,"answer: right
token: 91, 85, 6
time: 0.2s",,"answer: right
token: 86, 85, 1
time: 0.8s","answer: wrong (A)
token: 80, 79, 1
time: 0.7s","answer: right
token: 374, 79, 1
time: 2.4s",,"answer: right
token: 99, 95, 4
time: 2.3s","answer: right
token: 99, 95, 4
time: 0.8s","answer: right
token: 99, 95, 4
time: 2.2s","answer: right
token: 477, 232, 1
time: 2.7s","answer: wrong (C)
token: 245, 244, 1
time: 0.6s"
61,下列蔬菜中含维生素C较多的蔬菜是,南瓜,胡萝卜,辣椒,马铃薯,C,"answer: right
token: 85, 84, 1
time: 0.2s",,"answer: right
token: 85, 84, 1
time: 1.1s","answer: right
token: 76, 75, 1
time: 0.7s","answer: right
token: 403, 75, 1
time: 2.6s",,"answer: right
token: 113, 109, 4
time: 2.2s","answer: right
token: 113, 109, 4
time: 0.8s","answer: right
token: 113, 109, 4
time: 3.0s","answer: right
token: 556, 230, 1
time: 3.0s","answer: right
token: 243, 242, 1
time: 0.6s"
62,一种农产品在市场的零售价和批发价的差额称为,批零差价,时间差价,地区差价,季节差价,A,"answer: right
token: 91, 90, 1
time: 0.2s",,"answer: right
token: 91, 90, 1
time: 3.9s","answer: right
token: 87, 86, 1
time: 0.7s","answer: right
token: 261, 86, 1
time: 1.7s",,"answer: right
token: 109, 105, 4
time: 2.5s","answer: right
token: 109, 105, 4
time: 0.8s","answer: right
token: 109, 105, 4
time: 2.4s","answer: right
token: 383, 236, 1
time: 1.6s","answer: right
token: 249, 248, 1
time: 0.7s"
63,脂肪是家兔能量来源和沉积体脂的营养物质之一。家兔日粮中粗脂肪的含量应为,1～２％,2～3％,4～5％,3～4％,B,"answer: right
token: 114, 107, 7
time: 0.2s",,"answer: right
token: 108, 107, 1
time: 0.9s","answer: right
token: 103, 102, 1
time: 0.7s","answer: right
token: 2964, 102, 1
time: 17.4s",,"answer: right
token: 133, 129, 4
time: 2.8s","answer: right
token: 133, 129, 4
time: 1.3s","answer: right
token: 133, 129, 4
time: 2.5s","answer: right
token: 954, 254, 1
time: 6.6s","answer: wrong (A)
token: 267, 266, 1
time: 0.9s"
64,在促进细胞伸长生长过程中，赤霉素的作用主要是活化了,纤维素酶,木葡聚糖内糖基转移酶,扩张蛋白,果胶酶,B,"answer: wrong (C)
token: 103, 97, 6
time: 0.3s",,"answer: wrong (C)
token: 98, 97, 1
time: 0.8s","answer: wrong (C)
token: 91, 90, 1
time: 0.6s","answer: right
token: 844, 90, 1
time: 6.4s",,"answer: right
token: 134, 130, 4
time: 2.5s","answer: wrong (C)
token: 415, 130, 285
time: 3.4s","answer: right
token: 134, 130, 4
time: 2.6s","answer: wrong (C)
token: 640, 243, 1
time: 3.9s","answer: wrong (C)
token: 256, 255, 1
time: 0.7s"
65,（）%=发芽初期正常发芽粒数/供检总粒数×100,发芽势,发芽率,种子净度,品种纯度,A,"answer: right
token: 97, 96, 1
time: 0.2s",,"answer: right
token: 97, 96, 1
time: 1.2s","answer: wrong (B)
token: 91, 90, 1
time: 0.7s","answer: right
token: 403, 90, 1
time: 2.6s",,"answer: right
token: 114, 110, 4
time: 2.7s","answer: right
token: 267, 110, 157
time: 1.8s","answer: right
token: 114, 110, 4
time: 2.5s","answer: right
token: 554, 241, 1
time: 2.8s","answer: wrong (B)
token: 254, 253, 1
time: 0.7s"
66,农业税的平均税率最高不得超过常年产量的,25%,15%,5%,10%,A,"answer: wrong (C)
token: 86, 81, 5
time: 0.3s",,"answer: right
token: 82, 81, 1
time: 3.5s","answer: wrong (C)
token: 85, 84, 1
time: 0.8s","answer: right
token: 1398, 84, 1
time: 8.0s",,"answer: wrong (B)
token: 99, 95, 4
time: 2.4s","answer: wrong (B)
token: 99, 95, 4
time: 0.8s","answer: wrong (B)
token: 99, 95, 4
time: 2.6s","answer: wrong (B)
token: 711, 228, 1
time: 3.8s","answer: wrong (C)
token: 241, 240, 1
time: 0.6s"
67,一个早稻品种在晚季(下半年)种植，则会产生,生育期延长,生育期没有变化,生育期缩短,不能收到产量,C,"answer: wrong (A)
token: 95, 89, 6
time: 0.3s",,"answer: wrong (A)
token: 90, 89, 1
time: 3.2s","answer: right
token: 89, 88, 1
time: 0.6s","answer: right
token: 784, 88, 1
time: 6.4s",,"answer: wrong (A)
token: 119, 115, 4
time: 2.6s","answer: right
token: 194, 115, 79
time: 1.3s","answer: wrong (A)
token: 119, 115, 4
time: 2.8s","answer: right
token: 989, 237, 1
time: 7.2s","answer: right
token: 250, 249, 1
time: 0.8s"
68,照射红光可以使植物体内的,向光素转变成有活性的形式,向光素转变成无活性的形式,光敏素转变成生理钝化形式,光敏素转变成生理活跃形式,D,"answer: right
token: 105, 104, 1
time: 0.2s",,"answer: right
token: 105, 104, 1
time: 4.0s","answer: right
token: 100, 99, 1
time: 0.6s","answer: right
token: 507, 99, 0
time: 3.0s",,"answer: right
token: 136, 132, 4
time: 2.6s","answer: right
token: 136, 132, 4
time: 0.7s","answer: right
token: 136, 132, 4
time: 2.5s","answer: right
token: 582, 256, 1
time: 2.8s","answer: wrong (B)
token: 269, 268, 1
time: 0.7s"
69,级差地租第一形态产生的原因是,劳动者的技术水平不同,土地的肥沃程度和地理位置不同,劳动者的经营管理水平不同,对土地的投入水平不同,B,"answer: right
token: 99, 98, 1
time: 0.3s",,"answer: right
token: 99, 98, 1
time: 1.4s","answer: right
token: 95, 94, 1
time: 0.6s","answer: right
token: 356, 94, 1
time: 2.7s",,"answer: right
token: 136, 132, 4
time: 2.4s","answer: right
token: 136, 132, 4
time: 0.7s","answer: right
token: 136, 132, 4
time: 2.5s","answer: right
token: 483, 245, 1
time: 2.2s","answer: right
token: 258, 257, 1
time: 0.7s"
70,我国国营农场的土地、资产归（）所有,联合体,农场职工,集中,国家,D,"answer: right
token: 92, 87, 5
time: 0.3s",,"answer: right
token: 88, 87, 1
time: 0.8s","answer: right
token: 79, 78, 1
time: 0.7s","answer: right
token: 233, 78, 1
time: 1.8s",,"answer: right
token: 100, 96, 4
time: 2.3s","answer: right
token: 100, 96, 4
time: 1.0s","answer: right
token: 100, 96, 4
time: 2.7s","answer: right
token: 388, 229, 1
time: 1.7s","answer: right
token: 242, 241, 1
time: 0.6s"
71,我国国土辽阔，全国土地面积占世界陆地面积的7.4%，耕地面积占全球耕地总面积的（）左右,1/10,1/15,1/20,1/5,B,"answer: right
token: 108, 107, 1
time: 0.2s",,"answer: wrong (A)
token: 108, 107, 1
time: 0.6s","answer: wrong (A)
token: 107, 106, 1
time: 0.7s","answer: wrong (A)
token: 1457, 106, 1
time: 8.5s",,"answer: wrong (C)
token: 132, 128, 4
time: 2.2s","answer: right
token: 132, 128, 4
time: 0.9s","answer: wrong (A)
token: 132, 128, 4
time: 3.1s","answer: wrong (A)
token: 1013, 254, 1
time: 7.9s","answer: wrong (C)
token: 267, 266, 1
time: 0.7s"
72,昆虫的不全变态在发育过程中包括的虫期有,卵—若虫—蛹—成虫,卵—蛹—成虫,卵—幼虫(若虫)—成虫,卵—幼虫—蛹—成虫,C,"answer: right
token: 112, 111, 1
time: 0.3s",,"answer: right
token: 112, 111, 1
time: 1.1s","answer: right
token: 109, 108, 1
time: 0.8s","answer: right
token: 508, 108, 1
time: 3.3s",,"answer: right
token: 149, 145, 4
time: 2.3s","answer: right
token: 218, 145, 73
time: 1.6s","answer: right
token: 149, 145, 4
time: 2.6s","answer: right
token: 1815, 262, 1
time: 12.5s","answer: wrong (D)
token: 275, 274, 1
time: 0.7s"
73,我国饲养标准所采用的能量体系中，猪通常用,消化能,总能,净能,代谢能,A,"answer: wrong (D)
token: 90, 85, 5
time: 0.3s",,"answer: right
token: 86, 85, 1
time: 2.3s","answer: wrong (C)
token: 82, 81, 1
time: 0.7s","answer: right
token: 597, 81, 1
time: 5.4s",,"answer: wrong (D)
token: 105, 101, 4
time: 2.4s","answer: wrong (D)
token: 105, 101, 4
time: 0.7s","answer: right
token: 105, 101, 4
time: 2.6s","answer: right
token: 476, 234, 1
time: 2.4s","answer: right
token: 247, 246, 1
time: 0.7s"
74,当小麦施肥量为15公斤时，产量为100公斤，当施肥量为20公斤时，小麦产量为130公斤，小麦价格为2.5元/公斤，则其边际收益为,75元,15元,325元,250元,B,"answer: wrong (A)
token: 130, 124, 6
time: 0.2s",,"answer: right
token: 125, 124, 1
time: 1.0s","answer: right
token: 126, 125, 1
time: 0.7s","answer: right
token: 3651, 125, 0
time: 19.9s",,"answer: wrong (A)
token: 289, 144, 145
time: 3.9s","answer: wrong (A)
token: 312, 144, 168
time: 1.5s","answer: wrong (A)
token: 270, 144, 126
time: 3.5s","answer: wrong (A)
token: 518, 263, 1
time: 2.5s","answer: right
token: 276, 275, 1
time: 0.7s"
75,能够决定地球上动物的人口生存数量的是,热量,初级生产量,次级生产量,三次生产量,B,"answer: right
token: 89, 88, 1
time: 0.2s",,"answer: right
token: 89, 88, 1
time: 3.3s","answer: right
token: 81, 80, 1
time: 0.8s","answer: right
token: 682, 80, 1
time: 4.3s",,"answer: right
token: 107, 103, 4
time: 2.2s","answer: right
token: 255, 103, 152
time: 1.7s","answer: right
token: 107, 103, 4
time: 2.3s","answer: right
token: 531, 233, 1
time: 2.6s","answer: right
token: 246, 245, 1
time: 0.8s"
76,在同一地段上既有无性更新方式培育小径材，又培育实生树生产大径材的经营方法，称为,矮林作业,天然林经营,中林作业,次生林经营,C,"answer: right
token: 110, 105, 5
time: 0.2s",,"answer: right
token: 106, 105, 1
time: 4.3s","answer: right
token: 100, 99, 1
time: 0.6s","answer: right
token: 447, 99, 1
time: 3.4s",,"answer: right
token: 130, 126, 4
time: 2.1s","answer: right
token: 130, 126, 4
time: 2.8s","answer: right
token: 130, 126, 4
time: 2.5s","answer: wrong (A)
token: 1037, 249, 1
time: 6.9s","answer: wrong (A)
token: 262, 261, 1
time: 0.8s"
77,雏鸡“溜腱症”是因日粮中缺少,钙元素,锰元素,磷元素,铜元素,B,"answer: right
token: 93, 88, 5
time: 0.2s",,"answer: right
token: 89, 88, 1
time: 2.6s","answer: right
token: 82, 81, 1
time: 0.7s","answer: right
token: 328, 81, 1
time: 2.7s",,"answer: right
token: 109, 105, 4
time: 2.6s","answer: right
token: 216, 105, 111
time: 1.6s","answer: right
token: 109, 105, 4
time: 1.7s","answer: right
token: 442, 234, 1
time: 2.0s","answer: right
token: 247, 246, 1
time: 0.8s"
78,下列物质中，属于细胞壁组分的非多糖类物质是,木质素,果胶,淀粉,胼胝质,A,"answer: right
token: 91, 90, 1
time: 0.2s",,"answer: right
token: 91, 90, 1
time: 4.2s","answer: right
token: 84, 83, 1
time: 0.6s","answer: right
token: 565, 83, 1
time: 3.4s",,"answer: right
token: 111, 107, 4
time: 2.7s","answer: right
token: 368, 107, 261
time: 2.2s","answer: right
token: 111, 107, 4
time: 2.8s","answer: right
token: 2104, 238, 1
time: 15.0s","answer: right
token: 251, 250, 1
time: 0.9s"
79,农产品储存的时间界定是,包含生产过程、不包含消费领域,从生产过程到消费领域,消费领域,从离开生产过程到尚未进入消费领域之前,D,"answer: right
token: 98, 97, 1
time: 0.2s",,"answer: right
token: 98, 97, 1
time: 2.9s","answer: right
token: 92, 91, 1
time: 0.4s","answer: right
token: 439, 91, 1
time: 3.3s",,"answer: right
token: 130, 126, 4
time: 2.4s","answer: right
token: 130, 126, 4
time: 0.8s","answer: right
token: 130, 126, 4
time: 1.7s","answer: right
token: 511, 240, 1
time: 2.5s","answer: right
token: 253, 252, 1
time: 0.7s"
80,夏天晚上昆虫向灯光群集这是什么引起的?,物流,信息流,价值流,能流,B,"answer: wrong (D)
token: 87, 82, 5
time: 0.2s",,"answer: wrong (D)
token: 83, 82, 1
time: 2.1s","answer: wrong (D)
token: 79, 78, 1
time: 0.6s","answer: right
token: 419, 78, 1
time: 3.2s",,"answer: right
token: 106, 102, 4
time: 2.5s","answer: right
token: 192, 102, 90
time: 1.6s","answer: right
token: 106, 102, 4
time: 1.5s","answer: wrong (D)
token: 1764, 229, 1
time: 11.3s","answer: right
token: 242, 241, 1
time: 0.7s"
81,腌肉型(瘦肉型)猪的瘦肉率一般在,50%以上,46～50%以上,35～40%以上,56～60%以上,D,"answer: right
token: 113, 103, 10
time: 0.3s",,"answer: right
token: 104, 103, 1
time: 2.1s","answer: right
token: 101, 100, 1
time: 0.7s","answer: right
token: 439, 100, 1
time: 2.9s",,"answer: right
token: 119, 115, 4
time: 2.4s","answer: right
token: 119, 115, 4
time: 1.6s","answer: right
token: 119, 115, 4
time: 2.3s","answer: wrong (A)
token: 3522, 241, 1
time: 30.3s","answer: wrong (A)
token: 254, 253, 1
time: 0.7s"
82,工厂化养猪普遍实行母猪高床产仔并设护仔架，产仔高床一般距地面为,65～70cm,20～35cm,50～60cm,45～50cm,B,"answer: wrong (C)
token: 122, 113, 9
time: 0.2s",,"answer: wrong (C)
token: 114, 113, 1
time: 1.8s","answer: wrong (A)
token: 111, 110, 1
time: 0.7s","answer: right
token: 906, 110, 1
time: 5.3s",,"answer: wrong (C)
token: 126, 122, 4
time: 2.2s","answer: right
token: 126, 122, 4
time: 0.7s","answer: wrong (C)
token: 126, 122, 4
time: 4.3s","answer: wrong (A)
token: 627, 253, 1
time: 3.3s","answer: wrong (A)
token: 266, 265, 1
time: 0.9s"
83,植物从暗中转移到光下，类囊体膜上的玉米黄素和紫黄素含量的变化分别是,降低、降低,升高、降低,升高、升高,降低、升高,B,"answer: wrong (D)
token: 108, 102, 6
time: 0.3s",,"answer: right
token: 103, 102, 1
time: 1.5s","answer: wrong (D)
token: 97, 96, 1
time: 0.6s","answer: right
token: 590, 96, 0
time: 3.5s",,"answer: right
token: 132, 128, 4
time: 2.4s","answer: right
token: 416, 128, 288
time: 3.3s","answer: right
token: 263, 128, 135
time: 4.2s","answer: right
token: 593, 248, 1
time: 3.3s","answer: wrong (D)
token: 261, 260, 1
time: 0.6s"
84,一般豆科籽实饲料粗蛋白的含量为,50%～60%,10%～20%,40%～50%,20%～40%,D,"answer: right
token: 108, 98, 10
time: 0.3s",,"answer: right
token: 99, 98, 1
time: 1.9s","answer: right
token: 100, 99, 1
time: 0.6s","answer: right
token: 512, 99, 1
time: 4.1s",,"answer: right
token: 113, 109, 4
time: 2.2s","answer: right
token: 170, 109, 61
time: 1.2s","answer: right
token: 113, 109, 4
time: 2.5s","answer: right
token: 1872, 240, 1
time: 13.7s","answer: wrong (C)
token: 253, 252, 1
time: 0.8s"
85,当需要改变原有品种主要生产力方向时，常采用的杂交方法是,轮回杂交,育成杂交,级进杂交,导入杂交,C,"answer: right
token: 106, 98, 8
time: 0.3s",,"answer: right
token: 99, 98, 1
time: 1.2s","answer: right
token: 91, 90, 1
time: 0.6s","answer: right
token: 877, 90, 1
time: 5.6s",,"answer: wrong (D)
token: 121, 117, 4
time: 3.8s","answer: wrong (A)
token: 493, 117, 376
time: 3.3s","answer: wrong (B)
token: 121, 117, 4
time: 2.4s","answer: wrong (D)
token: 942, 241, 1
time: 12.8s","answer: right
token: 254, 253, 1
time: 0.7s"
86,在下列植物生长调节剂中，促进花木插条生根的是,代剪灵,多效唑,三十烷醇,萘乙酸,D,"answer: right
token: 98, 91, 7
time: 0.3s",,"answer: right
token: 92, 91, 1
time: 1.5s","answer: right
token: 86, 85, 1
time: 0.5s","answer: right
token: 584, 85, 0
time: 4.1s",,"answer: right
token: 116, 112, 4
time: 2.5s","answer: right
token: 158, 112, 46
time: 1.2s","answer: right
token: 116, 112, 4
time: 2.7s","answer: right
token: 556, 239, 1
time: 10.2s","answer: right
token: 252, 251, 1
time: 0.8s"
87,雄鸟急速起飞，煽动双翅，给雌鸟发出警报的信息作用属于,化学信息,物理信息,行为信息,营养信息,C,"answer: right
token: 101, 95, 6
time: 0.3s",,"answer: right
token: 96, 95, 1
time: 1.1s","answer: right
token: 88, 87, 1
time: 0.6s","answer: right
token: 468, 87, 1
time: 3.3s",,"answer: right
token: 123, 119, 4
time: 2.6s","answer: right
token: 339, 119, 220
time: 2.1s","answer: wrong (A)
token: 278, 119, 159
time: 5.0s","answer: right
token: 636, 240, 1
time: 4.0s","answer: right
token: 253, 252, 1
time: 0.7s"
88,可用于空气、物体表面消毒及组织表面感染治疗的光线是,光辐射,可见光线,紫外线,红外线,C,"answer: right
token: 98, 91, 7
time: 0.3s",,"answer: right
token: 92, 91, 1
time: 2.5s","answer: right
token: 83, 82, 1
time: 0.7s","answer: right
token: 258, 82, 1
time: 1.8s",,"answer: right
token: 114, 110, 4
time: 2.6s","answer: right
token: 174, 110, 64
time: 1.4s","answer: right
token: 114, 110, 4
time: 3.2s","answer: right
token: 424, 235, 1
time: 10.2s","answer: right
token: 248, 247, 1
time: 0.7s"
89,所选性状上，留种群与全群平均值之差称为,选择进展,选择强度,选择反应,选择差,D,"answer: right
token: 93, 88, 5
time: 0.2s",,"answer: right
token: 89, 88, 1
time: 1.3s","answer: wrong (B)
token: 81, 80, 1
time: 0.6s","answer: right
token: 376, 80, 1
time: 2.4s",,"answer: right
token: 106, 102, 4
time: 2.9s","answer: right
token: 106, 102, 4
time: 0.7s","answer: right
token: 106, 102, 4
time: 2.6s","answer: right
token: 518, 236, 1
time: 2.7s","answer: right
token: 249, 248, 1
time: 0.7s"
90,变温能提高种子的发芽率，这属于植物的,光周期现象,温周期现象,变温作用,温光调控,B,"answer: right
token: 95, 89, 6
time: 0.3s",,"answer: right
token: 90, 89, 1
time: 0.8s","answer: wrong (C)
token: 85, 84, 1
time: 0.7s","answer: right
token: 682, 84, 1
time: 4.1s",,"answer: right
token: 109, 105, 4
time: 2.9s","answer: wrong (C)
token: 109, 105, 4
time: 0.8s","answer: right
token: 109, 105, 4
time: 2.2s","answer: wrong (C)
token: 488, 236, 1
time: 11.1s","answer: wrong (C)
token: 249, 248, 1
time: 0.7s"
91,母羊的发情旺季是,春季,秋季,夏季,冬季,B,"answer: right
token: 84, 79, 5
time: 0.3s",,"answer: right
token: 80, 79, 1
time: 0.5s","answer: right
token: 70, 69, 1
time: 0.6s","answer: right
token: 277, 69, 1
time: 2.1s",,"answer: right
token: 93, 89, 4
time: 2.8s","answer: right
token: 93, 89, 4
time: 0.9s","answer: right
token: 93, 89, 4
time: 2.6s","answer: right
token: 423, 225, 1
time: 9.0s","answer: right
token: 238, 237, 1
time: 0.7s"
92,我国饲料工业的分布主要是,靠近饲料原料产地,西北牧区,适应养殖业分布,集中于粮食大省,C,"answer: right
token: 98, 91, 7
time: 0.3s",,"answer: right
token: 92, 91, 1
time: 1.2s","answer: wrong (A)
token: 87, 86, 1
time: 0.8s","answer: right
token: 451, 86, 1
time: 3.2s",,"answer: right
token: 116, 112, 4
time: 3.8s","answer: right
token: 211, 112, 99
time: 1.7s","answer: right
token: 116, 112, 4
time: 1.5s","answer: right
token: 644, 236, 1
time: 4.5s","answer: right
token: 249, 248, 1
time: 0.8s"
93,下列代谢途径中，既可在细胞质基质又可在质体中进行的是,C3途径,柠檬酸循环,乙醛酸循环,磷酸戊糖途径,D,"answer: right
token: 107, 98, 9
time: 0.3s",,"answer: right
token: 99, 98, 1
time: 0.9s","answer: wrong (C)
token: 93, 92, 1
time: 0.7s","answer: right
token: 364, 92, 1
time: 2.3s",,"answer: right
token: 129, 125, 4
time: 3.0s","answer: wrong (A)
token: 458, 125, 333
time: 2.8s","answer: right
token: 129, 125, 4
time: 2.6s","answer: right
token: 634, 247, 1
time: 8.5s","answer: right
token: 260, 259, 1
time: 0.8s"
