,Question,A,B,C,D,Answer,Qwen Flash,Qwen Plus,Qwen3 max,Gemini 2.5 Flash Lite,Gemini 3 Flash,Gemini 3 Pro,Claude Sonnet 4.5,Claude Haiku 4.5,Claude Opus 4.5
83,食品生物技术是现代生物技术在食品领域中的应用，它是以现代生命科学为基础，用全新的技术来,创造新个体,设计新型的食品和食品原料,改变食品的形态,改变食品状态,B,"answer: right
token: 110, 109, 1
time: 0.2s",,"answer: right
token: 110, 109, 1
time: 1.4s","answer: right
token: 101, 100, 1
time: 0.8s",,,,,"answer: right
token: 145, 141, 4
time: 2.6s"
84,流化床冻结适用于,颗粒形食品,片状食品,以上全部,条装食品,A,"answer: right
token: 82, 81, 1
time: 0.2s",,"answer: right
token: 82, 81, 1
time: 0.7s","answer: wrong (C)
token: 74, 73, 1
time: 0.5s",,,,,"answer: right
token: 100, 96, 4
time: 1.8s"
85,下列选项不属于辐射应用领域的是,贮藏,抑制食源性疾病,杀菌,浓缩乳清,D,"answer: right
token: 91, 84, 7
time: 0.3s",,"answer: right
token: 85, 84, 1
time: 1.2s","answer: right
token: 82, 81, 1
time: 0.8s",,,,,"answer: right
token: 112, 108, 4
time: 1.8s"
86,苹果、山楂制品中可能含有的特征生物毒素是,展青霉素,桔青霉素,黄曲霉毒素,肉毒毒素,A,"answer: right
token: 93, 92, 1
time: 0.2s",,"answer: right
token: 93, 92, 1
time: 2.0s","answer: right
token: 90, 89, 1
time: 0.7s",,,,,"answer: right
token: 122, 118, 4
time: 2.4s"
87,菜篮子工程解决什么问题,解决健康安全问题,主食供应和温饱问题,副食供应和食物丰富问题,解决食品方便营养问题,C,"answer: right
token: 95, 94, 1
time: 0.3s",,"answer: right
token: 95, 94, 1
time: 0.6s","answer: right
token: 89, 88, 1
time: 0.8s",,,,,"answer: right
token: 125, 121, 4
time: 2.9s"
88,金色葡萄球菌所引起的食品安全问题在美国所在的比例是,0.3,0.33,0.4,0.2,B,"answer: wrong (A)
token: 89, 88, 1
time: 0.2s",,"answer: right
token: 89, 88, 1
time: 0.6s","answer: right
token: 87, 86, 1
time: 0.8s",,,,,"answer: right
token: 112, 108, 4
time: 2.3s"
89,为了能均匀地蒸煮淀粉，以下的哪个因素不须要标准化和控制,加热时间,搅拌强度,浓度,加热温度,C,"answer: right
token: 92, 91, 1
time: 0.2s",,"answer: right
token: 92, 91, 1
time: 0.7s","answer: wrong (B)
token: 85, 84, 1
time: 0.8s",,,,,"answer: wrong (B)
token: 123, 119, 4
time: 2.5s"
90,肉类最主要的色素是一种称为（）的蛋白质，其功能是在肌肉组织中储存氧气,球蛋白,乳状蛋白,血红蛋白,肌红蛋白,D,"answer: right
token: 103, 96, 7
time: 0.3s",,"answer: right
token: 97, 96, 1
time: 3.0s","answer: right
token: 88, 87, 1
time: 0.8s",,,,,"answer: right
token: 137, 133, 4
time: 1.5s"
91,（）是视色素的组成成份，与维持正常视觉功能有着极其密切的关系。如果肌体缺乏此种维生素，对光暗适应能力将降低，最终导致夜盲症,维生素A,维生素D,维生素B,维生素C,A,"answer: right
token: 114, 113, 1
time: 0.3s",,"answer: right
token: 114, 113, 1
time: 0.7s","answer: right
token: 109, 108, 1
time: 0.7s",,,,,"answer: right
token: 155, 151, 4
time: 1.7s"
92,下面关于食品安全的表述，正确的是,经过高温灭菌过程，食品中不含有任何致病微生物,原料天然，食品中不含有任何人工合成物质,虽然过了保质期，但外观、口感正常,食品无毒、无害，符合应当有的营养要求，对人体健康不造成任何急性、亚急性或者慢性危害,D,"answer: right
token: 140, 139, 1
time: 0.3s",,"answer: right
token: 140, 139, 1
time: 0.6s","answer: right
token: 130, 129, 1
time: 0.7s",,,,,"answer: right
token: 192, 188, 4
time: 1.5s"
93,生产不符合食品安全标准的食品或者销售明知是不符合食品安全标准的食品，消费者除要求赔偿损失外，还可以向生产者或者销售者要求支付价款多少倍的赔偿金,5,2,4,10,D,"answer: right
token: 108, 107, 1
time: 0.2s",,"answer: right
token: 108, 107, 1
time: 1.0s","answer: right
token: 108, 107, 1
time: 0.7s",,,,,"answer: right
token: 152, 148, 4
time: 2.9s"
94,食品盐渍和糖渍在保藏原理上属于,有生机原理,无菌原理,假死原理,有菌原理,C,"answer: wrong (A)
token: 91, 90, 1
time: 0.2s",,"answer: right
token: 91, 90, 1
time: 1.7s","answer: wrong (D)
token: 82, 81, 1
time: 0.7s",,,,,"answer: right
token: 111, 107, 4
time: 3.0s"
95,高温快速干燥时食品出现的变化有,表面干燥,多孔性形成,密度降低,以上全部,D,"answer: right
token: 89, 84, 5
time: 0.2s",,"answer: right
token: 85, 84, 1
time: 1.1s","answer: right
token: 77, 76, 1
time: 1.0s",,,,,"answer: right
token: 107, 103, 4
time: 1.9s"
96,下列不能食用的水产品为,因化学物质中毒致死的水产品,含有自然毒素的水产品,以上都是,致死原因不明的水产品,C,"answer: right
token: 96, 95, 1
time: 0.2s",,"answer: right
token: 96, 95, 1
time: 0.6s","answer: right
token: 87, 86, 1
time: 0.8s",,,,,"answer: right
token: 122, 118, 4
time: 1.7s"
97,苯甲酸和山梨酸均属于,中性防腐剂,碱性防腐剂,酸性防腐剂,低剂量防腐剂,C,"answer: right
token: 97, 89, 8
time: 0.3s",,"answer: right
token: 90, 89, 1
time: 0.6s","answer: right
token: 87, 86, 1
time: 0.8s",,,,,"answer: right
token: 119, 115, 4
time: 2.6s"
98,工业发酵中一般都采用哪种灭菌方法杀灭培养基中的有机物,高压蒸汽灭菌,干热灭菌,火焰灭菌,常压灭菌,A,"answer: right
token: 101, 100, 1
time: 0.2s",,"answer: right
token: 101, 100, 1
time: 0.6s","answer: right
token: 93, 92, 1
time: 0.8s",,,,,"answer: right
token: 134, 130, 4
time: 2.5s"
99,适用于流化床干燥的食品类型是,片状食品,条装食品,以上全部,颗粒形食品,D,"answer: right
token: 93, 85, 8
time: 0.3s",,"answer: right
token: 86, 85, 1
time: 0.6s","answer: right
token: 78, 77, 1
time: 0.8s",,,,,"answer: right
token: 106, 102, 4
time: 2.2s"
100,食品在高温快速干燥时易出现,以上全部,多孔性形成,表面干燥,密度降低,A,"answer: right
token: 86, 85, 1
time: 0.2s",,"answer: right
token: 86, 85, 1
time: 0.6s","answer: wrong (C)
token: 76, 75, 1
time: 0.6s",,,,,"answer: right
token: 105, 101, 4
time: 2.4s"
101,下列选项不是脂溶性维生素的是,维生素D,维生素A,维生素C,维生素K,D,"answer: wrong (C)
token: 84, 83, 1
time: 0.2s",,"answer: wrong (C)
token: 84, 83, 1
time: 0.6s","answer: wrong (C)
token: 77, 76, 1
time: 0.9s",,,,,"answer: wrong (C)
token: 104, 100, 4
time: 2.8s"
102,火腿肠的包装材料用的是,PET/PA/PE,PVDC,PET/PP,PET/Al/PP,B,"answer: wrong (A)
token: 84, 83, 1
time: 0.2s",,"answer: wrong (A)
token: 84, 83, 1
time: 1.6s","answer: wrong (A)
token: 79, 78, 1
time: 0.7s",,,,,"answer: right
token: 100, 96, 4
time: 2.7s"
103,下列哪种发酵方法是目前最主要的发酵方式,液体发酵,固体发酵,乳液发酵,凝胶发酵,A,"answer: right
token: 86, 85, 1
time: 0.2s",,"answer: right
token: 86, 85, 1
time: 1.3s","answer: right
token: 87, 86, 1
time: 0.6s",,,,,"answer: right
token: 117, 113, 4
time: 2.3s"
104,过量食用后中毒症状先兴奋后抑制的是,荔枝,桑葚,银杏,菜豆,C,"answer: right
token: 92, 86, 6
time: 0.6s",,"answer: right
token: 87, 86, 1
time: 0.8s","answer: right
token: 79, 78, 1
time: 0.6s",,,,,"answer: right
token: 108, 104, 4
time: 2.3s"
105,下列矿物质中属于微量矿物质的是,铜,钙,磷,硫,A,"answer: right
token: 79, 78, 1
time: 0.2s",,"answer: right
token: 79, 78, 1
time: 2.0s","answer: right
token: 75, 74, 1
time: 0.6s",,,,,"answer: right
token: 97, 93, 4
time: 2.3s"
106,对过氧化氢忍受力最强的腐败菌是,大肠杆菌,嗜热脂肪芽孢杆菌,枯草杆菌,肉毒杆菌,C,"answer: wrong (B)
token: 100, 90, 10
time: 0.3s",,"answer: wrong (B)
token: 91, 90, 1
time: 0.5s","answer: wrong (B)
token: 90, 89, 1
time: 0.9s",,,,,"answer: wrong (B)
token: 130, 126, 4
time: 2.2s"
107,食品科学依托的三大基础学科是,物理学科、化学学科、工程科学,生物学科、物理学科、社会科学,生物学科、化学学科、社会科学,生物学科、化学学科、工程学科,D,"answer: right
token: 105, 104, 1
time: 0.2s",,"answer: right
token: 105, 104, 1
time: 1.5s","answer: right
token: 100, 99, 1
time: 1.1s",,,,,"answer: right
token: 142, 138, 4
time: 1.7s"
108,食物中的营养素在消化道内并非100%吸收，一般混合膳食中的碳水化合物、脂肪、蛋白质的吸收率依次为,96%，92%，98%,98%，92%，95%,98%，95%，92%,95%，98%，92%,C,"answer: wrong (B)
token: 129, 128, 1
time: 0.3s",,"answer: right
token: 129, 128, 1
time: 0.6s","answer: right
token: 129, 128, 1
time: 0.9s",,,,,"answer: right
token: 158, 154, 4
time: 1.6s"
109,食品的贮存包括冷藏和冷冻两种方式，那么食品冷藏贮存温度是指多少度,4-10°C,0-29°C,0-10°C,0-18°C,A,"answer: wrong (C)
token: 113, 105, 8
time: 0.3s",,"answer: wrong (C)
token: 106, 105, 1
time: 0.6s","answer: wrong (C)
token: 107, 106, 1
time: 0.7s",,,,,"answer: wrong (C)
token: 132, 128, 4
time: 1.5s"
110,二重卷边结构共有,2层,3层,5层,7层,C,"answer: wrong (B)
token: 82, 77, 5
time: 0.3s",,"answer: right
token: 78, 77, 1
time: 0.6s","answer: wrong (B)
token: 74, 73, 1
time: 0.4s",,,,,"answer: right
token: 89, 85, 4
time: 1.3s"
111,速冻蔬菜在解冻时宜采用,微波,热油,以上全部,热水,C,"answer: wrong (A)
token: 83, 82, 1
time: 0.2s",,"answer: wrong (A)
token: 83, 82, 1
time: 0.8s","answer: wrong (D)
token: 73, 72, 1
time: 0.6s",,,,,"answer: wrong (A)
token: 99, 95, 4
time: 2.5s"
112,第一次绿色革命，解决了人类社会因人口增加造成的食物短缺，哪种学科的产生和发展为此做出了巨大贡献,纯种培养技术,基因学说,乳糖操纵子学说,遗传育种学,D,"answer: right
token: 117, 108, 9
time: 0.3s",,"answer: right
token: 109, 108, 1
time: 0.7s","answer: right
token: 105, 104, 1
time: 0.6s",,,,,"answer: right
token: 151, 147, 4
time: 2.3s"
113,下列选项不属于6大营养素的是,矿物质,脂质,水,膳食纤维,D,"answer: right
token: 90, 83, 7
time: 0.3s",,"answer: right
token: 84, 83, 1
time: 1.6s","answer: right
token: 77, 76, 1
time: 0.7s",,,,,"answer: right
token: 100, 96, 4
time: 2.4s"
114,下面与苹果有关的是,展青霉素,橘青霉素,赭曲霉毒素,黄曲霉素,A,"answer: right
token: 84, 83, 1
time: 0.3s",,"answer: right
token: 84, 83, 1
time: 0.6s","answer: right
token: 82, 81, 1
time: 0.6s",,,,,"answer: right
token: 109, 105, 4
time: 2.2s"
115,食品在冷却过程中的热交换量为,Q=GWwr,A+B+C,Q=GC0(T初-T终),Q=GβF(P物-P空),C,"answer: right
token: 94, 93, 1
time: 0.2s",,"answer: right
token: 94, 93, 1
time: 0.5s","answer: right
token: 97, 96, 1
time: 0.6s",,,,,"answer: right
token: 117, 113, 4
time: 2.4s"
116,同一食品仅是冻结速度不同，快速冻结的带菌量比缓慢冻结的带菌量,多,不一定,一样多,少,A,"answer: wrong (D)
token: 94, 90, 4
time: 0.8s",,"answer: wrong (D)
token: 91, 90, 1
time: 0.7s","answer: wrong (D)
token: 88, 87, 1
time: 0.8s",,,,,"answer: right
token: 118, 114, 4
time: 1.5s"
117,食品生产经营人员应当进行健康检查的频率是,一年2次,一年1次,两年1次,三年1次,B,"answer: right
token: 88, 87, 1
time: 0.2s",,"answer: right
token: 88, 87, 1
time: 0.9s","answer: right
token: 83, 82, 1
time: 0.4s",,,,,"answer: right
token: 108, 104, 4
time: 2.8s"
118,食品在冻结过程中的热交换量为,以上全部,Q=GβF(P物－P空),Q=GC0(T初-T终),Q=GWwr,A,"answer: right
token: 95, 94, 1
time: 0.3s",,"answer: right
token: 95, 94, 1
time: 0.5s","answer: wrong (C)
token: 95, 94, 1
time: 0.6s",,,,,"answer: right
token: 117, 113, 4
time: 2.6s"
119,我国使用的农药里头，占绝大多数的是,无机农药,植物性农药,微生物农药,有机农药,D,"answer: right
token: 91, 86, 5
time: 0.2s",,"answer: right
token: 87, 86, 1
time: 1.3s","answer: right
token: 84, 83, 1
time: 0.8s",,,,,"answer: right
token: 108, 104, 4
time: 2.5s"
120,食品变劣的三种常见类型不包括,物理性,化学性,生物性,微生物性,D,"answer: wrong (A)
token: 85, 84, 1
time: 0.3s",,"answer: right
token: 85, 84, 1
time: 0.9s","answer: wrong (A)
token: 76, 75, 1
time: 0.6s",,,,,"answer: wrong (A)
token: 100, 96, 4
time: 2.4s"
121,下列食品不需要贴QS标签的是（西餐厅自制糕点）,冷冻饮品、速冻米面制品,西餐厅自制糕点,酱油、食醋,小麦粉、大米,B,"answer: right
token: 102, 101, 1
time: 0.2s",,"answer: right
token: 102, 101, 1
time: 0.6s","answer: right
token: 100, 99, 1
time: 0.9s",,,,,"answer: right
token: 139, 135, 4
time: 2.3s"
122,锌在人体内的主要生理功能是,参与骨骼和牙齿的组成,参与甲状腺激素的代谢,参与多种酶的组成,参与血红蛋白的组成,C,"answer: right
token: 98, 97, 1
time: 0.2s",,"answer: right
token: 98, 97, 1
time: 0.7s","answer: right
token: 95, 94, 1
time: 0.6s",,,,,"answer: right
token: 133, 129, 4
time: 2.2s"
123,对于食品生产经营者在食品加工制作中，下列哪一种行为是允许的,加入药物（包括滋补类中药）,加入非食用物质,滥用食品添加剂,加入按照传统既是食品又是中药材料的物质,D,"answer: right
token: 108, 107, 1
time: 0.2s",,"answer: right
token: 108, 107, 1
time: 0.5s","answer: right
token: 106, 105, 1
time: 0.4s",,,,,"answer: right
token: 151, 147, 4
time: 2.5s"
124,根据国家有关规定，下列哪种业态不属于餐饮服务许可的范围,学校食堂,集体用餐配送单位,食品摊贩,小吃店,C,"answer: right
token: 102, 94, 8
time: 0.3s",,"answer: right
token: 95, 94, 1
time: 1.5s","answer: right
token: 86, 85, 1
time: 0.6s",,,,,"answer: right
token: 126, 122, 4
time: 1.6s"
125,在加热情况下最容易发生氧化聚合的油脂种类是,大豆油,花生油,橄榄油,亚麻油,D,"answer: right
token: 93, 87, 6
time: 0.2s",,"answer: right
token: 88, 87, 1
time: 0.8s","answer: right
token: 82, 81, 1
time: 0.6s",,,,,"answer: right
token: 113, 109, 4
time: 2.4s"
126,食盐的防腐作用有,降低水分活度,脱水,以上全部,生理毒害,C,"answer: right
token: 83, 82, 1
time: 0.2s",,"answer: right
token: 83, 82, 1
time: 0.7s","answer: right
token: 76, 75, 1
time: 0.4s",,,,,"answer: right
token: 100, 96, 4
time: 2.4s"
127,下列食品属于防腐剂的是,丁羟基甲苯,亚硝酸盐和亚硝酸钠、亚硝酸钾,硅酸钙,碳酸镁,B,"answer: wrong (A)
token: 97, 96, 1
time: 0.2s",,"answer: right
token: 97, 96, 1
time: 0.5s","answer: right
token: 93, 92, 1
time: 0.8s",,,,,"answer: right
token: 132, 128, 4
time: 2.6s"
128,日本雪印牌牛奶在2000年，使14500人患病是食品生产中哪个环节出现的问题,产品没有保存好,生产过程中没有杀菌,原料采购,输送牛奶的管道,D,"answer: right
token: 114, 107, 7
time: 0.3s",,"answer: wrong (B)
token: 108, 107, 1
time: 1.3s","answer: wrong (B)
token: 104, 103, 1
time: 0.8s",,,,,"answer: right
token: 141, 137, 4
time: 1.7s"
129,冷水冷却的效果最关键的是,用喷淋水,保持水温0°C,加快水的流动,以上全部,B,"answer: wrong (D)
token: 89, 84, 5
time: 0.2s",,"answer: wrong (D)
token: 85, 84, 1
time: 1.1s","answer: wrong (D)
token: 80, 79, 1
time: 0.8s",,,,,"answer: wrong (C)
token: 109, 105, 4
time: 2.9s"
130,不属于减少微生物的加工方法有,均质,巴氏杀菌,膜过滤,清洗和消毒,A,"answer: right
token: 84, 83, 1
time: 0.2s",,"answer: right
token: 84, 83, 1
time: 0.6s","answer: right
token: 78, 77, 1
time: 0.8s",,,,,"answer: right
token: 108, 104, 4
time: 2.6s"
131,食品经营场所距离垃圾场、公用旱厕、粪池等污染源应在（）米以上,25,10,20,15,A,"answer: right
token: 95, 94, 1
time: 0.3s",,"answer: right
token: 95, 94, 1
time: 1.3s","answer: wrong (D)
token: 91, 90, 1
time: 0.6s",,,,,"answer: right
token: 111, 107, 4
time: 2.3s"
132,危害分析关键控制点的缩写词是,GMP,GRAS,TQM,HACCP,D,"answer: right
token: 80, 79, 1
time: 0.2s",,"answer: right
token: 80, 79, 1
time: 0.5s","answer: right
token: 73, 72, 1
time: 0.7s",,,,,"answer: right
token: 94, 90, 4
time: 2.8s"
133,杨梅含有丰富的植物色素，将其与以下哪一个一起食用，经胃肠道的消化分解，可产生抑制甲状腺功能的物质，诱发甲状腺肿,黄瓜,红薯,萝卜,白薯,C,"answer: right
token: 111, 105, 6
time: 0.3s",,"answer: right
token: 106, 105, 1
time: 1.6s","answer: right
token: 101, 100, 1
time: 0.8s",,,,,"answer: right
token: 155, 151, 4
time: 1.6s"
134,便秘患者应该不食或少食,糖类食物,豆类食物,水产品,谷类食品,A,"answer: wrong (B)
token: 93, 86, 7
time: 0.2s",,"answer: wrong (B)
token: 87, 86, 1
time: 0.7s","answer: right
token: 79, 78, 1
time: 0.6s",,,,,"answer: right
token: 102, 98, 4
time: 2.9s"
135,食品干制脱水最常用的方法是,空气对流干燥,晒干,真空干燥,滚筒干燥,A,"answer: right
token: 92, 91, 1
time: 0.2s",,"answer: right
token: 92, 91, 1
time: 1.4s","answer: right
token: 80, 79, 1
time: 0.7s",,,,,"answer: right
token: 108, 104, 4
time: 2.6s"
136,脂肪的功能性和性质表现在很多用途中，除了以下哪个用途外,转运,乳状液,通风和发酵,起酥和嫩化,A,"answer: wrong (C)
token: 100, 94, 6
time: 0.2s",,,"answer: wrong (C)
token: 87, 86, 1
time: 0.7s",,,,,"answer: wrong (C)
token: 122, 118, 4
time: 2.1s"
137,水果和蔬菜的风味和香味归因于各种化合物的相互作用，从而产生独特和与众不同的特征，这些化合物不包括,乙醛,有机酸,乙醇,磷化物,D,"answer: right
token: 104, 103, 1
time: 0.2s",,"answer: right
token: 104, 103, 1
time: 1.1s","answer: wrong (C)
token: 98, 97, 1
time: 0.7s",,,,,"answer: right
token: 139, 135, 4
time: 2.7s"
138,胰腺淀粉酶将淀粉分解成,糊精,半乳糖,麦芽二糖,葡萄糖,C,"answer: right
token: 95, 87, 8
time: 0.3s",,"answer: right
token: 88, 87, 1
time: 0.4s","answer: wrong (A)
token: 81, 80, 1
time: 0.7s",,,,,"answer: right
token: 111, 107, 4
time: 3.3s"
139,谷类蛋白质中的限制氨基酸是,酪氨酸,精氨酸,色氨酸,赖氨酸,D,"answer: right
token: 89, 83, 6
time: 0.2s",,"answer: right
token: 84, 83, 1
time: 0.6s","answer: right
token: 80, 79, 1
time: 0.8s",,,,,"answer: right
token: 112, 108, 4
time: 1.6s"
140,超高温瞬时杀菌技术适用于,液态食品,以上全部,固态食品,半固态食品,A,"answer: wrong (B)
token: 85, 84, 1
time: 0.2s",,"answer: right
token: 85, 84, 1
time: 0.6s","answer: right
token: 77, 76, 1
time: 0.8s",,,,,"answer: right
token: 105, 101, 4
time: 2.4s"
141,煮沸灭菌法是将要消毒的物品放在水中煮沸,5—50分钟,15—30分钟,10—20分钟,10—30分钟,B,"answer: right
token: 103, 102, 1
time: 0.2s",,"answer: wrong (C)
token: 103, 102, 1
time: 0.9s","answer: right
token: 98, 97, 1
time: 0.7s",,,,,"answer: wrong (C)
token: 122, 118, 4
time: 1.6s"
142,下列不属于防腐剂的有,杀菌剂,着色剂,抗氧化剂,螯合剂,B,"answer: right
token: 90, 83, 7
time: 0.4s",,"answer: right
token: 84, 83, 1
time: 0.6s","answer: right
token: 78, 77, 1
time: 0.7s",,,,,"answer: right
token: 106, 102, 4
time: 2.4s"
