,Question,A,B,C,D,Answer,Qwen Flash,Qwen Plus,Qwen3 max,Gemini 2.5 Flash Lite,Gemini 3 Flash,Gemini 3 Pro,Claude Sonnet 4.5,Claude Haiku 4.5,Claude Opus 4.5,Grok 4.1 Fast Reasoning,Grok 4.1 Fast Non Reasoning
78,当今世界正在发生深刻复杂的变化，其时代的主题是,和平与发展,经济全球化,和谐世界,政治多极化,A,"answer: right
token: 88, 87, 1
time: 0.2s",,,"answer: right
token: 86, 85, 1
time: 0.7s",,,,,"answer: right
token: 117, 113, 4
time: 2.5s","answer: right
token: 514, 233, 1
time: 2.6s",
79,日本经济发展的原因中，有利于日本经济可持续发展的是,高度重视教育,民主化改革,集中精力进行经济建设,高度重视科技,A,"answer: right
token: 96, 95, 1
time: 0.2s",,,"answer: wrong (D)
token: 86, 85, 1
time: 0.7s",,,,,"answer: wrong (D)
token: 124, 120, 4
time: 2.6s","answer: wrong (D)
token: 1871, 233, 1
time: 14.1s",
80,什么分别代表民主党和共和党,熊和公牛,象和驴,公牛和熊,驴和象,D,"answer: wrong (B)
token: 88, 87, 1
time: 0.2s",,,"answer: right
token: 81, 80, 1
time: 0.4s",,,,,"answer: right
token: 105, 101, 4
time: 1.6s","answer: right
token: 519, 234, 1
time: 2.5s",
81,克林顿政府为加强对经济的宏观调节和干预成立了什么机构,金融监管委员会,国家安全委员会,国家经济委员会,科学技术委员会,C,"answer: right
token: 100, 93, 7
time: 0.2s",,,"answer: right
token: 89, 88, 1
time: 0.7s",,,,,"answer: right
token: 128, 124, 4
time: 2.3s","answer: right
token: 454, 236, 1
time: 2.3s",
82,21世纪日本经济调整的重点在于什么,产业结构,金融制度,财政政策,经济结构,B,"answer: wrong (D)
token: 88, 82, 6
time: 0.3s",,,"answer: wrong (D)
token: 79, 78, 1
time: 0.9s",,,,,"answer: wrong (D)
token: 105, 101, 4
time: 2.4s","answer: wrong (D)
token: 778, 228, 1
time: 5.0s",
83,中美关系中最敏感的问题是什么,军备控制问题,台湾问题,人权问题,经济问题,B,"answer: right
token: 82, 81, 1
time: 0.2s",,,"answer: right
token: 77, 76, 1
time: 0.7s",,,,,"answer: right
token: 106, 102, 4
time: 2.3s","answer: right
token: 451, 227, 1
time: 2.4s",
84,《马约》确定了政治合作机制的地位是什么,欧洲共同防务,司法和警务合作,欧洲一体化,共同外交与安全政策,C,"answer: wrong (D)
token: 104, 95, 9
time: 0.3s",,,"answer: wrong (D)
token: 89, 88, 1
time: 0.8s",,,,,"answer: wrong (D)
token: 122, 118, 4
time: 1.7s","answer: wrong (D)
token: 552, 238, 1
time: 2.7s",
85,以下不属于国际政治格局的是,维也纳体系,威斯特伐利亚体系,凡尔赛华盛顿体系,东亚封贡体系,D,"answer: right
token: 89, 88, 1
time: 0.2s",,,"answer: right
token: 87, 86, 1
time: 0.8s",,,,,"answer: right
token: 123, 119, 4
time: 3.1s","answer: right
token: 640, 237, 1
time: 4.2s",
86,1969年联邦德国政府提出的“新东方政策”的主要内容是,发展同亚太地区发展中国家的关系,改善同苏联、东欧国家的关系,加强同日本的经济合作关系,调解同中东国家的关系,B,"answer: right
token: 110, 109, 1
time: 0.2s",,,"answer: right
token: 108, 107, 1
time: 0.6s",,,,,"answer: right
token: 151, 147, 4
time: 3.4s","answer: right
token: 523, 255, 1
time: 2.7s",
87,美国前国务卿基辛格曾经说过：“二十一世纪的国际秩序会出现一个似乎自相矛盾的特点：一方面愈来愈分散，一方面愈来愈全球化。”下列最接近此观点的是,南北的贫富差距加剧,国际政治经济新秩序已经建立,世界多极化不可逆转,称霸与反霸的斗争将长期存在,C,"answer: right
token: 147, 138, 9
time: 0.4s",,,"answer: wrong (D)
token: 135, 134, 1
time: 0.6s",,,,,"answer: right
token: 204, 200, 4
time: 1.7s","answer: right
token: 684, 284, 1
time: 4.2s",
88,欧盟最高决策机构是,欧盟委员会,欧洲理事会,欧洲议会,欧洲法院,B,"answer: right
token: 87, 86, 1
time: 0.5s",,,"answer: right
token: 76, 75, 1
time: 0.6s",,,,,"answer: right
token: 109, 105, 4
time: 2.8s","answer: right
token: 527, 225, 1
time: 2.8s",
89,1997年，日本发行量最大的日报是,《朝日新闻》,《产业经济新闻》,《读卖新闻》,《每日新闻》,C,"answer: right
token: 102, 94, 8
time: 0.3s",,,"answer: right
token: 87, 86, 1
time: 0.7s",,,,,"answer: right
token: 119, 115, 4
time: 2.6s","answer: right
token: 450, 232, 1
time: 2.0s",
90,北约于哪一年实现了第一次东扩,2000年,2005年,1999年,2001年,C,"answer: right
token: 100, 92, 8
time: 0.3s",,,"answer: right
token: 89, 88, 1
time: 0.8s",,,,,"answer: right
token: 100, 96, 4
time: 2.8s","answer: right
token: 410, 231, 1
time: 1.7s",
91,中国与俄罗斯之间的伙伴关系是,战略协作伙伴关系,睦邻互信伙伴关系,全面战略伙伴关系,建设性战略伙伴关系,A,"answer: right
token: 90, 89, 1
time: 0.2s",,,"answer: wrong (C)
token: 86, 85, 1
time: 1.2s",,,,,"answer: right
token: 134, 130, 4
time: 2.5s","answer: right
token: 3714, 237, 1
time: 25.1s",
92,下面哪一个国家不是在北约第一次东扩中加入北约的,罗马尼亚,波兰,匈牙利,捷克,A,"answer: right
token: 89, 88, 1
time: 0.2s",,,"answer: right
token: 85, 84, 1
time: 0.8s",,,,,"answer: right
token: 115, 111, 4
time: 2.5s","answer: right
token: 468, 236, 1
time: 2.1s",
93,以下哪个不是当今时代的特征,经济全球化,生态多样化,社会信息化,世界多极化,B,"answer: right
token: 82, 81, 1
time: 0.2s",,,"answer: right
token: 77, 76, 1
time: 0.8s",,,,,"answer: right
token: 106, 102, 4
time: 1.6s","answer: right
token: 475, 228, 1
time: 2.7s",
94,控制了英国报纸三分之一发行量的新闻国际公司，它的业主是,比维布鲁克,汤姆森,默多克,马克斯韦尔,C,"answer: right
token: 101, 95, 6
time: 0.3s",,,"answer: right
token: 90, 89, 1
time: 0.8s",,,,,"answer: right
token: 124, 120, 4
time: 2.3s","answer: right
token: 468, 239, 1
time: 2.3s",
95,9·11 事件之后，小布什政府组建的一个新的政府部门是什么,国家安全局,国土安全部,国家安全部,反恐专局,B,"answer: right
token: 97, 96, 1
time: 0.2s",,,"answer: right
token: 89, 88, 1
time: 0.7s",,,,,"answer: right
token: 120, 116, 4
time: 1.6s","answer: right
token: 441, 240, 1
time: 2.0s",
96,实现欧盟内部商品、资本、劳务、人员自由流通的是,罗马条约,欧洲单一文件,布鲁塞尔条约,申根协定,D,"answer: wrong (B)
token: 101, 93, 8
time: 0.3s",,,"answer: wrong (B)
token: 88, 87, 1
time: 0.8s",,,,,"answer: wrong (B)
token: 125, 121, 4
time: 2.5s","answer: wrong (B)
token: 1185, 239, 1
time: 7.9s",
97,世界上第一个由发达国家和发展中国家共同组成的经济集团是什么,欧盟,北美自由贸易区,亚太经合组织,欧共体,B,"answer: right
token: 97, 90, 7
time: 0.3s",,,"answer: wrong (C)
token: 87, 86, 1
time: 0.8s",,,,,"answer: right
token: 124, 120, 4
time: 1.7s","answer: wrong (C)
token: 997, 237, 1
time: 6.7s",
98,自由资本主义时代的“世界工场”指的是,日本,美国,英国,德国,C,"answer: right
token: 85, 80, 5
time: 0.2s",,,"answer: right
token: 73, 72, 1
time: 0.6s",,,,,"answer: right
token: 98, 94, 4
time: 1.6s","answer: right
token: 469, 223, 1
time: 3.0s",
99,世界上最早正式营业的广播电台是,美国的WWJ电台,法国的巴黎电台,苏俄莫斯科中央广播电台,美国的KDKA电台,D,"answer: right
token: 98, 97, 1
time: 0.2s",,,"answer: right
token: 92, 91, 1
time: 0.7s",,,,,"answer: right
token: 126, 122, 4
time: 3.5s","answer: right
token: 662, 243, 1
time: 3.9s",
100,2008年印度试验了射程为多少公里的“烈火”III型导弹,1500-2000公里,3500-5000公里,5000-6000公里,2000-3000公里,B,"answer: wrong (D)
token: 137, 124, 13
time: 0.4s",,,"answer: right
token: 122, 121, 1
time: 0.6s",,,,,"answer: right
token: 126, 122, 4
time: 2.4s","answer: right
token: 667, 254, 1
time: 3.0s",
101,1962年法国某报纸说，戴高乐总统应该时刻准备亮出持有的大量美元这张外交王牌，通过向美国购买黄金而对其施压。美国政府对此颇为重视，认为“法国持有的美元所表现的既是一个政治问题，也是一个经济问题”。这反映了a世界的多极化趋势；b不结盟运动的发展；c布雷顿森林体系面临挑战；d法国抵制马歇尔计划,bd,ab,ac,cd,C,"answer: right
token: 157, 154, 3
time: 0.2s",,,"answer: right
token: 160, 159, 1
time: 0.7s",,,,,"answer: wrong (A)
token: 603, 227, 376
time: 8.3s","answer: right
token: 793, 303, 1
time: 4.1s",
102,世界贸易组织秘书处设在,纽约,布鲁塞尔,日内瓦,乌拉圭,C,"answer: right
token: 83, 82, 1
time: 0.2s",,,"answer: right
token: 75, 74, 1
time: 0.8s",,,,,"answer: right
token: 107, 103, 4
time: 2.3s","answer: right
token: 341, 226, 1
time: 1.4s",
103,通常认为，世界上第一张日报是1650年在莱比锡创办的,《法兰克福邮报》,《每日新闻》,《莱比锡新闻》,《新到新闻》,D,"answer: wrong (C)
token: 113, 104, 9
time: 0.2s",,,"answer: wrong (C)
token: 98, 97, 1
time: 0.7s",,,,,"answer: wrong (C)
token: 132, 128, 4
time: 1.6s","answer: right
token: 1288, 242, 1
time: 9.3s",
104,世界上最早定时播送电视节目是在,1935年、法国,1939年、苏俄,1936年、英国,1935年、德国,C,"answer: right
token: 101, 100, 1
time: 0.2s",,,"answer: right
token: 98, 97, 1
time: 0.6s",,,,,"answer: right
token: 113, 109, 4
time: 1.6s","answer: wrong (D)
token: 761, 240, 1
time: 4.7s",
105,在其射程内，对坦克、飞机、舰艇、桥梁等点目标有多少以上直接命中概率的武器可称之为精确制导武器,50%,30%,60%,70%,A,"answer: right
token: 102, 101, 1
time: 0.2s",,,"answer: wrong (D)
token: 105, 104, 1
time: 0.9s",,,,,"answer: right
token: 132, 128, 4
time: 1.6s","answer: wrong (D)
token: 868, 245, 1
time: 5.6s",
106,哪个国家独立宣告了持续100多年的殖民体系瓦解,南非,埃塞俄比亚,索马里,纳米比亚,D,"answer: right
token: 100, 93, 7
time: 0.2s",,,"answer: wrong (B)
token: 86, 85, 1
time: 0.7s",,,,,"answer: right
token: 118, 114, 4
time: 2.4s","answer: right
token: 1000, 233, 1
time: 6.2s",
107,某机构预测，2022年中国名义GDP约为20.8万亿美元，占全球GDP比重为16.1%；美国仍然是全球最大经济体，名义GDP约为26.8万亿美元，占全球GDP比重为20.6%。位居前十位的其他国家依次为印度、日本、巴西、俄罗斯、德国、墨西哥、法国、英国。如果这一预测成为现实，则意味着 a世界多极化格局最终形成；b世界多极化趋势更加明显；c中美两极格局逐步形成；d我国的国际竞争力进一步提高,ac,bd,cd,ab,B,"answer: right
token: 190, 187, 3
time: 0.2s",,,"answer: right
token: 189, 188, 1
time: 0.9s",,,,,"answer: right
token: 265, 261, 4
time: 2.5s","answer: right
token: 870, 327, 3
time: 5.3s",
108,进入21世纪以来，金砖国家逐渐成为推动世界经济发展的强有力的新发动机。据估计，2035年金砖国家经济规模可能会超过七国集团。上述事实表明,经济发展是发展中国家面临的共同问题,南北发展不平衡是全球发展的最突出问题,世界政治格局正逐步向多极化演进,国际政治经济秩序发生了根本性变化,C,"answer: right
token: 157, 143, 14
time: 0.4s",,,"answer: right
token: 140, 139, 1
time: 0.4s",,,,,"answer: right
token: 211, 207, 4
time: 2.7s","answer: right
token: 845, 284, 1
time: 4.8s",
109,新型军事竞争的核心是什么,军费竞赛,争夺导弹及其防御系统的优势,体制编制调整,以信息化武器装备为主的质量竞赛,D,"answer: right
token: 88, 87, 1
time: 0.3s",,,"answer: right
token: 86, 85, 1
time: 0.7s",,,,,"answer: right
token: 129, 125, 4
time: 2.6s","answer: right
token: 484, 234, 1
time: 2.6s",
110,经济全球化是当今世界的一个基本经济特征，世界多极化深入发展是当今国际形势的一个突出特点。下列关于世界多极化的认识不正确的是,两极格局被打破、多极格局已经形成,世界正在形成若干政治经济力量中心,世界多极化发展有利于世界和平发展,世界多极化深入发展加剧了国际竞争,A,"answer: right
token: 137, 136, 1
time: 0.2s",,,"answer: right
token: 133, 132, 1
time: 0.7s",,,,,"answer: right
token: 199, 195, 4
time: 2.8s","answer: right
token: 839, 283, 1
time: 4.5s",
111,提出“脱亚论”的日本近代思想家是谁,伊藤博文,福泽渝,吉田松阴,大久保利通,B,"answer: right
token: 96, 89, 7
time: 0.3s",,,"answer: right
token: 85, 84, 1
time: 0.4s",,,,,"answer: right
token: 114, 110, 4
time: 2.6s","answer: right
token: 468, 234, 1
time: 2.6s",
112,20世纪90年代，俄罗斯先后进行了几次较大规模的军事改革,二次,四次,三次,五次,C,"answer: right
token: 89, 85, 4
time: 0.3s",,,"answer: right
token: 81, 80, 1
time: 0.6s",,,,,"answer: right
token: 110, 106, 4
time: 1.6s","answer: right
token: 682, 229, 1
time: 3.9s",
113,《人民日报》报道，进入2013年，美国实施量化宽松货币政策的劲头丝毫未减。专家指出，美国量化宽松必然增发货币，其过度流动性有可能加剧其他国家通胀的风险。中国应尽快转变依赖出口的经济增长方式，通过扩大内需摆脱负面影响。材料表明,经济全球化只对发达国家有利,经济全球化加剧了全球经济的不稳定性,经济全球化实质上是以发达资本主义国家为主导的,经济全球化造成世界范围内的两极分化,B,"answer: right
token: 165, 164, 1
time: 0.2s",,,"answer: right
token: 178, 177, 1
time: 0.6s",,,,,"answer: right
token: 265, 261, 4
time: 1.6s","answer: wrong (C)
token: 709, 309, 1
time: 3.7s",
114,1997年爆发的东南亚经济危机始于哪个国家,菲律宾,马来西亚,印度尼西亚洲,泰国,D,"answer: right
token: 96, 91, 5
time: 0.3s",,,"answer: right
token: 85, 84, 1
time: 0.5s",,,,,"answer: right
token: 116, 112, 4
time: 3.9s","answer: right
token: 421, 233, 1
time: 1.9s",
115,导致华沙条约组织成立的主要原因是,1955年5月5日联邦德国正式加入北约,1949年中华人民共和国成立,1950年朝鲜战争爆发,1954年越南人民开展抗法战争,A,"answer: right
token: 114, 113, 1
time: 0.2s",,,"answer: right
token: 111, 110, 1
time: 0.7s",,,,,"answer: right
token: 146, 142, 4
time: 1.6s","answer: right
token: 545, 253, 1
time: 2.7s",
116,中国在国际上的第一大贸易伙伴是,英国,日本,美国,欧盟,D,"answer: right
token: 87, 81, 6
time: 0.3s",,,"answer: right
token: 71, 70, 1
time: 0.7s",,,,,"answer: right
token: 100, 96, 4
time: 2.6s","answer: right
token: 545, 222, 1
time: 3.1s",
117,欧共体的核心政策是,科技共同体,关税同盟,共同财政制度,共同农业政策,D,"answer: right
token: 90, 83, 7
time: 0.3s",,,"answer: right
token: 80, 79, 1
time: 0.7s",,,,,"answer: right
token: 104, 100, 4
time: 2.5s","answer: wrong (B)
token: 707, 227, 1
time: 4.4s",
118,下列地跨两大洲的国家有,以色列,伊拉克,埃及,伊朗,C,"answer: right
token: 83, 77, 6
time: 0.3s",,,"answer: right
token: 72, 71, 1
time: 0.6s",,,,,"answer: right
token: 100, 96, 4
time: 1.6s","answer: right
token: 415, 222, 1
time: 1.9s",
119,宣布欧盟和地中海沿岸国家之间建立全面伙伴关系的文件是,《加强欧洲联盟的地中海政策》,《走向地中海的新战略》,《关于建立欧盟和地中海全面伙伴关系的决定》,《巴塞罗那条约》,A,"answer: wrong (D)
token: 112, 111, 1
time: 0.2s",,,"answer: wrong (C)
token: 111, 110, 1
time: 0.8s",,,,,"answer: wrong (C)
token: 169, 165, 4
time: 2.9s","answer: wrong (D)
token: 2285, 258, 1
time: 15.8s",
120,《科托努协定》所要解决的是,欧中关系,欧美关系,欧洲与非加太地区关系,欧洲与地中海国家关系,C,"answer: right
token: 98, 97, 1
time: 0.3s",,,"answer: right
token: 90, 89, 1
time: 0.7s",,,,,"answer: right
token: 119, 115, 4
time: 2.6s","answer: right
token: 485, 240, 1
time: 2.6s",
121,苏联解体的直接原因是,长期僵化的政治经济体制,苏联共产党在改革路线和方针政策上所犯的错误,西方的“和平演变”,错误的民族政策,B,"answer: right
token: 104, 103, 1
time: 0.2s",,,"answer: right
token: 95, 94, 1
time: 0.9s",,,,,"answer: right
token: 134, 130, 4
time: 1.5s","answer: right
token: 568, 243, 1
time: 3.5s",
122,宣告建立欧洲联盟的条约是,罗马条约,马斯特里赫特条约,阿姆斯特丹条约,布鲁塞尔条约,B,"answer: right
token: 103, 93, 10
time: 0.3s",,,"answer: right
token: 87, 86, 1
time: 0.7s",,,,,"answer: right
token: 124, 120, 4
time: 2.8s","answer: right
token: 430, 237, 1
time: 1.7s",
123,5月17日—18日，第19届俄罗斯—欧盟首脑会议在俄南部城市（）举行，俄总统普京，欧盟委员会注意巴罗佐、欧盟轮值主席德国总理默克尔等出席了该会议,乌拉尔斯克,阿拉木图,阿尔库茨克,萨马拉,D,"answer: right
token: 140, 134, 6
time: 0.3s",,,"answer: right
token: 129, 128, 1
time: 0.8s",,,,,"answer: right
token: 186, 182, 4
time: 2.7s","answer: right
token: 620, 274, 1
time: 3.5s",
124,当今世界在经济、政治、外交及防务等方面一体化程度最高的具有超越国家性质的区域性国际组织是,欧盟,北约,联合国,华约,A,"answer: right
token: 99, 98, 1
time: 0.2s",,,"answer: right
token: 92, 91, 1
time: 0.7s",,,,,"answer: right
token: 127, 123, 4
time: 2.5s","answer: right
token: 532, 239, 1
time: 2.8s",
125,当今世界区域经济一体化组织中制度化和组织化程度最高的区域集团是什么,亚非联盟,欧盟,北约,欧亚联盟,B,"answer: right
token: 93, 92, 1
time: 0.2s",,,"answer: right
token: 87, 86, 1
time: 0.8s",,,,,"answer: right
token: 124, 120, 4
time: 2.8s","answer: right
token: 601, 235, 1
time: 3.2s",
126,欧盟成立以来的第一份共同安全战略文件会议是什么,国防部长会议,防务合作会议,布鲁塞尔首脑会议,雅尔塔会议,C,"answer: right
token: 106, 96, 10
time: 0.4s",,,"answer: right
token: 88, 87, 1
time: 0.7s",,,,,"answer: right
token: 130, 126, 4
time: 2.4s","answer: right
token: 540, 239, 1
time: 3.3s",
127,关于国际恐怖主义，下列错误的描述是哪一个,是非国家行为体威胁世界安全的典型样式,已经成为少数大国推行霸权主义和强权政治的借口,需要世界各国相互合作，共同应对,是世界各国面临的最主要威胁,D,"answer: right
token: 113, 112, 1
time: 0.2s",,,"answer: right
token: 110, 109, 1
time: 0.8s",,,,,"answer: right
token: 166, 162, 4
time: 2.3s","answer: right
token: 1243, 258, 1
time: 10.5s",
128,1969年2月9日，世界第一架宽机身民航机首次试飞成功，它是,波音757,波音747,波音727,波音767,B,"answer: right
token: 106, 105, 1
time: 0.3s",,,"answer: right
token: 102, 101, 1
time: 0.9s",,,,,"answer: right
token: 114, 110, 4
time: 2.4s","answer: right
token: 457, 246, 1
time: 1.9s",
129,首届亚欧会议举办地是,伦敦,上海,布鲁塞尔,曼谷,D,"answer: right
token: 85, 80, 5
time: 0.3s",,,"answer: wrong (C)
token: 73, 72, 1
time: 0.8s",,,,,"answer: right
token: 102, 98, 4
time: 2.4s","answer: right
token: 415, 224, 1
time: 2.6s",
130,标志着欧洲经济与货币联盟最终建立的是,欧洲单一文件签订,欧洲统一市场,欧元诞生,欧洲统一汇率,C,"answer: right
token: 101, 94, 7
time: 0.3s",,,"answer: right
token: 84, 83, 1
time: 0.4s",,,,,"answer: right
token: 126, 122, 4
time: 2.0s","answer: right
token: 530, 233, 1
time: 3.0s",
131,日本是在哪一年成为世界第二大经济强国的,1966年,1967年,1968年,1970年,C,"answer: right
token: 101, 93, 8
time: 0.3s",,,"answer: wrong (B)
token: 91, 90, 1
time: 1.0s",,,,,"answer: right
token: 104, 100, 4
time: 1.7s","answer: right
token: 466, 233, 1
time: 2.1s",
132,《权利法案》载：“凡未经议会同意，以国王权威停止法律或停止法律实施之僭越权力，为非法权力”。对这一条文最准确的理解是,法律的权威高于国王的权威,国王的权力受到议会的制约,议会权力超过国王，国王处于“统而不治”地位,国王与议会共商国是成为一种制度,B,"answer: right
token: 142, 141, 1
time: 0.6s",,,"answer: right
token: 139, 138, 1
time: 0.7s",,,,,"answer: right
token: 191, 187, 4
time: 2.7s","answer: right
token: 727, 284, 1
time: 3.8s",
133,网络中心战是由谁首次提出的,奥尔加科夫,亨廷顿,托夫勒,杰伊.约翰逊,D,"answer: right
token: 97, 89, 8
time: 0.3s",,,"answer: wrong (C)
token: 82, 81, 1
time: 0.7s",,,,,"answer: right
token: 115, 111, 4
time: 2.1s","answer: right
token: 1096, 234, 1
time: 9.1s",
134,中印俄等新兴国家、广大发展中国家的地位作用日益凸现，美国操控国际局势的能力受到削弱，在世界格局中的优势地位呈下降之势。这告诉我们 a南北发展差距缩小，南北问题得以解决；b各种力量相互制约，有利于国际关系民主化；c单极格局终结，体现了时代进步；d世界向多极化发展，符合各国人民利益,ac,cd,ab,bd,D,"answer: right
token: 146, 143, 3
time: 0.3s",,,"answer: right
token: 149, 148, 1
time: 0.7s",,,,,"answer: wrong (A)
token: 500, 214, 286
time: 7.3s","answer: wrong (B)
token: 2457, 293, 1
time: 18.0s",
135,当前维护世界和平的根本途径是什么,加强国际干预,发挥联合国的维和作用,实行有效裁军和军控,反对霸权主义和强权政治,D,"answer: right
token: 96, 95, 1
time: 0.3s",,,"answer: right
token: 93, 92, 1
time: 0.6s",,,,,"answer: right
token: 127, 123, 4
time: 1.6s","answer: right
token: 550, 242, 1
time: 2.8s",
136,有学者认为，当今世界，亚洲和非洲的经济体表现突出，中国经济健康稳定的发展对于推动亚非国家和地区的增长至关重要，尤其是共建“一带一路”倡议的不断落实，为包括拉美在内的世界经济提供重要动力。这表明 a中国坚定地走中国特色社会主义道路；b中国的国际影响力、感召力进一步提高；c中国为世界和平与发展作出新的更大贡献 d中国成为世界多极化中的关键一极,ad,cd,ab,bc,D,"answer: right
token: 158, 155, 3
time: 0.3s",,,"answer: wrong (B)
token: 164, 163, 1
time: 0.6s",,,,,"answer: right
token: 252, 248, 4
time: 1.6s","answer: right
token: 1776, 300, 1
time: 12.9s",
137,谋求世界各国经济共同发展的根本途径是什么,加强南南合作,加速各国经济结构的调整,建立公正、合理、平等、互利的国际经济新秩序,推动南北对话,D,"answer: wrong (C)
token: 103, 102, 1
time: 0.3s",,,"answer: wrong (C)
token: 96, 95, 1
time: 0.7s",,,,,"answer: wrong (C)
token: 138, 134, 4
time: 1.6s","answer: wrong (C)
token: 556, 246, 1
time: 3.0s",
138,确立了美元在战后国际金融领域的中心地位的是什么协定,布雷顿森林协定,世界贸易组织协定,《国际货币基金协定》,关税与贸易总协定,A,"answer: right
token: 101, 100, 1
time: 0.3s",,,"answer: right
token: 99, 98, 1
time: 0.7s",,,,,"answer: right
token: 134, 130, 4
time: 2.5s","answer: right
token: 482, 248, 1
time: 2.1s",
139,以下哪一场战争是典型的非线性作战,阿富汗战争,伊拉克战争,科索沃战争,海湾战争,D,"answer: wrong (A)
token: 88, 87, 1
time: 0.2s",,,"answer: wrong (C)
token: 79, 78, 1
time: 0.7s",,,,,"answer: wrong (B)
token: 114, 110, 4
time: 2.5s","answer: wrong (A)
token: 2019, 231, 1
time: 16.8s",
140,在美国决定加征关税后，中国、印度、加拿大、俄罗斯等经济体均采取了反制措施；在美国严令印度不得购买俄罗斯武器的情况下，印度仍然向俄罗斯购买了远程地对空导弹系统，并称是为了国防需要，与美国无关。材料表明 a世界格局呈现向多极化深入发展的特点；b世界各种力量出现根本性的分化和组合；c称霸与反霸、单极与多极矛盾长期存在；d世界多极化深入发展导致国际冲突加剧,ac,ab,cd,bd,A,"answer: right
token: 173, 170, 3
time: 0.3s",,,"answer: right
token: 173, 172, 1
time: 0.8s",,,,,"answer: right
token: 607, 262, 345
time: 7.9s","answer: right
token: 961, 318, 1
time: 5.2s",
141,20世纪70年代苏美争霸的态势是,苏联采取攻势，美国处于守势,美苏互有攻守,美苏关系全面缓和,美国采取攻势，苏联处于守势,A,"answer: right
token: 109, 108, 1
time: 0.2s",,,"answer: wrong (B)
token: 102, 101, 1
time: 0.5s",,,,,"answer: right
token: 137, 133, 4
time: 2.7s","answer: right
token: 720, 249, 1
time: 5.1s",
142,2003年印度首次公开宣示核政策，计划在2010年前后拥有多少件核武器,100-200,200-300,300-400,60-80,C,"answer: wrong (A)
token: 116, 115, 1
time: 0.2s",,,"answer: wrong (A)
token: 113, 112, 1
time: 1.1s",,,,,"answer: right
token: 117, 113, 4
time: 2.6s","answer: right
token: 1174, 245, 1
time: 7.5s",
143,美国杜鲁门政府实施向第三世界国家的经济扩张与渗透，提出,洛美协定,马歇尔计划,库克基金,第四点计划,D,"answer: right
token: 103, 97, 6
time: 0.6s",,,"answer: right
token: 89, 88, 1
time: 0.6s",,,,,"answer: right
token: 125, 121, 4
time: 1.7s","answer: right
token: 471, 240, 1
time: 2.2s",
144,下列不属于国际政治体系的特征是,相互制约,相互渗透,相互依存,行为体之间平等,D,"answer: right
token: 87, 86, 1
time: 0.3s",,,"answer: right
token: 81, 80, 1
time: 0.6s",,,,,"answer: right
token: 107, 103, 4
time: 1.5s","answer: right
token: 612, 230, 1
time: 4.2s",
145,日本公共广播电视机构的名称是,日本广播协会,全国朝日广播公司,日本电视广播公司,东京广播公司,A,"answer: right
token: 87, 86, 1
time: 0.2s",,,"answer: right
token: 79, 78, 1
time: 0.6s",,,,,"answer: right
token: 115, 111, 4
time: 2.5s","answer: right
token: 488, 230, 1
time: 2.8s",
146,日本进行明治维新时，中国正在进行,义和团运动,戊戌变法,太平天国运动,洋务运动,D,"answer: right
token: 90, 89, 1
time: 0.3s",,,"answer: right
token: 84, 83, 1
time: 0.8s",,,,,"answer: right
token: 110, 106, 4
time: 2.4s","answer: right
token: 540, 236, 1
time: 3.5s",
147,20世纪70代年初，美国为推行尼克松主义，缓和美苏关系，与苏联签署了下面哪项条约,《不扩散核武器条约》,《关于销毁中程和中短程导弹条约》,《限制反弹道导弹系统条约》,《进一步削减和限制进攻性战略武器条约》,C,"answer: right
token: 130, 129, 1
time: 0.2s",,,"answer: right
token: 134, 133, 1
time: 1.1s",,,,,"answer: right
token: 180, 176, 4
time: 2.5s","answer: right
token: 733, 275, 1
time: 4.0s",
148,随着冰期的结束，全新世气候开始转暖，约在（）前进入最暖的时期，国际上称为全新世大暖期,1.8万年,9千年,3.2万年,1千年,B,"answer: right
token: 116, 111, 5
time: 0.3s",,,"answer: right
token: 106, 105, 1
time: 0.8s",,,,,"answer: right
token: 134, 130, 4
time: 2.4s","answer: right
token: 678, 256, 1
time: 3.5s",
