,Question,A,B,C,D,Answer,Qwen Flash,Qwen Plus,Qwen3 max,Gemini 2.5 Flash Lite,Gemini 3 Flash,Gemini 3 Pro,Claude Sonnet 4.5,Claude Haiku 4.5,Claude Opus 4.5
56,2016年11月，中国芯级直径为5米的大型运载火箭“长征五号”从哪一个卫星发射中心首飞成功，同时还将“实践十七号卫星”直接送入了地球静止轨道,西昌,太原,酒泉,文昌,D,"answer: right
token: 126, 122, 4
time: 0.3s",,"answer: right
token: 123, 122, 1
time: 2.1s","answer: right
token: 117, 116, 1
time: 0.6s",,,"answer: right
token: 158, 154, 4
time: 2.2s","answer: right
token: 158, 154, 4
time: 0.8s","answer: right
token: 158, 154, 4
time: 1.6s"
57,哪种类型的超新星可以作为测量星系距离的标准蚀光,Ib,II,Ia,Ic,C,"answer: right
token: 85, 81, 4
time: 0.2s",,"answer: right
token: 82, 81, 1
time: 6.7s","answer: right
token: 76, 75, 1
time: 0.6s",,,"answer: right
token: 102, 98, 4
time: 2.9s","answer: right
token: 102, 98, 4
time: 0.8s","answer: right
token: 102, 98, 4
time: 1.8s"
58,在地球上的地球人和在火星上的“火星人”同时观测一颗恒星，与地球人的观测结果相比，以下描述正确的为,火星上观测到的“周年视差”小，“光行差”大,火星上观测到的“周年视差”小，“光行差”小,火星上观测到的“周年视差”大，“光行差”小,火星上观测到的“周年视差”大，“光行差”大,C,"answer: wrong (A)
token: 169, 168, 1
time: 0.2s",,"answer: wrong (B)
token: 169, 168, 1
time: 0.8s","answer: right
token: 155, 154, 1
time: 0.5s",,,"answer: right
token: 502, 202, 300
time: 6.9s","answer: wrong (B)
token: 509, 202, 307
time: 3.0s","answer: wrong (A)
token: 409, 202, 207
time: 5.8s"
59,在地球上能观测到被月掩的2等及以上恒星有多少颗,21,18,12,7,D,"answer: wrong (A)
token: 86, 85, 1
time: 0.2s",,"answer: right
token: 86, 85, 1
time: 0.8s","answer: right
token: 85, 84, 1
time: 0.7s",,,"answer: wrong (B)
token: 102, 98, 4
time: 2.3s","answer: right
token: 327, 98, 229
time: 2.9s","answer: right
token: 102, 98, 4
time: 2.5s"
60,卡西尼号探测器预计在2017年晚些时候结束自己土星系统的探测任务。按照计划，它将以何种方式结束自己的探索任务,直接飞离太阳系,坠入土星,飞跃天王星，然后飞离太阳系,坠入土卫六,B,"answer: right
token: 128, 127, 1
time: 0.2s",,"answer: right
token: 128, 127, 1
time: 1.2s","answer: right
token: 121, 120, 1
time: 0.7s",,,"answer: right
token: 165, 161, 4
time: 2.3s","answer: right
token: 165, 161, 4
time: 0.8s","answer: right
token: 165, 161, 4
time: 1.6s"
61,由于地球自转的不均匀性和长期变慢性，世界时与原子时的差需要人为闰秒来解决，正闰秒为协调世界时加1秒，负闰秒为其减1秒。2017年1月1日的闰秒已经是本世纪第5次闰秒。下列说法正确的是,其中有3次正闰秒2次负闰秒,其中有2次正闰秒3次负闰秒,5次均为负闰秒,5次均为正闰秒,D,"answer: right
token: 170, 169, 1
time: 0.2s",,"answer: right
token: 170, 169, 1
time: 0.7s","answer: right
token: 161, 160, 1
time: 0.6s",,,"answer: right
token: 509, 224, 285
time: 7.2s","answer: right
token: 521, 224, 297
time: 2.6s","answer: wrong (A)
token: 493, 224, 269
time: 6.4s"
62,下列四组行星中，此时角距离最近的是,水星和金星,金星和木星,火星和土星,火星和木星,C,"answer: wrong (A)
token: 98, 97, 1
time: 0.2s",,"answer: wrong (A)
token: 98, 97, 1
time: 1.3s","answer: wrong (A)
token: 88, 87, 1
time: 0.9s",,,"answer: right
token: 109, 105, 4
time: 2.3s","answer: wrong (A)
token: 434, 105, 329
time: 4.7s","answer: wrong (B)
token: 109, 105, 4
time: 1.8s"
63,2019年5月，SpaceX公司通过一箭60星的方式将首批（）卫星送入太空，IAU表示这会对天文观测产生严重的影响,Starlink,Telesat,立方星,OneWeb,A,"answer: right
token: 109, 108, 1
time: 0.2s",,"answer: right
token: 109, 108, 1
time: 0.8s","answer: right
token: 104, 103, 1
time: 0.6s",,,"answer: right
token: 132, 128, 4
time: 2.7s","answer: right
token: 132, 128, 4
time: 1.2s","answer: right
token: 132, 128, 4
time: 2.7s"
64,以下说法不正确的是,1923年，埃德温·哈勃通过测定M31内造父变星的光度并计算出距离，证明了M31是河外星系,太阳系位于直径约为10万光年的银河系的银盘上，距离中心大约25万光年,银河系以较差自转的方式自转，越靠近中心，旋转一周的时间越短,球状星团大多分布在银盘上，疏散星团主要分布在银晕中,D,"answer: right
token: 175, 174, 1
time: 0.2s",,"answer: right
token: 175, 174, 1
time: 0.8s","answer: right
token: 171, 170, 1
time: 0.6s",,,"answer: wrong (A)
token: 673, 214, 459
time: 9.2s","answer: wrong (A)
token: 699, 214, 485
time: 4.4s","answer: wrong (A)
token: 711, 214, 497
time: 17.7s"
65,以下恒星无法在3月24日晚观测到的是,大角星,天狼星,织女星,北落师门,D,"answer: wrong (C)
token: 93, 88, 5
time: 0.2s",,"answer: wrong (C)
token: 89, 88, 1
time: 0.7s","answer: wrong (C)
token: 84, 83, 1
time: 0.6s",,,"answer: wrong (C)
token: 105, 101, 4
time: 2.7s","answer: wrong (A)
token: 401, 101, 300
time: 3.5s","answer: right
token: 105, 101, 4
time: 2.8s"
66,哈雷彗星最远可以到达,土星与天王星轨道之间,天王星与海王星轨道之间,木星与土星轨道之间,海王星轨道外侧,D,"answer: right
token: 111, 102, 9
time: 0.3s",,"answer: wrong (B)
token: 103, 102, 1
time: 0.9s","answer: wrong (A)
token: 94, 93, 1
time: 0.7s",,,"answer: right
token: 127, 123, 4
time: 2.8s","answer: right
token: 127, 123, 4
time: 0.9s","answer: right
token: 127, 123, 4
time: 2.8s"
67,一颗彗星最多和几个流星群有关,没有上限,1,4,2,D,"answer: right
token: 83, 79, 4
time: 0.3s",,"answer: wrong (A)
token: 80, 79, 1
time: 0.7s","answer: wrong (A)
token: 75, 74, 1
time: 0.7s",,,"answer: right
token: 95, 91, 4
time: 2.4s","answer: right
token: 95, 91, 4
time: 1.7s","answer: right
token: 95, 91, 4
time: 2.3s"
68,下列流星雨中，2019年极大期间的观测受月光影响最小的是,双子座流星雨,宝瓶座η流星雨,猎户座流星雨,四月天琴座流星雨,B,"answer: wrong (A)
token: 108, 107, 1
time: 0.2s",,"answer: wrong (D)
token: 108, 107, 1
time: 0.7s","answer: wrong (A)
token: 107, 106, 1
time: 0.8s",,,"answer: wrong (A)
token: 428, 131, 297
time: 7.5s","answer: wrong (D)
token: 538, 131, 407
time: 3.4s","answer: wrong (A)
token: 465, 131, 334
time: 6.9s"
69,2018年全球范围内可见（）次日偏食，而我国可以观测到其中的（）次,3，1,2，0,4，2,2，1,A,"answer: wrong (D)
token: 106, 100, 6
time: 0.2s",,"answer: wrong (D)
token: 101, 100, 1
time: 0.8s","answer: right
token: 97, 96, 1
time: 0.6s",,,"answer: right
token: 116, 112, 4
time: 2.3s","answer: wrong (D)
token: 116, 112, 4
time: 0.7s","answer: right
token: 116, 112, 4
time: 2.4s"
70,2022年土星的最佳观测时间在,暑假期间,五一假期期间,双子座流星雨期间,春节期间,A,"answer: right
token: 91, 90, 1
time: 0.2s",,"answer: right
token: 91, 90, 1
time: 0.8s","answer: right
token: 86, 85, 1
time: 0.7s",,,"answer: right
token: 110, 106, 4
time: 2.5s","answer: right
token: 219, 106, 113
time: 1.6s","answer: right
token: 110, 106, 4
time: 2.9s"
71,以下说法不正确的是,2018年8月，帕克太阳探测器发射升空，这也是NASA第一次以还在世者的名字来命名探测器,2018年6月，隼鸟2号探测器抵达小行星“龙宫”上空，随后，巡视器MINERVA-II1成功着陆于其表面并传回照片，成为首次成功着陆小行星上的巡视器,2018年11月，旅行者2号穿过了太阳风边界，继旅行者1号后成为第二个正式进入星际空间的探测器,2018年10月，迄今为止第三个金星探测器贝比科隆博号（BepiColombo）发射升空，并将在7年后抵达相应轨道,D,"answer: wrong (B)
token: 224, 223, 1
time: 0.2s",,"answer: right
token: 224, 223, 1
time: 0.5s","answer: right
token: 225, 224, 1
time: 0.7s",,,"answer: wrong (A)
token: 657, 296, 361
time: 7.5s","answer: wrong (A)
token: 711, 296, 415
time: 3.9s","answer: right
token: 300, 296, 4
time: 1.7s"
72,首先提出“黑洞蒸发”理论的天文学家是,钱德拉塞卡,爱因斯坦,爱丁顿,霍金,A,"answer: wrong (D)
token: 94, 93, 1
time: 0.2s",,"answer: wrong (D)
token: 94, 93, 1
time: 0.6s","answer: wrong (D)
token: 84, 83, 1
time: 0.9s",,,"answer: wrong (D)
token: 119, 115, 4
time: 2.2s","answer: wrong (D)
token: 119, 115, 4
time: 0.7s","answer: wrong (D)
token: 119, 115, 4
time: 1.7s"
73,一位天文学家准备在今晚观测星团NGC6633，已知它大约在地方时刚过午夜后升起，且在本次竞赛预赛的所有考点都能被观测到，那么它可能位于以下哪个星座,乌鸦座,蛇夫座,宝瓶座,麒麟座,B,"answer: right
token: 135, 128, 7
time: 0.4s",,"answer: wrong (C)
token: 129, 128, 1
time: 0.7s","answer: right
token: 125, 124, 1
time: 0.6s",,,"answer: wrong (A)
token: 512, 167, 345
time: 8.4s","answer: right
token: 712, 167, 545
time: 5.0s","answer: right
token: 171, 167, 4
time: 2.5s"
74,天体周日视运动过程中达到“上中天”时，它一定,方位角为180°,在地平线以上,赤经为0,地平高度达到最大值,D,"answer: right
token: 103, 102, 1
time: 0.2s",,"answer: right
token: 103, 102, 1
time: 0.9s","answer: right
token: 96, 95, 1
time: 0.6s",,,"answer: right
token: 120, 116, 4
time: 2.4s","answer: wrong (A)
token: 435, 116, 319
time: 3.2s","answer: right
token: 120, 116, 4
time: 2.8s"
75,下列说法最不准确的一项是,流星是一种太阳系小天体,室女座W型变星可充当标准烛光,类星体是一类活动星系核,M型主序星的寿命大于宇宙年龄,A,"answer: wrong (D)
token: 108, 107, 1
time: 0.3s",,"answer: wrong (D)
token: 108, 107, 1
time: 2.5s","answer: wrong (D)
token: 105, 104, 1
time: 0.6s",,,"answer: right
token: 311, 135, 176
time: 5.4s","answer: wrong (D)
token: 139, 135, 4
time: 1.4s","answer: right
token: 139, 135, 4
time: 1.7s"
76,半人马座α星距离我们大约,8.6万光年,16.7光年,2.8光年,4.3光年,D,"answer: right
token: 102, 94, 8
time: 0.3s",,"answer: right
token: 95, 94, 1
time: 2.8s","answer: right
token: 91, 90, 1
time: 0.6s",,,"answer: right
token: 105, 101, 4
time: 2.3s","answer: right
token: 105, 101, 4
time: 0.7s","answer: right
token: 105, 101, 4
time: 2.7s"
77,M51位于,大熊座,小熊座,天琴座,猎犬座,D,"answer: right
token: 86, 79, 7
time: 0.2s",,"answer: right
token: 80, 79, 1
time: 3.0s","answer: right
token: 73, 72, 1
time: 0.6s",,,"answer: right
token: 92, 88, 4
time: 2.1s","answer: right
token: 114, 88, 26
time: 1.7s","answer: right
token: 92, 88, 4
time: 2.9s"
78,3月份美国宇航局公布的一张韦布空间望远镜的一张校准照片，图中央的恒星呈现出六角星芒。这种六角星芒产生的原因是,六边形镜片造成的衍射结构,遮光罩造成的衍射结构,副镜支架造成的干涉条纹,副镜支架造成的衍射结构,A,"answer: wrong (D)
token: 136, 135, 1
time: 0.2s",,"answer: wrong (D)
token: 136, 135, 1
time: 2.8s","answer: wrong (D)
token: 132, 131, 1
time: 0.7s",,,"answer: wrong (D)
token: 314, 183, 131
time: 4.4s","answer: wrong (D)
token: 539, 183, 356
time: 3.3s","answer: wrong (D)
token: 187, 183, 4
time: 2.9s"
79,某个望远镜的极限星等是20等，那么它能探测到的类太阳恒星的最远距离是,520光年,8400光年,450000光年,36000光年,D,"answer: wrong (B)
token: 128, 119, 9
time: 0.2s",,"answer: right
token: 120, 119, 1
time: 3.6s","answer: wrong (B)
token: 113, 112, 1
time: 0.7s",,,"answer: right
token: 418, 119, 299
time: 6.6s","answer: right
token: 452, 119, 333
time: 3.0s","answer: right
token: 342, 119, 223
time: 5.2s"
80,下列年份，哪一年会发生日全食（包括全环食），且全食带中心点距离我国最近,2023年,2022年,2020年,2021年,A,"answer: right
token: 116, 108, 8
time: 0.3s",,"answer: right
token: 109, 108, 1
time: 2.5s","answer: wrong (C)
token: 106, 105, 1
time: 0.6s",,,"answer: wrong (C)
token: 119, 115, 4
time: 2.8s","answer: wrong (C)
token: 370, 115, 255
time: 2.6s","answer: right
token: 388, 115, 273
time: 7.5s"
81,最大的折射式望远镜的口径是,8.0m,5.4m,1.0m,2.4m,C,"answer: right
token: 95, 88, 7
time: 0.2s",,"answer: right
token: 89, 88, 1
time: 1.2s","answer: wrong (A)
token: 88, 87, 1
time: 0.7s",,,"answer: right
token: 102, 98, 4
time: 3.5s","answer: right
token: 260, 98, 162
time: 2.5s","answer: right
token: 102, 98, 4
time: 2.5s"
82,下列不同类型的超新星中被称为“标准烛光”是,Ib型超新星,Ic型超新星,Ia型超新星,II型超新星,C,"answer: right
token: 96, 95, 1
time: 0.2s",,"answer: right
token: 96, 95, 1
time: 0.8s","answer: right
token: 91, 90, 1
time: 0.6s",,,"answer: right
token: 114, 110, 4
time: 2.7s","answer: right
token: 114, 110, 4
time: 1.6s","answer: right
token: 114, 110, 4
time: 4.1s"
83,以下哪一项不是天文学的星座名,天平座,水蛇座,杜鹃座,天炉座,A,"answer: wrong (B)
token: 92, 85, 7
time: 0.2s",,"answer: right
token: 86, 85, 1
time: 0.9s","answer: wrong (C)
token: 78, 77, 1
time: 0.6s",,,"answer: right
token: 105, 101, 4
time: 2.3s","answer: wrong (B)
token: 187, 101, 86
time: 1.5s","answer: right
token: 105, 101, 4
time: 1.5s"
84,2017年9月15日，卡西尼号探测器以坠入哪一个星球大气层的方式结束了它的探测任务,木星,金星,土星,海王星,A,"answer: wrong (C)
token: 106, 101, 5
time: 0.3s",,"answer: wrong (C)
token: 102, 101, 1
time: 0.8s","answer: wrong (C)
token: 97, 96, 1
time: 0.7s",,,"answer: wrong (C)
token: 123, 119, 4
time: 2.5s","answer: wrong (C)
token: 123, 119, 4
time: 0.8s","answer: wrong (C)
token: 123, 119, 4
time: 2.8s"
85,椭圆星系M87位于（）天区内,后发座,巨蟹座,狐狸座,室女座,D,"answer: right
token: 95, 89, 6
time: 0.3s",,"answer: right
token: 90, 89, 1
time: 0.7s","answer: right
token: 84, 83, 1
time: 0.6s",,,"answer: right
token: 104, 100, 4
time: 2.2s","answer: right
token: 104, 100, 4
time: 1.1s","answer: right
token: 104, 100, 4
time: 2.4s"
86,如果把月球压成黑洞，它的史瓦西半径约,0.1毫米,1毫米,1厘米,1分米,A,"answer: right
token: 95, 88, 7
time: 0.3s",,"answer: right
token: 89, 88, 1
time: 0.6s","answer: right
token: 86, 85, 1
time: 0.7s",,,"answer: wrong (C)
token: 377, 107, 270
time: 5.5s","answer: wrong (C)
token: 466, 107, 359
time: 2.4s","answer: right
token: 111, 107, 4
time: 2.6s"
87,银河系到仙女座大星系的距离约245万光年，这相当于,5.05×10^{7}AU,799Mpc,0.75Mpc,8×10^{9}AU,C,"answer: right
token: 123, 114, 9
time: 0.3s",,"answer: right
token: 115, 114, 1
time: 0.6s","answer: wrong (D)
token: 112, 111, 1
time: 0.6s",,,"answer: wrong (A)
token: 429, 120, 309
time: 7.7s","answer: wrong (D)
token: 593, 120, 473
time: 4.0s","answer: right
token: 484, 120, 364
time: 7.2s"
88,2016年，天文学家利用欧洲南方天文台的望远镜和其他设施，在距离我们太阳系最近的恒星（）周围，发现了一颗位于宜居带内的行星,天狼星,WISE1049-5319,巴纳德星,比邻星,D,"answer: right
token: 126, 125, 1
time: 0.2s",,"answer: right
token: 126, 125, 1
time: 2.5s","answer: right
token: 120, 119, 1
time: 0.6s",,,"answer: right
token: 158, 154, 4
time: 2.2s","answer: right
token: 158, 154, 4
time: 0.7s","answer: right
token: 158, 154, 4
time: 2.4s"
89,以下哪个太阳耀斑X射线分级是不存在的,B,X,D,M,C,"answer: right
token: 76, 75, 1
time: 0.3s",,"answer: right
token: 76, 75, 1
time: 0.5s","answer: right
token: 71, 70, 1
time: 0.6s",,,"answer: right
token: 94, 90, 4
time: 2.3s","answer: wrong (A)
token: 190, 90, 100
time: 1.5s","answer: right
token: 94, 90, 4
time: 3.7s"
90,中国古代发展出自己独特的星空划分和命名体系，古人把天空划分为三垣二十八宿，下列不属于“三垣”的是,军市垣,紫微垣,太微垣,天市垣,A,"answer: right
token: 106, 105, 1
time: 0.2s",,"answer: right
token: 106, 105, 1
time: 1.7s","answer: right
token: 102, 101, 1
time: 0.6s",,,"answer: right
token: 140, 136, 4
time: 3.1s","answer: right
token: 240, 136, 104
time: 1.4s","answer: right
token: 140, 136, 4
time: 2.7s"
91,在半影月食发生期间，如果站在月面上的半影区域，你会看到什么现象,日全食,没有发生日食,日偏食,看不到太阳,C,"answer: right
token: 102, 97, 5
time: 0.2s",,"answer: right
token: 98, 97, 1
time: 0.5s","answer: wrong (B)
token: 90, 89, 1
time: 0.6s",,,"answer: right
token: 122, 118, 4
time: 2.3s","answer: right
token: 369, 118, 251
time: 3.1s","answer: right
token: 122, 118, 4
time: 2.6s"
92,M42与以下哪个天体光谱最接近,M57,M31,太阳,双子座流星雨群内流星,A,"answer: wrong (B)
token: 93, 88, 5
time: 0.3s",,"answer: right
token: 89, 88, 1
time: 1.1s","answer: wrong (C)
token: 85, 84, 1
time: 0.6s",,,"answer: right
token: 380, 99, 281
time: 7.6s","answer: right
token: 455, 99, 356
time: 4.0s","answer: right
token: 340, 99, 241
time: 6.7s"
93,位于北京（东经116°20'，北纬39°56'）的一位天文爱好者，当面向正南方向观测时，在以下哪个星座范围内能够看到地球同步轨道卫星,天琴座,盾牌座,海豚座,南鱼座,B,"answer: right
token: 126, 120, 6
time: 0.2s",,"answer: right
token: 121, 120, 1
time: 0.6s","answer: wrong (D)
token: 116, 115, 1
time: 0.4s",,,"answer: right
token: 618, 152, 466
time: 10.5s","answer: right
token: 542, 152, 390
time: 4.3s","answer: wrong (A)
token: 390, 152, 238
time: 5.7s"
94,以下哪一项是2018年辞世的理论物理学家斯蒂芬·霍金最著名的理论,黑洞辐射理论,宇宙大爆炸理论,提出希格斯粒子,量子纠缠理论,A,"answer: right
token: 105, 104, 1
time: 0.2s",,"answer: right
token: 105, 104, 1
time: 1.3s","answer: right
token: 100, 99, 1
time: 0.6s",,,"answer: right
token: 146, 142, 4
time: 2.4s","answer: right
token: 146, 142, 4
time: 0.7s","answer: right
token: 146, 142, 4
time: 1.6s"
95,“七月流火”是《诗经·豳风·七月》中的第一句，描述的是古人对天象的观察结果，其中的“火”是指,某种大气现象,火流星,大火星,火星,C,"answer: right
token: 115, 110, 5
time: 0.2s",,"answer: right
token: 111, 110, 1
time: 0.6s","answer: right
token: 105, 104, 1
time: 0.7s",,,"answer: right
token: 253, 129, 124
time: 4.8s","answer: right
token: 133, 129, 4
time: 0.8s","answer: right
token: 133, 129, 4
time: 2.7s"
96,织女星是一颗位于主序带上的典型的AO型恒星，其绝对星等约为0.7等，在不考虑消光的前提下，一颗视星等为15等的同类型恒星距离我们大约多远？（）,8000秒差距,20000秒差距,500秒差距,3000秒差距,A,"answer: right
token: 139, 138, 1
time: 0.2s",,"answer: wrong (B)
token: 139, 138, 1
time: 0.7s","answer: wrong (C)
token: 139, 138, 1
time: 0.6s",,,"answer: wrong (D)
token: 358, 167, 191
time: 5.3s","answer: wrong (D)
token: 424, 167, 257
time: 2.8s","answer: right
token: 445, 167, 278
time: 5.4s"
97,土司空（鲸鱼座β）的视星等为2等，绝对星等为-0.35等，它的距离为,224pc,29.5pc,21.4pc,96.2pc,B,"answer: right
token: 121, 113, 8
time: 0.3s",,"answer: wrong (D)
token: 114, 113, 1
time: 0.9s","answer: wrong (A)
token: 110, 109, 1
time: 0.6s",,,"answer: wrong (D)
token: 300, 120, 180
time: 5.0s","answer: wrong (D)
token: 320, 120, 200
time: 2.3s","answer: wrong (D)
token: 303, 120, 183
time: 4.5s"
98,根据赫罗图上的信息判断，一般红超巨星、蓝超巨星和红巨星相比，半径更大的是,无法判断,蓝超巨星,红巨星,红超巨星,D,"answer: right
token: 109, 102, 7
time: 0.2s",,"answer: right
token: 103, 102, 1
time: 0.5s","answer: right
token: 98, 97, 1
time: 0.4s",,,"answer: right
token: 135, 131, 4
time: 3.0s","answer: right
token: 436, 131, 305
time: 3.2s","answer: right
token: 358, 131, 227
time: 5.6s"
99,参宿四位于,猎户座,大犬座,小犬座,御夫座,A,"answer: right
token: 81, 80, 1
time: 0.2s",,"answer: right
token: 81, 80, 1
time: 1.0s","answer: right
token: 74, 73, 1
time: 0.6s",,,"answer: right
token: 94, 90, 4
time: 2.2s","answer: right
token: 129, 90, 39
time: 1.3s","answer: right
token: 94, 90, 4
time: 2.6s"
100,在一个双星系统中，主星与伴星的温度相差不多，主星的光度约为伴星的82倍，光度差异主要源于两颗星半径的差异。根据以上信息，估算主星与伴星的半径之比约为,8.5,9.1,9.7,10.3,B,"answer: right
token: 135, 134, 1
time: 0.3s",,"answer: right
token: 135, 134, 1
time: 1.3s","answer: right
token: 130, 129, 1
time: 0.7s",,,"answer: right
token: 581, 158, 423
time: 7.9s","answer: right
token: 531, 158, 373
time: 2.6s","answer: right
token: 162, 158, 4
time: 3.2s"
101,暗物质粒子探测器（）基于在轨运行的前530天共采集了约28亿个高能宇宙射线，成功获取了目前国际上精度最高的TeV电子宇宙射线探测结果,ALMA,南极AST-3,悟空,Gaia,C,"answer: right
token: 121, 120, 1
time: 0.2s",,"answer: right
token: 121, 120, 1
time: 1.2s","answer: right
token: 109, 108, 1
time: 0.6s",,,"answer: right
token: 154, 150, 4
time: 2.2s","answer: right
token: 154, 150, 4
time: 0.7s","answer: right
token: 154, 150, 4
time: 2.7s"
102,一颗位于某星系（约1000kpc）中的超巨星的绝对星等为-8，那么在地球上观测其视星等为,18,20,8,10,A,"answer: wrong (B)
token: 109, 104, 5
time: 0.2s",,"answer: right
token: 105, 104, 1
time: 0.8s","answer: wrong (B)
token: 104, 103, 1
time: 0.6s",,,"answer: wrong (D)
token: 350, 116, 234
time: 6.0s","answer: wrong (D)
token: 310, 116, 194
time: 2.0s","answer: right
token: 443, 116, 327
time: 7.1s"
103,以下梅西叶天体中距离我们最远的是,M13,M104,M42,M78,B,"answer: right
token: 89, 83, 6
time: 0.2s",,"answer: right
token: 84, 83, 1
time: 0.9s","answer: wrong (A)
token: 81, 80, 1
time: 0.7s",,,"answer: wrong (A)
token: 324, 90, 234
time: 7.9s","answer: right
token: 242, 90, 152
time: 1.9s","answer: right
token: 94, 90, 4
time: 2.8s"
104,2022年全球范围内，会出现几次日食和月食,2次日食，1次月食,3次日食，2次月食,2次日食，2次月食,3次日食，1次月食,C,"answer: right
token: 126, 114, 12
time: 0.3s",,,"answer: right
token: 112, 111, 1
time: 0.7s",,,"answer: right
token: 127, 123, 4
time: 2.5s","answer: right
token: 127, 123, 4
time: 0.7s","answer: right
token: 127, 123, 4
time: 2.5s"
105,以下哪个参数用于度量大气扰动对天体影像的影响,极限星等,云遮率,透明度,视宁度,D,"answer: right
token: 95, 89, 6
time: 0.3s",,,"answer: right
token: 83, 82, 1
time: 0.7s",,,"answer: right
token: 111, 107, 4
time: 2.7s","answer: right
token: 246, 107, 139
time: 1.9s","answer: right
token: 111, 107, 4
time: 2.3s"
106,在国家天文台兴隆观测基地进行观测，以下哪个时间的夜空与除夕夜（2017年1月27日）21时的夜空最接近,2017年2月27日19时,2017年3月29日23时,2017年3月29日20时,2016年12月27日19时,A,"answer: wrong (C)
token: 156, 155, 1
time: 0.3s",,"answer: wrong (B)
token: 156, 155, 1
time: 7.2s","answer: wrong (C)
token: 152, 151, 1
time: 0.7s",,,"answer: right
token: 645, 158, 487
time: 10.3s","answer: right
token: 552, 158, 394
time: 3.8s","answer: right
token: 705, 158, 547
time: 10.8s"
107,在南半球中纬度地区观测，现在是恒星时7h，已知某恒星再经过2h30m后上中天，请问该恒星的赤经为,6h30m,9h30m,0h30m,3h30,B,"answer: right
token: 132, 124, 8
time: 0.3s",,"answer: right
token: 125, 124, 1
time: 2.8s","answer: right
token: 122, 121, 1
time: 0.6s",,,"answer: right
token: 358, 135, 223
time: 5.8s","answer: right
token: 360, 135, 225
time: 2.3s","answer: right
token: 253, 135, 118
time: 3.5s"
108,以下关于2018年即将发射的凌星系外行星巡天望远镜（TESS）说法错误的是,它将在椭圆轨道上绕地球运行,除了观测系外行星，它还将被广泛应用于观测其他类型的目标,它将对开普勒望远镜之前发现的岩态行星进行进一步探测,它的目标是1到2倍地球大小的系外行星,D,"answer: wrong (A)
token: 146, 145, 1
time: 0.3s",,"answer: wrong (C)
token: 146, 145, 1
time: 1.0s","answer: wrong (A)
token: 139, 138, 1
time: 0.7s",,,"answer: wrong (A)
token: 527, 197, 330
time: 8.3s","answer: wrong (A)
token: 565, 197, 368
time: 3.3s","answer: wrong (C)
token: 201, 197, 4
time: 2.5s"
109,太阳绕银心运动的轨道速度是,210km/s,7.9km/s,52km/s,16.7km/s,A,"answer: right
token: 94, 93, 1
time: 0.3s",,"answer: right
token: 94, 93, 1
time: 0.9s","answer: right
token: 94, 93, 1
time: 0.6s",,,"answer: right
token: 108, 104, 4
time: 2.5s","answer: wrong (C)
token: 108, 104, 4
time: 0.8s","answer: right
token: 108, 104, 4
time: 1.8s"
110,五一劳动节当天的月相是,上弦月,蛾眉月,下弦月,新月,D,"answer: right
token: 84, 80, 4
time: 0.2s",,"answer: right
token: 81, 80, 1
time: 0.8s","answer: right
token: 77, 76, 1
time: 0.8s",,,"answer: wrong (B)
token: 367, 96, 271
time: 7.1s","answer: wrong (A)
token: 287, 96, 191
time: 3.4s","answer: wrong (A)
token: 100, 96, 4
time: 2.3s"
111,火星在2018年大冲时位于哪个星座天区内,狮子座,摩羯座,天秤座,巨蟹座,B,"answer: right
token: 101, 94, 7
time: 0.3s",,"answer: right
token: 95, 94, 1
time: 1.0s","answer: right
token: 88, 87, 1
time: 0.6s",,,"answer: wrong (C)
token: 111, 107, 4
time: 2.3s","answer: right
token: 111, 107, 4
time: 0.7s","answer: right
token: 111, 107, 4
time: 2.7s"
112,下列哪个天体今天与太阳的角距离最小,北落师门,斗宿四,娄宿三,心宿二,C,"answer: wrong (D)
token: 94, 88, 6
time: 0.3s",,"answer: right
token: 89, 88, 1
time: 0.7s","answer: right
token: 83, 82, 1
time: 0.7s",,,"answer: wrong (B)
token: 448, 105, 343
time: 8.5s","answer: wrong (A)
token: 503, 105, 398
time: 3.9s","answer: wrong (A)
token: 551, 105, 446
time: 9.5s"
113,2022年2月28日，国家科学技术部高技术研究发展中心发布“2021年度中国科学十大进展”，其中天文与航天方面的项目共有4项进榜单，这不包括,高海拔宇宙线观测站（LHAASO）首次发现超千万亿电子伏的高能光子,火星探测任务天问一号探测器成功着陆火星,嫦娥五号月球样品揭示月球演化奥秘,FAST捕获世界最大快速射电暴样本,A,"answer: wrong (B)
token: 171, 170, 1
time: 0.2s",,"answer: wrong (D)
token: 171, 170, 1
time: 1.7s","answer: wrong (B)
token: 170, 169, 1
time: 0.7s",,,"answer: right
token: 477, 228, 249
time: 6.5s","answer: right
token: 516, 228, 288
time: 3.0s","answer: wrong (D)
token: 232, 228, 4
time: 2.7s"
114,下列恒星核聚变反应可以形成的元素中，最重的是,Au,Ca,Fe,Si,C,"answer: wrong (A)
token: 79, 78, 1
time: 0.3s",,"answer: right
token: 79, 78, 1
time: 0.7s","answer: right
token: 76, 75, 1
time: 0.6s",,,"answer: right
token: 96, 92, 4
time: 2.3s","answer: wrong (A)
token: 380, 92, 288
time: 2.8s","answer: right
token: 96, 92, 4
time: 2.6s"
