,Question,A,B,C,D,Answer,Qwen Flash,Qwen Plus,Qwen3 max,Gemini 2.5 Flash Lite,Gemini 3 Flash,Gemini 3 Pro,Claude Sonnet 4.5,Claude Haiku 4.5,Claude Opus 4.5
78,一只鹦鹉用英()法()西班牙语轮流向大家问好()欢迎光临本店()谢谢()这句话中的正确标点应为,， ， ： ， 。,、 、 ： “， 。”,、 、 ： “， ”！,、 、 ： “， ！”,C,"answer: wrong (B)
token: 133, 122, 11
time: 0.5s",,"answer: right
token: 123, 122, 1
time: 0.7s","answer: wrong (D)
token: 114, 113, 1
time: 0.7s",,,,"answer: wrong (D)
token: 529, 161, 368
time: 3.7s",
79,下面四位来都是我国唐朝杰出的诗人，其中号称“诗圣”的是,李白,白居易,杜甫,陆游,C,"answer: right
token: 90, 89, 1
time: 0.3s",,"answer: right
token: 90, 89, 1
time: 0.7s","answer: right
token: 88, 87, 1
time: 0.6s",,,,"answer: right
token: 117, 113, 4
time: 1.0s",
80,“实事求是”一词出自哪部典籍,《汉书》,《战国策》,《史记》,《左传》,A,"answer: right
token: 89, 88, 1
time: 0.2s",,"answer: right
token: 89, 88, 1
time: 0.8s","answer: right
token: 86, 85, 1
time: 0.8s",,,,"answer: right
token: 173, 101, 72
time: 1.6s",
81,度量衡是我国古代使用的计量单位，其中“衡”是指的哪个方面的标准,长度,重量,面积,体积,B,"answer: right
token: 90, 89, 1
time: 0.3s",,"answer: right
token: 90, 89, 1
time: 0.8s","answer: right
token: 82, 81, 1
time: 0.7s",,,,"answer: right
token: 114, 110, 4
time: 0.8s",
82,“盛”在字典里有多种解释：①兴旺；②丰，华美；③热烈，大规模的；④深厚。“盛开”“盛会”“盛情”“盛装”四个词中，“盛”字的意思依次是,①②③④,①④③②,①③④②,①③②④,C,"answer: wrong (D)
token: 161, 150, 11
time: 0.3s",,"answer: right
token: 151, 150, 1
time: 0.9s","answer: wrong (A)
token: 125, 124, 1
time: 0.8s",,,,"answer: wrong (D)
token: 694, 158, 536
time: 5.9s",
83,《红楼梦》的作者曹雪芹是家喻户晓的文学家，“雪芹”是他的,号,字,名,复姓,A,"answer: right
token: 89, 85, 4
time: 0.2s",,"answer: right
token: 86, 85, 1
time: 1.7s","answer: right
token: 85, 84, 1
time: 0.8s",,,,"answer: right
token: 115, 111, 4
time: 0.8s",
84,我国的京剧脸谱色彩含义丰富，黑色一般表示,忠勇侠义,阴险狡诈,刚愎自用,忠耿正直,D,"answer: right
token: 100, 93, 7
time: 0.4s",,"answer: right
token: 94, 93, 1
time: 0.9s","answer: wrong (A)
token: 88, 87, 1
time: 0.7s",,,,"answer: wrong (B)
token: 183, 120, 63
time: 1.3s",
85,“今天我（）没有去训练，（）我感冒了，身体不舒服。”这句话中的关联词就填,因为……所以……,不是……而是……,既然……就……,之所以……是因为……,D,"answer: wrong (A)
token: 103, 102, 1
time: 0.3s",,"answer: wrong (A)
token: 103, 102, 1
time: 0.9s","answer: wrong (A)
token: 100, 99, 1
time: 0.7s",,,,"answer: right
token: 134, 130, 4
time: 1.0s",
86,下列哪一句诗描写的场景最适合采用水墨画来表现,落霞与孤鹜齐飞，秋水共长天一色,返景入深林，复照青苔上,接天莲叶无穷碧，映日荷花别样红,孤舟蓑笠翁，独钓寒江雪,D,"answer: right
token: 128, 127, 1
time: 0.3s",,"answer: right
token: 128, 127, 1
time: 0.8s","answer: wrong (A)
token: 124, 123, 1
time: 0.5s",,,,"answer: right
token: 375, 167, 208
time: 2.7s",
87,鸿雁传书的故事和下列哪个人物有关,不辱使命的苏武,常胜将军霍去病,史学家司马迁,汉武帝刘彻,A,"answer: right
token: 98, 97, 1
time: 0.3s",,"answer: right
token: 98, 97, 1
time: 1.1s","answer: right
token: 92, 91, 1
time: 0.6s",,,,"answer: right
token: 222, 122, 100
time: 1.7s",
88,孔子为什么“三月不知肉滋味”,看到一场好舞蹈,读到一本好书,听到一段好乐曲,梦到一场好梦,C,"answer: right
token: 96, 95, 1
time: 0.2s",,"answer: right
token: 96, 95, 1
time: 1.2s","answer: right
token: 90, 89, 1
time: 0.6s",,,,"answer: right
token: 122, 118, 4
time: 0.9s",
89,下面的句子各属于什么句式，①陈述句②疑问句③反问句，选择正确的答案把序号填在横线处___这么远，箭哪能射到呢？___铺这么长的路要多少块石板呢？___陈赓牵着那匹被疲惫的瘦马，一步一步朝前走着。,①③②,②③①,①②③,③②①,D,"answer: right
token: 172, 163, 9
time: 0.3s",,"answer: right
token: 164, 163, 1
time: 2.3s","answer: right
token: 143, 142, 1
time: 0.6s",,,,"answer: right
token: 457, 187, 270
time: 3.0s",
90,字形有误的一组是,隔阂 滑稽 琐屑 忌讳,鄙薄 修葺 畸形 竹篾,害臊 沟壑 恳荒 无赖,阔绰 倦怠 颧骨 游弋,C,"answer: right
token: 125, 124, 1
time: 1.1s",,"answer: right
token: 125, 124, 1
time: 2.1s","answer: right
token: 107, 106, 1
time: 0.7s",,,,"answer: wrong (A)
token: 453, 148, 305
time: 2.1s",
91,在古代人们尊称对方的妻子,令爱,令嫔,令妃,令正,D,"answer: right
token: 82, 77, 5
time: 0.3s",,"answer: right
token: 78, 77, 1
time: 0.5s","answer: right
token: 72, 71, 1
time: 0.5s",,,,"answer: right
token: 98, 94, 4
time: 0.7s",
92,“建安七子”中，文学成就最高的是,曹植,曹丕,王粲,陈琳,C,"answer: right
token: 89, 83, 6
time: 0.2s",,"answer: right
token: 84, 83, 1
time: 0.5s","answer: wrong (A)
token: 78, 77, 1
time: 0.7s",,,,"answer: right
token: 101, 97, 4
time: 0.9s",
93,《尚书》中的“尚”是什么意思,官名,前贤,上古,崇尚,C,"answer: right
token: 85, 81, 4
time: 0.2s",,"answer: right
token: 82, 81, 1
time: 1.1s","answer: wrong (D)
token: 76, 75, 1
time: 0.4s",,,,"answer: right
token: 99, 95, 4
time: 0.9s",
94,“风儿每天梳理着柳树姑娘的长发，等着燕子妹妹的到来。”下列句子中和这句修辞手法一样的一句是,雨，落叶儿般轻，针尖儿样细。,白杨树哗哗地响，在杨科头上不断地号叫。,我的心激动得要跳出胸膛。,灿烂阳光下盛开的百合发就是你的笑容。,A,"answer: wrong (B)
token: 142, 141, 1
time: 0.3s",,"answer: wrong (B)
token: 142, 141, 1
time: 1.2s","answer: right
token: 145, 144, 1
time: 0.7s",,,,"answer: right
token: 595, 203, 392
time: 3.0s",
95,河姆渡遗址位于,长江流域,雅鲁藏布江流域,淮河流域,黄河流域,A,"answer: right
token: 86, 85, 1
time: 0.3s",,"answer: right
token: 86, 85, 1
time: 0.7s","answer: right
token: 79, 78, 1
time: 0.7s",,,,"answer: right
token: 147, 103, 44
time: 1.1s",
96,下面的句子属于比喻句的是,一阵风吹来树上的梨儿像在对我们点头微笑,教师是园丁我们是花朵,像只无头的苍蝇到处乱钻衣裤上挂满了芒刺,他走路的样子很像我爸爸,B,"answer: right
token: 116, 115, 1
time: 0.3s",,"answer: right
token: 116, 115, 1
time: 1.2s","answer: right
token: 112, 111, 1
time: 0.8s",,,,"answer: wrong (A)
token: 521, 159, 362
time: 3.2s",
97,给这个句子选择合适的关联词“这篇文章（）字数不多，（）内容丰富，算得上是一篇佳作。”,因为……所以……,不是……就是……,虽然……但是……,不但……而且……,C,"answer: wrong (D)
token: 116, 109, 7
time: 0.4s",,"answer: right
token: 110, 109, 1
time: 2.7s","answer: right
token: 100, 99, 1
time: 0.6s",,,,"answer: right
token: 143, 139, 4
time: 1.3s",
98,拱手而立”表示对长者的尊敬，一般来说，男子行拱手礼时应该,左手在外,双手交叉,左手在前,右手在外,A,"answer: right
token: 103, 97, 6
time: 0.4s",,"answer: right
token: 98, 97, 1
time: 1.3s","answer: right
token: 89, 88, 1
time: 0.7s",,,,"answer: right
token: 193, 118, 75
time: 1.4s",
99,如果你想到图书馆借阅寓言性质的书，在下列书籍中应优先选择哪一本,《史记》,《庄子》,《论语》,《山海经》,B,"answer: wrong (D)
token: 107, 99, 8
time: 0.4s",,"answer: right
token: 100, 99, 1
time: 0.9s","answer: right
token: 93, 92, 1
time: 0.7s",,,,"answer: right
token: 294, 122, 172
time: 2.2s",
100,孟子说：“不以规矩，不成方圆”，这里“规矩”的意思是,潜规则,美德善行,圆规曲尺,法律条文,D,"answer: wrong (C)
token: 102, 95, 7
time: 0.4s",,"answer: wrong (C)
token: 96, 95, 1
time: 0.6s","answer: wrong (C)
token: 92, 91, 1
time: 0.5s",,,,"answer: wrong (C)
token: 120, 116, 4
time: 0.8s",
101,“卧薪尝胆”与下面哪个历史人物有关,诸葛亮,李白,勾践,项羽,C,"answer: right
token: 83, 82, 1
time: 0.4s",,"answer: right
token: 83, 82, 1
time: 1.5s","answer: right
token: 79, 78, 1
time: 0.6s",,,,"answer: right
token: 107, 103, 4
time: 0.8s",
102,“这个问题他没有完全搞清楚。”这句话的意思是说,这个问题他一点儿都不懂。,这个问题还有一点儿不懂。,这个问题他都懂了。,这个问题他懂了一点儿。,D,"answer: wrong (B)
token: 103, 102, 1
time: 0.5s",,"answer: wrong (B)
token: 103, 102, 1
time: 1.1s","answer: wrong (B)
token: 98, 97, 1
time: 0.6s",,,,"answer: wrong (B)
token: 225, 143, 82
time: 1.4s",
103,在白族姑娘的头饰上，蕴含着一个完美熟悉的词语，它就是,梅兰竹菊,阴晴圆缺,风花雪月,春夏秋冬,C,"answer: right
token: 106, 98, 8
time: 0.6s",,"answer: right
token: 99, 98, 1
time: 2.4s","answer: right
token: 92, 91, 1
time: 0.8s",,,,"answer: right
token: 236, 129, 107
time: 1.9s",
104,下列句子不属于比喻句的是,小兴安岭是一座巨大的宝库。,落在电线上的燕子，就像是五线谱上的音符。,他的身子还是那么单薄，像是生病的样子。,秋风如同柔韧的梳子，把田野梳得井井有条。,C,"answer: right
token: 120, 119, 1
time: 0.6s",,"answer: right
token: 120, 119, 1
time: 0.5s","answer: wrong (A)
token: 125, 124, 1
time: 0.7s",,,,"answer: wrong (A)
token: 563, 165, 398
time: 3.1s",
105,“大禹治水”的故事家喻户晓，大禹治理的是哪个流域的洪水,洞庭湖水域,鄱阳湖水域,黄河流域,长江流域,C,"answer: right
token: 100, 95, 5
time: 0.5s",,"answer: right
token: 96, 95, 1
time: 1.4s","answer: right
token: 94, 93, 1
time: 0.7s",,,,"answer: right
token: 130, 126, 4
time: 1.0s",
106,下列哪个成语和“道听途说”词意更接近,三人成虎,守株待兔,指鹿为马,空穴来风,A,"answer: right
token: 95, 94, 1
time: 0.5s",,"answer: right
token: 95, 94, 1
time: 1.5s","answer: wrong (D)
token: 89, 88, 1
time: 0.6s",,,,"answer: wrong (D)
token: 282, 108, 174
time: 2.4s",
107,根据中国传统建筑的特点，面对大院的门口，你的左手边是什么方向,南,西,北,东,B,"answer: right
token: 88, 84, 4
time: 0.5s",,"answer: wrong (D)
token: 85, 84, 1
time: 1.4s","answer: wrong (D)
token: 79, 78, 1
time: 0.7s",,,,"answer: right
token: 107, 103, 4
time: 1.3s",
108,古时候高唱人生在世不称意，明朝散发弄扁舟的诗人是,陶渊明,苏轼,李白,李商隐,C,"answer: right
token: 97, 92, 5
time: 0.3s",,"answer: right
token: 93, 92, 1
time: 1.0s","answer: right
token: 88, 87, 1
time: 0.8s",,,,"answer: right
token: 213, 113, 100
time: 1.8s",
109,西湖的白堤的得名与哪位诗人有关,白居易,李商隐,杜甫,李白,D,"answer: wrong (A)
token: 87, 86, 1
time: 0.2s",,"answer: wrong (A)
token: 87, 86, 1
time: 0.9s","answer: wrong (A)
token: 80, 79, 1
time: 0.7s",,,,"answer: wrong (A)
token: 104, 100, 4
time: 0.9s",
110,下面四项中的标点符号使用正确的一项是,我最爱读李白、杜甫，和白居易的诗。,晚上爸爸问我今天一天做了什么事？我吞吞吐吐说不出来。,老师同他谈过话后，他说，他有决心把学习搞好。,那里开着许多鲜花，火红的桃花，雪白的梨花，娇艳的海棠花。,C,"answer: wrong (D)
token: 146, 145, 1
time: 0.3s",,"answer: right
token: 146, 145, 1
time: 0.9s","answer: right
token: 149, 148, 1
time: 0.7s",,,,"answer: wrong (A)
token: 587, 200, 387
time: 4.0s",
111,“天时不如地利，地利不如人和”出自,《孟子》,《论语》,《庄子》,《春秋》,A,"answer: right
token: 92, 91, 1
time: 0.6s",,"answer: right
token: 92, 91, 1
time: 0.8s","answer: right
token: 84, 83, 1
time: 1.5s",,,,"answer: right
token: 107, 103, 4
time: 0.9s",
112,下面每个词语中的4个词声调和结构都不同的是,山明水秀,万马奔腾,随遇而安,字里行间,D,"answer: wrong (B)
token: 94, 93, 1
time: 0.3s",,"answer: wrong (C)
token: 94, 93, 1
time: 0.6s","answer: wrong (B)
token: 89, 88, 1
time: 0.6s",,,,"answer: wrong (A)
token: 509, 109, 400
time: 3.3s",
113,峻丽，骨力劲健”形容的是历史上哪位书法家的字,王羲之,吴道子,柳公权,颜真卿,C,"answer: right
token: 99, 93, 6
time: 0.5s",,"answer: right
token: 94, 93, 1
time: 0.9s","answer: right
token: 87, 86, 1
time: 0.7s",,,,"answer: right
token: 116, 112, 4
time: 0.9s",
114,“不以物喜，不以己悲”出自哪篇目哪篇古文,《孟子》,《醉翁亭记》,《桃花源记》,《岳阳楼记》,D,"answer: right
token: 109, 101, 8
time: 0.5s",,"answer: right
token: 102, 101, 1
time: 0.6s","answer: right
token: 96, 95, 1
time: 0.6s",,,,"answer: right
token: 127, 123, 4
time: 0.8s",
115,“夕阳无限好，只是近黄昏”是谁的诗句,骆宾王,辛弃疾,李商隐,李白,C,"answer: right
token: 92, 86, 6
time: 0.4s",,"answer: right
token: 87, 86, 1
time: 0.6s","answer: right
token: 84, 83, 1
time: 1.0s",,,,"answer: right
token: 112, 108, 4
time: 0.8s",
116,小王模仿古人填了一首词，写完后发现正文刚好100字，请问他用的是哪种词牌,念奴娇,满庭芳,雨霖铃,水龙吟,A,"answer: wrong (C)
token: 111, 104, 7
time: 0.8s",,"answer: right
token: 105, 104, 1
time: 1.6s","answer: wrong (B)
token: 101, 100, 1
time: 1.0s",,,,"answer: wrong (B)
token: 146, 127, 19
time: 0.8s",
117,桃花潭水深千尺，不及汪伦送我情”诗中的“我”指的是谁,李白,李商隐,杜牧,杜甫,A,"answer: right
token: 96, 95, 1
time: 0.4s",,"answer: right
token: 96, 95, 1
time: 0.7s","answer: right
token: 89, 88, 1
time: 1.1s",,,,"answer: right
token: 119, 115, 4
time: 0.8s",
118,明朝永乐年间，从西洋归来的郑和船队带回了一只西方异域兽“麒麟”，就是现在我们所知的,金钱豹,长颈鹿,河马,狮子,B,"answer: right
token: 112, 105, 7
time: 0.3s",,"answer: right
token: 106, 105, 1
time: 0.8s","answer: right
token: 99, 98, 1
time: 0.9s",,,,"answer: right
token: 136, 132, 4
time: 0.8s",
119,“文章千古事，得失寸心知”是谁的名句,白居易,孟浩然,杜甫,李白,C,"answer: right
token: 92, 87, 5
time: 0.7s",,"answer: right
token: 88, 87, 1
time: 1.8s","answer: right
token: 83, 82, 1
time: 1.0s",,,,"answer: right
token: 105, 101, 4
time: 0.7s",
120,“海上升明白，天涯共此时”是谁的名句,张九龄,李白,王腾,王勃,A,"answer: right
token: 87, 86, 1
time: 0.4s",,"answer: right
token: 87, 86, 1
time: 0.7s","answer: right
token: 78, 77, 1
time: 0.9s",,,,"answer: right
token: 137, 99, 38
time: 1.2s",
121,下列语句中没有错别字的一项是,工匠们就地取材，建造了世界上最早的独拱石桥——赵州桥。,不论学习哪种知识，都应该辩伪去妄，掌握事物的真谛。,模拟体育加试，同学们取得了很好的成绩，我们应再接再励，攀登高峰。,北京办奥运既展示传统文化又展现精神风貌，可谓两全齐美。,A,"answer: right
token: 147, 146, 1
time: 0.3s",,"answer: right
token: 147, 146, 1
time: 0.5s","answer: wrong (B)
token: 149, 148, 1
time: 1.0s",,,,"answer: right
token: 433, 211, 222
time: 2.5s",
122,“壮”这个字如果用音序查字法来查的话，应查,zhuang ,Z B,zuang,zh,B,"answer: wrong (D)
token: 87, 84, 3
time: 0.6s",,"answer: right
token: 85, 84, 1
time: 0.5s","answer: wrong (A)
token: 82, 81, 1
time: 1.0s",,,,"answer: right
token: 170, 94, 76
time: 1.7s",
123,以下两位谁曾经中过状元,狄仁杰,欧阳修,文天祥,范仲淹,C,"answer: right
token: 89, 84, 5
time: 0.6s",,"answer: right
token: 85, 84, 1
time: 1.3s","answer: wrong (B)
token: 79, 78, 1
time: 1.0s",,,,"answer: right
token: 134, 101, 33
time: 1.8s",
124,孟子说：“君子有三乐”，下列哪项不在其“三乐”之列,乡人无不称其善也,得天下英才而教育之,仰不愧于天，俯不作于人,父母俱存，兄弟无故,D,"answer: wrong (A)
token: 117, 116, 1
time: 0.3s",,"answer: wrong (A)
token: 117, 116, 1
time: 1.3s","answer: wrong (A)
token: 114, 113, 1
time: 0.8s",,,,"answer: wrong (A)
token: 364, 140, 224
time: 2.1s",
125,《二十四史》是我国古代二十四史的总称，其中只有一部是完全意义上的通史，它是,《史记》,《汉书》,《左传》,《三国志》,A,"answer: right
token: 103, 102, 1
time: 0.5s",,"answer: right
token: 103, 102, 1
time: 1.2s","answer: right
token: 97, 96, 1
time: 0.8s",,,,"answer: right
token: 127, 123, 4
time: 0.7s",
126,甲骨文最早是在哪种物品上发现的,药材,青铜器,竹筒,墓碑,A,"answer: right
token: 87, 86, 1
time: 0.6s",,"answer: right
token: 87, 86, 1
time: 1.3s","answer: right
token: 78, 77, 1
time: 0.8s",,,,"answer: right
token: 198, 100, 98
time: 1.6s",
127,京剧《贵妃醉酒》是根据哪部古代戏曲改编而成的,《长生殿》,《南柯梦》,《牡丹亭》,《桃花扇》,A,"answer: right
token: 98, 97, 1
time: 0.9s",,"answer: right
token: 98, 97, 1
time: 5.6s","answer: right
token: 92, 91, 1
time: 0.7s",,,,"answer: right
token: 199, 126, 73
time: 2.1s",
128,张衡发明的地动仪上有几条龙,八条,二十二条,十二条,四条,A,"answer: right
token: 83, 82, 1
time: 0.5s",,"answer: right
token: 83, 82, 1
time: 0.7s","answer: wrong (D)
token: 77, 76, 1
time: 0.7s",,,,"answer: right
token: 99, 95, 4
time: 1.0s",
129,“弱冠”指的是男子多少岁,十八岁,十六十,十五岁,二十岁,B,"answer: wrong (D)
token: 86, 80, 6
time: 0.5s",,"answer: wrong (D)
token: 81, 80, 1
time: 0.9s","answer: wrong (D)
token: 76, 75, 1
time: 0.9s",,,,"answer: right
token: 230, 97, 133
time: 2.4s",
130,文学史上被称作“小李杜”的是杜牧和谁,李白,李商隐,李煜,李贺,B,"answer: right
token: 88, 87, 1
time: 0.5s",,"answer: right
token: 88, 87, 1
time: 0.8s","answer: right
token: 81, 80, 1
time: 0.7s",,,,"answer: right
token: 106, 102, 4
time: 0.8s",
131,《红楼梦》是我国古代著名的长篇小说之一，它的别名是,《西游记》,《金陵记》,《搜神记》,《石头记》,B,"answer: wrong (D)
token: 103, 96, 7
time: 0.6s",,"answer: wrong (D)
token: 97, 96, 1
time: 0.7s","answer: wrong (D)
token: 93, 92, 1
time: 0.5s",,,,"answer: wrong (D)
token: 122, 118, 4
time: 1.1s",
132,下列不属于汉字造字法的是,象形,图示,会意,形声,B,"answer: right
token: 79, 78, 1
time: 0.6s",,"answer: right
token: 79, 78, 1
time: 0.8s","answer: right
token: 75, 74, 1
time: 0.7s",,,,"answer: right
token: 197, 89, 108
time: 1.3s",
133,按要求朗读，重音标示错误的一组是,吴昊喜欢踢足球。（不讨厌踢足球）,这是我的语文书（不是别人的）,今年我上五年级。（不是明年）,南京是江苏省的省会（其它的城市不是）,C,"answer: wrong (A)
token: 114, 113, 1
time: 2.0s",,"answer: wrong (A)
token: 114, 113, 1
time: 1.6s","answer: wrong (A)
token: 111, 110, 1
time: 0.6s",,,,"answer: wrong (A)
token: 494, 156, 338
time: 3.1s",
134,下列古代名曲哪一首是琵琶曲,赛马,二泉映月,高山流水,十面埋伏,D,"answer: right
token: 94, 87, 7
time: 0.6s",,"answer: right
token: 88, 87, 1
time: 0.8s","answer: right
token: 82, 81, 1
time: 0.7s",,,,"answer: right
token: 185, 104, 81
time: 1.9s",
135,“负荆请罪”的“荆”字我不认识，那么我应该用哪种查字法来查。,数笔画查字法,音序查字法,随便哪一种,部首查字法,D,"answer: right
token: 115, 106, 9
time: 0.3s",,"answer: right
token: 107, 106, 1
time: 1.4s","answer: right
token: 102, 101, 1
time: 0.4s",,,,"answer: right
token: 381, 124, 257
time: 2.6s",
136,“杏林”指代的是,医学界,教育界,商界,官场,A,"answer: right
token: 79, 78, 1
time: 0.3s",,"answer: right
token: 79, 78, 1
time: 2.3s","answer: right
token: 72, 71, 1
time: 0.5s",,,,"answer: right
token: 90, 86, 4
time: 1.1s",
137,“红娘”今指代为爱情牵线搭桥的人，请问她最早出现在哪部文学作品中,元稹的《莺莺传》,班固的《两都赋》,王实甫的《西厢记》,张衡的《二京赋》,A,"answer: right
token: 122, 121, 1
time: 0.3s",,"answer: right
token: 122, 121, 1
time: 1.2s","answer: wrong (C)
token: 115, 114, 1
time: 0.8s",,,,"answer: right
token: 264, 146, 118
time: 1.9s",
138,“七月流火，九月授衣”，其中“七月流火”指的是,天气逐渐升温,流星异常出现,天气渐渐转凉,天气炎热似火,C,"answer: right
token: 105, 97, 8
time: 0.3s",,"answer: right
token: 98, 97, 1
time: 0.7s","answer: right
token: 95, 94, 1
time: 0.4s",,,,"answer: right
token: 210, 121, 89
time: 1.6s",
139,“问世间情为何物，直教生死相许”这句诗是谁写的,元好问,柳永,辛弃疾,晏殊,B,"answer: wrong (A)
token: 92, 91, 1
time: 0.3s",,"answer: wrong (A)
token: 92, 91, 1
time: 1.5s","answer: wrong (A)
token: 88, 87, 1
time: 0.8s",,,,"answer: wrong (A)
token: 112, 108, 4
time: 0.8s",
140,“老吾老以及人之老”是中华民族的传统美德，这句话是谁最早提出的,孔子,孟子,墨子,韩非子,B,"answer: right
token: 96, 91, 5
time: 0.3s",,"answer: right
token: 92, 91, 1
time: 0.8s","answer: right
token: 87, 86, 1
time: 0.8s",,,,"answer: right
token: 179, 113, 66
time: 1.5s",
141,下列字中跟“龄”字造字方法不一样的字是,休,园,蝴,堡,C,"answer: wrong (A)
token: 84, 83, 1
time: 0.3s",,"answer: wrong (A)
token: 84, 83, 1
time: 0.6s","answer: wrong (A)
token: 79, 78, 1
time: 0.6s",,,,"answer: wrong (A)
token: 304, 96, 208
time: 2.7s",
142,下列选项中与“亡羊补牢”意思最接近的是,失之东隅，收之桑榆,往者不可谏，来者犹可追,人无远虑，必有近忧,祸兮，福之所倚，福兮，祝之所伏,B,"answer: right
token: 132, 119, 13
time: 0.3s",,"answer: right
token: 120, 119, 1
time: 0.5s","answer: right
token: 116, 115, 1
time: 0.7s",,,,"answer: right
token: 151, 147, 4
time: 0.7s",
143,古代宫殿大门前成对的石狮一般都是,左雌右雄,都是雌性,都是雄性,左雄右雌,D,"answer: right
token: 97, 90, 7
time: 0.3s",,"answer: right
token: 91, 90, 1
time: 0.6s","answer: right
token: 86, 85, 1
time: 0.8s",,,,"answer: right
token: 207, 109, 98
time: 1.6s",
144,"下列各组成语中""差""的意义与读音相同的一组是",一念之差 一差二错 毫无差别,差之毫厘 参差不齐 差三错四,屡出差错 毫无差别 差强人意,鬼使神差 钦差大臣 应付差事,D,"answer: right
token: 136, 135, 1
time: 0.2s",,"answer: right
token: 136, 135, 1
time: 1.1s","answer: right
token: 126, 125, 1
time: 0.8s",,,,"answer: wrong (C)
token: 639, 156, 483
time: 3.8s",
145,“金戈铁马，气吞万里如虎“是谁的词句,岳飞,李清照,白居易,辛弃疾,D,"answer: right
token: 96, 90, 6
time: 0.3s",,"answer: right
token: 91, 90, 1
time: 1.3s","answer: wrong (A)
token: 85, 84, 1
time: 0.7s",,,,"answer: right
token: 110, 106, 4
time: 0.9s",
146,“这件事你不能不做。”这句话的意思是,你一定要做。,你不能做。,你不可以做也可以不做。,你可以不做。,A,"answer: right
token: 85, 84, 1
time: 0.3s",,"answer: right
token: 85, 84, 1
time: 0.7s","answer: right
token: 83, 82, 1
time: 0.7s",,,,"answer: right
token: 152, 113, 39
time: 1.8s",
147,古人用“父母教，须敬听；父母责，须顺承”来劝谕人们要尊敬父母，这句话出自,《百家姓》,《弟子规》,《三字经》,《千字文》,B,"answer: right
token: 110, 109, 1
time: 0.2s",,"answer: right
token: 110, 109, 1
time: 1.1s","answer: right
token: 102, 101, 1
time: 0.6s",,,,"answer: right
token: 230, 132, 98
time: 2.9s",
148,括号中词语在句中含贬义色彩的是,在乌云和大海之间，海燕像黑色的闪电，在(高傲)地飞翔。,对同志对人民不是(满腔热情)，而是冷冷清清，漠不关心，麻木不仁。,也有解散辫子，盘得平的，除下帽来，(油光可鉴)，宛如小姑娘的发髻一般，还要将脖子扭几扭。实在标致极了。,我喜欢海，(溺爱)着海，尤其是潮来的时候。,C,"answer: right
token: 172, 171, 1
time: 0.2s",,"answer: right
token: 172, 171, 1
time: 1.7s","answer: wrong (B)
token: 179, 178, 1
time: 0.7s",,,,"answer: wrong (A)
token: 633, 247, 386
time: 3.9s",
149,中国古代最大的一部百科全书是,《西游记》,《四库全书》,《永乐大典》,《三国演义》,C,"answer: right
token: 101, 92, 9
time: 0.4s",,"answer: right
token: 93, 92, 1
time: 0.6s","answer: right
token: 87, 86, 1
time: 0.7s",,,,"answer: right
token: 110, 106, 4
time: 0.9s",
150,古代有很多姓氏都来源于官职，司马的职能是什么,水利,军政,农耕,养马,B,"answer: right
token: 87, 86, 1
time: 0.2s",,"answer: right
token: 87, 86, 1
time: 0.9s","answer: right
token: 83, 82, 1
time: 0.8s",,,,"answer: right
token: 134, 101, 33
time: 1.3s",
151,秦始皇统一中国后，将全国文字统一成了下面哪一种,小篆,鸟虫文,行书,楷书,A,"answer: right
token: 90, 89, 1
time: 0.3s",,"answer: right
token: 90, 89, 1
time: 5.8s","answer: right
token: 82, 81, 1
time: 0.6s",,,,"answer: right
token: 162, 108, 54
time: 1.3s",
152,我国古代对于年龄有很多独特的称呼，其中满一百岁被称为,古稀,耄耋,花甲,期颐,D,"answer: right
token: 92, 87, 5
time: 0.3s",,"answer: right
token: 88, 87, 1
time: 0.9s","answer: right
token: 80, 79, 1
time: 0.7s",,,,"answer: right
token: 114, 110, 4
time: 0.7s",
153,下面四位都是我国唐朝杰出的诗人，其中号称“诗圣”的是,李白,杜甫,王维,白居易,B,"answer: right
token: 90, 89, 1
time: 0.5s",,"answer: right
token: 90, 89, 1
time: 2.1s","answer: right
token: 86, 85, 1
time: 0.8s",,,,"answer: right
token: 115, 111, 4
time: 1.1s",
154,“美”字最初的含义是,土地里生长的花朵,羊大即为美,戴着头饰站立的人,远方茂盛的森林,C,"answer: right
token: 102, 93, 9
time: 0.8s",,"answer: wrong (B)
token: 94, 93, 1
time: 1.4s","answer: right
token: 92, 91, 1
time: 0.5s",,,,"answer: right
token: 115, 111, 4
time: 0.8s",
155,下列字形正确的一组是,遵敬,一丝不苟,署假,锻练,B,"answer: right
token: 82, 81, 1
time: 0.5s",,"answer: right
token: 82, 81, 1
time: 0.5s","answer: right
token: 77, 76, 1
time: 0.7s",,,,"answer: right
token: 97, 93, 4
time: 0.7s",
156,下列哪部著作的成书时间最长,《徐霞客游记》,《天工开物》,《梦溪笔谈》,《说文解字》,A,"answer: right
token: 98, 97, 1
time: 0.5s",,"answer: right
token: 98, 97, 1
time: 0.7s","answer: wrong (D)
token: 92, 91, 1
time: 0.5s",,,,"answer: right
token: 342, 113, 229
time: 2.5s",
157,下列词的字形错误的一组是,桥梁,资态,漂流,侮辱,A,"answer: wrong (B)
token: 83, 82, 1
time: 1.0s",,"answer: wrong (B)
token: 83, 82, 1
time: 0.6s","answer: wrong (B)
token: 78, 77, 1
time: 0.8s",,,,"answer: wrong (B)
token: 183, 93, 90
time: 1.3s",
