id,source,domain,question_type,question,options,answer,reasoning_required,notes,Qwen Flash,Qwen Plus,Qwen3 max,Gemini 2.5 Flash Lite,Gemini 3 Flash,Gemini 3 Pro,Claude Sonnet 4.5,Claude Haiku 4.5,Claude Opus 4.5
045,Logic-Bench,logic,fill_blank,“当且仅当”表示逻辑上的________关系。,{},充要条件,high,概念精度,"answer: wrong (等价)
token: 46, 44, 2
time: 0.3s","answer: right
token: 47, 44, 3
time: 3.8s","answer: wrong (充要)
token: 46, 44, 2
time: 1.5s","answer: wrong (等价)
token: 43, 41, 2
time: 0.9s","answer: wrong (充分必要)
token: 727, 41, 2
time: 4.9s",,"answer: wrong (充分必要条件)
token: 65, 55, 10
time: 2.7s","answer: right
token: 63, 55, 8
time: 0.7s","answer: wrong (充分必要条件)
token: 65, 55, 10
time: 2.4s"
046,Logic-Bench,logic,fill_blank,肯定后件推理在逻辑上属于________。,{},无效推理,high,逻辑陷阱,"answer: wrong (有效推理)
token: 47, 45, 2
time: 0.2s","answer: right
token: 47, 45, 2
time: 1.6s","answer: wrong (形式谬误)
token: 48, 45, 3
time: 1.5s","answer: wrong (充分条件假言推理)
token: 45, 40, 5
time: 1.2s","answer: wrong (形式谬误)
token: 370, 40, 3
time: 2.9s",,"answer: wrong (形式谬误)
token: 63, 54, 9
time: 2.7s","answer: wrong (非形式谬误

或

形式谬误

或

谬误)
token: 78, 54, 24
time: 0.9s","answer: right
token: 62, 54, 8
time: 2.0s"
047,Logic-Bench,logic,fill_blank,命题 P→Q 的逆命题是：________。,{},Q→P,high,命题变换,"answer: right
token: 49, 46, 3
time: 0.3s","answer: right
token: 49, 46, 3
time: 1.2s","answer: right
token: 49, 46, 3
time: 1.2s","answer: wrong (¬P→¬Q)
token: 48, 43, 5
time: 1.2s","answer: right
token: 146, 43, 3
time: 1.7s",,"answer: right
token: 59, 53, 6
time: 2.5s","answer: right
token: 59, 53, 6
time: 0.8s","answer: right
token: 59, 53, 6
time: 2.2s"
048,Logic-Bench,logic,fill_blank,若一个命题与其否定不能同时为真，该命题满足________律。,{},矛盾,high,逻辑基本律,"answer: right
token: 49, 48, 1
time: 0.2s","answer: wrong (排中律)
token: 51, 48, 3
time: 1.4s","answer: wrong (矛盾律)
token: 50, 48, 2
time: 1.0s","answer: wrong (排中)
token: 49, 47, 2
time: 0.9s","answer: wrong (矛盾律)
token: 273, 47, 2
time: 1.8s",,"answer: wrong (矛盾律)
token: 70, 61, 9
time: 3.1s","answer: wrong (排中律（或非矛盾律）)
token: 77, 61, 16
time: 0.9s","answer: right
token: 69, 61, 8
time: 2.5s"
049,Logic-Bench,logic,fill_blank,“并非 (P 且 Q)” 等价于：________。,{},非 P 或非 Q,high,德摩根,"answer: wrong (非P 或 非Q)
token: 55, 48, 7
time: 0.3s","answer: wrong (非P 或 非Q)
token: 55, 48, 7
time: 1.0s","answer: wrong (非P 或 非Q)
token: 55, 48, 7
time: 7.1s","answer: wrong (¬P ∨ ¬Q)
token: 49, 43, 6
time: 0.9s","answer: wrong ((非 P) 或 (非 Q))
token: 212, 43, 9
time: 1.9s",,"answer: wrong (非P 或 非Q)
token: 65, 54, 11
time: 3.0s","answer: wrong ((非P) 或 (非Q))
token: 68, 54, 14
time: 1.1s","answer: wrong (非P 或 非Q)
token: 65, 54, 11
time: 2.9s"
050,Logic-Bench,logic,fill_blank,逻辑上，“必要条件但非充分条件”意味着：________。,{},没有它一定不成立，有它未必成立,high,文字精确性,"answer: wrong (必要条件但非充分条件意味着：若该条件不成立，则结论一定不成立；但该条件成立时，结论也不一定成立。)
token: 77, 47, 30
time: 0.5s","answer: wrong (有它不一定能推出结果，但没有它结果一定不成立。)
token: 62, 47, 15
time: 2.9s","answer: wrong (有之未必成，无之必不成)
token: 56, 47, 9
time: 8.8s","answer: wrong (A ⇒ B 且 ¬(B ⇒ A))
token: 55, 44, 11
time: 1.0s","answer: wrong (有之不必然，无之必不然。)
token: 1024, 44, 10
time: 7.5s",,"answer: wrong (有之不必然，无之必不然)
token: 76, 61, 15
time: 2.7s","answer: wrong (如果P是Q的必要条件但非充分条件，则：Q⇒P，但P⇏Q

或表述为：没有P就没有Q，但有P不一定有Q)
token: 118, 61, 57
time: 1.4s","answer: wrong (有之不必然，无之必不然)
token: 76, 61, 15
time: 2.5s"
051,GAOKAO-Bench,math,fill_blank,若函数在区间上单调递增，则其导数在该区间内________。,{},大于等于零,high,趋势判断,"answer: right
token: 53, 50, 3
time: 0.3s","answer: right
token: 53, 50, 3
time: 2.5s","answer: wrong (大于或等于零)
token: 54, 50, 4
time: 7.0s","answer: wrong (非负)
token: 50, 48, 2
time: 0.9s","answer: wrong (大于等于0)
token: 318, 48, 3
time: 2.3s",,"answer: right
token: 69, 60, 9
time: 2.5s","answer: right
token: 69, 60, 9
time: 0.8s","answer: wrong (大于或等于零)
token: 70, 60, 10
time: 2.6s"
052,GAOKAO-Bench,math,fill_blank,"已知 cosθ=1/2，θ∈[0,π]，则 θ=？",{},π/3,high,三角反推,"answer: right
token: 58, 55, 3
time: 0.2s","answer: right
token: 58, 55, 3
time: 1.1s","answer: right
token: 58, 55, 3
time: 1.5s","answer: right
token: 52, 49, 3
time: 1.0s","answer: right
token: 379, 49, 3
time: 3.0s",,"answer: right
token: 70, 64, 6
time: 2.5s","answer: right
token: 70, 64, 6
time: 0.8s","answer: right
token: 70, 64, 6
time: 2.3s"
053,GAOKAO-Bench,math,fill_blank,若矩形周长固定，则面积最大时该矩形为________。,{},正方形,high,极值思想,"answer: right
token: 50, 48, 2
time: 0.5s","answer: right
token: 50, 48, 2
time: 0.7s","answer: right
token: 50, 48, 2
time: 0.7s","answer: right
token: 48, 46, 2
time: 1.0s","answer: right
token: 318, 46, 2
time: 2.6s",,"answer: right
token: 66, 59, 7
time: 2.5s","answer: right
token: 66, 59, 7
time: 1.1s","answer: right
token: 66, 59, 7
time: 1.4s"
054,GAOKAO-Bench,math,fill_blank,集合 {x|x²≥1} 可表示为：________。,{},"(-∞,-1]∪[1,∞)",high,集合表达,"answer: wrong ((-∞, -1] ∪ [1, +∞))
token: 64, 50, 14
time: 0.3s","answer: wrong ({x|x≤-1 或 x≥1})
token: 60, 50, 10
time: 2.0s","answer: wrong ((-∞, -1] ∪ [1, +∞))
token: 64, 50, 14
time: 2.0s","answer: wrong ((-∞, -1] ∪ [1, ∞))
token: 58, 45, 13
time: 1.0s","answer: wrong ((-∞, -1] ∪ [1, +∞))
token: 354, 45, 14
time: 2.7s",,"answer: wrong ({x|x≤-1或x≥1})
token: 74, 57, 17
time: 2.6s","answer: wrong ({x|x≤-1 或 x≥1} 或 (-∞,-1]∪[1,+∞))
token: 94, 57, 37
time: 1.4s","answer: wrong ({x|x≤-1或x≥1})
token: 74, 57, 17
time: 2.3s"
055,GAOKAO-Bench,math,fill_blank,若抛物线开口向上，则二次项系数 a 的符号是________。,{},正,high,基本判断,"answer: right
token: 49, 48, 1
time: 0.3s","answer: right
token: 49, 48, 1
time: 1.5s","answer: right
token: 49, 48, 1
time: 1.1s","answer: right
token: 47, 46, 1
time: 0.6s","answer: wrong (正号（或：正）)
token: 247, 46, 7
time: 2.1s",,"answer: right
token: 67, 62, 5
time: 2.4s","answer: right
token: 67, 62, 5
time: 1.0s","answer: wrong (a > 0)
token: 69, 62, 7
time: 2.9s"
056,GAOKAO-Bench,math,fill_blank,概率的取值范围是：________。,{},"[0,1]",high,定义边界,"answer: wrong (0到1之间（包括0和1）)
token: 53, 43, 10
time: 0.3s","answer: wrong (0到1之间)
token: 47, 43, 4
time: 0.7s","answer: wrong ([0, 1])
token: 49, 43, 6
time: 0.9s","answer: wrong (0到1)
token: 42, 39, 3
time: 1.6s","answer: wrong ([0, 1])
token: 276, 39, 6
time: 2.1s",,"answer: right
token: 56, 48, 8
time: 2.6s","answer: wrong ([0, 1])
token: 57, 48, 9
time: 1.8s","answer: right
token: 56, 48, 8
time: 1.5s"
057,GAOKAO-Bench,math,fill_blank,若随机事件 A 的概率为 1，则事件 A 为________事件。,{},必然,high,概率概念,"answer: right
token: 50, 49, 1
time: 0.2s","answer: wrong (必然事件)
token: 51, 49, 2
time: 1.3s","answer: right
token: 50, 49, 1
time: 0.8s","answer: right
token: 47, 46, 1
time: 0.5s","answer: right
token: 322, 46, 1
time: 2.3s",,"answer: wrong (必然事件)
token: 71, 63, 8
time: 2.4s","answer: wrong (必然事件)
token: 71, 63, 8
time: 0.9s","answer: right
token: 69, 63, 6
time: 1.3s"
058,GAOKAO-Bench,math,fill_blank,向量数量积为 0，说明两个向量________。,{},垂直,high,向量性质,"answer: right
token: 48, 47, 1
time: 0.2s","answer: right
token: 48, 47, 1
time: 1.1s","answer: right
token: 48, 47, 1
time: 0.8s","answer: wrong (相互垂直)
token: 44, 42, 2
time: 1.4s","answer: right
token: 367, 42, 1
time: 2.5s",,"answer: wrong (垂直或至少有一个是零向量)
token: 71, 54, 17
time: 3.1s","answer: wrong (垂直（或正交）)
token: 66, 54, 12
time: 1.2s","answer: right
token: 61, 54, 7
time: 1.5s"
059,GAOKAO-Bench,math,fill_blank,若 sin²x+cos²x=________。,{},1,high,恒等式,"answer: right
token: 44, 43, 1
time: 0.2s","answer: right
token: 44, 43, 1
time: 2.7s","answer: right
token: 44, 43, 1
time: 7.0s","answer: right
token: 41, 40, 1
time: 0.3s","answer: right
token: 153, 40, 1
time: 1.8s",,"answer: right
token: 54, 49, 5
time: 2.4s","answer: right
token: 54, 49, 5
time: 0.8s","answer: right
token: 54, 49, 5
time: 2.8s"
060,GAOKAO-Bench,math,fill_blank,函数的定义域是使函数________的自变量集合。,{},有意义,high,概念准确,"answer: right
token: 47, 46, 1
time: 0.2s","answer: right
token: 47, 46, 1
time: 0.8s","answer: right
token: 47, 46, 1
time: 0.8s","answer: right
token: 44, 42, 2
time: 0.4s","answer: right
token: 245, 42, 2
time: 2.0s",,"answer: right
token: 62, 55, 7
time: 2.8s","answer: right
token: 62, 55, 7
time: 0.8s","answer: right
token: 62, 55, 7
time: 1.4s"
061,GAOKAO-Bench,physics,fill_blank,牛顿第一定律描述的是物体的________状态。,{},惯性,high,定律理解,"answer: wrong (静止或匀速直线运动)
token: 51, 44, 7
time: 0.2s","answer: right
token: 46, 44, 2
time: 2.0s","answer: right
token: 46, 44, 2
time: 7.1s","answer: wrong (静止或匀速直线运动)
token: 47, 40, 7
time: 0.6s","answer: wrong (运动)
token: 672, 40, 1
time: 5.1s",,"answer: wrong (运动)
token: 62, 56, 6
time: 2.9s","answer: wrong (运动)
token: 62, 56, 6
time: 0.7s","answer: right
token: 63, 56, 7
time: 2.1s"
062,GAOKAO-Bench,physics,fill_blank,压强等于________除以受力面积。,{},压力,high,定义,"answer: right
token: 45, 44, 1
time: 0.2s","answer: right
token: 45, 44, 1
time: 0.6s","answer: right
token: 45, 44, 1
time: 1.4s","answer: right
token: 41, 40, 1
time: 0.7s","answer: right
token: 161, 40, 1
time: 1.6s",,"answer: right
token: 55, 49, 6
time: 2.5s","answer: wrong (压强等于**压力**除以受力面积。)
token: 68, 49, 19
time: 1.0s","answer: right
token: 55, 49, 6
time: 2.0s"
063,GAOKAO-Bench,physics,fill_blank,光在真空中的传播速度是________。,{},c,high,物理常量,"answer: wrong (3×10⁸ m/s)
token: 50, 42, 8
time: 0.3s","answer: wrong (3×10⁸米/秒)
token: 51, 42, 9
time: 1.4s","answer: wrong (3×10⁸ 米/秒)
token: 52, 42, 10
time: 1.9s","answer: wrong (3x10^8 米/秒)
token: 47, 38, 9
time: 0.7s","answer: wrong (3×10⁸m/s)
token: 451, 38, 8
time: 3.3s",,"answer: wrong (3×10⁸米/秒)
token: 64, 50, 14
time: 2.5s","answer: wrong (3×10⁸ m/s（或 299792458 m/s）)
token: 75, 50, 25
time: 1.0s","answer: wrong (3×10⁸m/s)
token: 63, 50, 13
time: 2.5s"
064,GAOKAO-Bench,physics,fill_blank,电功率等于电压与________的乘积。,{},电流,high,公式理解,"answer: right
token: 44, 43, 1
time: 0.2s","answer: right
token: 44, 43, 1
time: 1.0s","answer: right
token: 44, 43, 1
time: 1.2s","answer: right
token: 40, 39, 1
time: 0.6s","answer: right
token: 168, 39, 1
time: 1.6s",,"answer: right
token: 57, 51, 6
time: 2.8s","answer: right
token: 57, 51, 6
time: 0.9s","answer: right
token: 57, 51, 6
time: 2.2s"
065,GAOKAO-Bench,physics,fill_blank,物体速度变化越快，其加速度________。,{},越大,high,定性判断,"answer: right
token: 46, 45, 1
time: 0.2s","answer: right
token: 46, 45, 1
time: 0.9s","answer: right
token: 46, 45, 1
time: 0.9s","answer: right
token: 41, 40, 1
time: 0.7s","answer: right
token: 222, 40, 1
time: 2.1s",,"answer: right
token: 58, 52, 6
time: 2.7s","answer: right
token: 58, 52, 6
time: 1.8s","answer: right
token: 58, 52, 6
time: 1.5s"
066,GAOKAO-Bench,chemistry,fill_blank,化学反应中生成新物质的过程称为________。,{},化学变化,high,基本概念,"answer: wrong (化学反应)
token: 46, 44, 2
time: 0.2s","answer: right
token: 46, 44, 2
time: 2.1s","answer: right
token: 46, 44, 2
time: 1.0s","answer: right
token: 41, 39, 2
time: 1.6s","answer: right
token: 337, 39, 2
time: 2.7s",,"answer: right
token: 62, 54, 8
time: 2.6s","answer: wrong (化学反应)
token: 62, 54, 8
time: 0.7s","answer: right
token: 62, 54, 8
time: 1.4s"
067,GAOKAO-Bench,chemistry,fill_blank,溶液中溶质质量分数等于溶质质量除以________。,{},溶液质量,high,定义,"answer: wrong (溶液总质量)
token: 52, 49, 3
time: 0.2s","answer: right
token: 51, 49, 2
time: 0.6s","answer: right
token: 51, 49, 2
time: 1.1s","answer: right
token: 46, 44, 2
time: 0.7s","answer: right
token: 217, 44, 2
time: 2.1s",,"answer: right
token: 68, 59, 9
time: 3.6s","answer: right
token: 68, 59, 9
time: 0.9s","answer: right
token: 68, 59, 9
time: 2.7s"
068,GAOKAO-Bench,chemistry,fill_blank,常见的氧化剂在反应中通常________电子。,{},得到,high,氧化还原,"answer: wrong (获得)
token: 47, 46, 1
time: 0.2s","answer: right
token: 47, 46, 1
time: 0.7s","answer: right
token: 47, 46, 1
time: 2.8s","answer: right
token: 41, 40, 1
time: 0.7s","answer: right
token: 173, 40, 1
time: 1.7s",,"answer: right
token: 61, 55, 6
time: 2.4s","answer: wrong (获得)
token: 61, 55, 6
time: 0.9s","answer: right
token: 61, 55, 6
time: 3.8s"
069,GAOKAO-Bench,chemistry,fill_blank,原子核外电子层数决定元素的________。,{},周期,high,周期表规律,"answer: right
token: 47, 46, 1
time: 0.2s","answer: wrong (周期数)
token: 48, 46, 2
time: 0.7s","answer: right
token: 47, 46, 1
time: 0.8s","answer: wrong (化学性质)
token: 41, 39, 2
time: 0.6s","answer: right
token: 202, 39, 1
time: 1.9s",,"answer: right
token: 58, 52, 6
time: 2.3s","answer: wrong (化学性质)
token: 60, 52, 8
time: 0.7s","answer: wrong (周期数)
token: 59, 52, 7
time: 3.7s"
070,GAOKAO-Bench,chemistry,fill_blank,水在标准状况下是________状态。,{},液态,high,条件限定,"answer: right
token: 45, 43, 2
time: 0.2s","answer: right
token: 45, 43, 2
time: 0.5s","answer: right
token: 45, 43, 2
time: 2.8s","answer: wrong (液)
token: 39, 38, 1
time: 0.6s","answer: right
token: 574, 38, 2
time: 3.8s",,"answer: right
token: 55, 49, 6
time: 2.6s","answer: right
token: 55, 49, 6
time: 0.7s","answer: wrong (液)
token: 54, 49, 5
time: 3.4s"
071,Logic-Bench,logic,fill_blank,“所有”“有的”“至少一个”都属于________词。,{},量词,high,术语,"answer: right
token: 49, 47, 2
time: 0.3s","answer: right
token: 49, 47, 2
time: 0.4s","answer: right
token: 49, 47, 2
time: 1.8s","answer: right
token: 44, 42, 2
time: 0.7s","answer: right
token: 279, 42, 2
time: 2.2s",,"answer: right
token: 60, 54, 6
time: 2.8s","answer: right
token: 60, 54, 6
time: 1.3s","answer: wrong (量)
token: 59, 54, 5
time: 3.4s"
072,Logic-Bench,logic,fill_blank,反证法的核心是假设结论为________。,{},假,high,证明方法,"answer: right
token: 44, 43, 1
time: 0.2s","answer: right
token: 44, 43, 1
time: 0.4s","answer: right
token: 44, 43, 1
time: 0.7s","answer: right
token: 40, 39, 1
time: 0.6s","answer: right
token: 1323, 39, 1
time: 8.8s",,"answer: right
token: 56, 51, 5
time: 2.9s","answer: right
token: 56, 51, 5
time: 0.8s","answer: right
token: 56, 51, 5
time: 3.3s"
073,Logic-Bench,logic,fill_blank,一个命题要么为真要么为假，体现了________律。,{},排中,high,逻辑定律,"answer: wrong (二值)
token: 48, 46, 2
time: 0.2s","answer: wrong (排中律)
token: 49, 46, 3
time: 0.5s","answer: wrong (排中律)
token: 49, 46, 3
time: 0.5s","answer: right
token: 46, 44, 2
time: 0.8s","answer: wrong (排中律)
token: 177, 44, 3
time: 1.7s",,"answer: wrong (排中律)
token: 63, 56, 7
time: 2.7s","answer: wrong (排中律)
token: 63, 56, 7
time: 1.2s","answer: right
token: 62, 56, 6
time: 2.2s"
074,Logic-Bench,logic,fill_blank,若 P 与 Q 互为充要条件，则 P→Q 与 Q→P 都为________。,{},真,high,等价命题,"answer: right
token: 58, 57, 1
time: 0.4s","answer: right
token: 58, 57, 1
time: 2.1s","answer: right
token: 58, 57, 1
time: 1.3s","answer: right
token: 53, 52, 1
time: 0.6s","answer: wrong (真命题)
token: 331, 52, 3
time: 2.9s",,"answer: wrong (真命题)
token: 75, 68, 7
time: 2.6s","answer: wrong (真命题)
token: 75, 68, 7
time: 0.9s","answer: right
token: 73, 68, 5
time: 1.4s"
075,Logic-Bench,logic,fill_blank,逻辑上，“除非 P，否则 Q”等价于：________。,{},如果非 P，则 Q,high,自然语言转换,"answer: wrong (P 或 Q)
token: 51, 48, 3
time: 0.3s","answer: wrong (P ∨ Q)
token: 52, 48, 4
time: 2.3s","answer: wrong (如果非P，则Q)
token: 53, 48, 5
time: 1.2s","answer: wrong (非P则Q)
token: 49, 45, 4
time: 0.9s","answer: wrong ($\neg P \to Q$)
token: 1597, 45, 6
time: 9.8s",,"answer: wrong (非P → Q 或 Q ∨ P)
token: 77, 60, 17
time: 2.9s","answer: wrong (P 或 Q)
token: 68, 60, 8
time: 1.3s","answer: wrong (非P→Q)
token: 68, 60, 8
time: 3.3s"
076,Logic-Bench,logic,fill_blank,“并非 P 或 Q”的等价形式是：________。,{},非 P 且非 Q,high,德摩根,"answer: wrong (P 且非 Q)
token: 50, 45, 5
time: 0.3s","answer: wrong (非P 且 非Q)
token: 53, 45, 8
time: 1.3s","answer: wrong (¬P 且 ¬Q)
token: 51, 45, 6
time: 1.5s","answer: wrong (非 P 且 非 Q)
token: 49, 43, 6
time: 1.1s","answer: wrong (非 P 且 非 Q)
token: 261, 43, 6
time: 2.7s",,"answer: wrong (非P且非Q)
token: 64, 55, 9
time: 2.5s","answer: wrong (""非P 且非Q""（或""¬P ∧ ¬Q""）)
token: 82, 55, 27
time: 1.6s","answer: wrong (非P且非Q)
token: 64, 55, 9
time: 3.1s"
077,Logic-Bench,logic,fill_blank,演绎推理要求结论在前提为真时必然________。,{},为真,high,推理性质,"answer: right
token: 49, 47, 2
time: 0.3s","answer: right
token: 49, 47, 2
time: 0.4s","answer: right
token: 49, 47, 2
time: 0.8s","answer: right
token: 44, 42, 2
time: 0.8s","answer: right
token: 403, 42, 1
time: 2.8s",,"answer: right
token: 62, 56, 6
time: 2.7s","answer: right
token: 62, 56, 6
time: 0.8s","answer: right
token: 62, 56, 6
time: 1.8s"
078,Logic-Bench,logic,fill_blank,类比推理属于________推理。,{},或然,high,推理类型,"answer: wrong (类比推理属于归纳推理。)
token: 46, 39, 7
time: 0.3s","answer: wrong (归纳)
token: 40, 39, 1
time: 0.6s","answer: wrong (归纳)
token: 40, 39, 1
time: 0.7s","answer: wrong (演绎)
token: 37, 36, 1
time: 0.7s","answer: wrong (或然性)
token: 690, 36, 3
time: 4.8s",,"answer: wrong (归纳)
token: 54, 47, 7
time: 2.4s","answer: wrong (非演绎推理)
token: 57, 47, 10
time: 0.8s","answer: wrong (归纳)
token: 54, 47, 7
time: 3.0s"
079,Logic-Bench,logic,fill_blank,形式逻辑关注的是推理的________而非内容。,{},形式,high,核心区分,"answer: right
token: 45, 44, 1
time: 0.5s","answer: right
token: 45, 44, 1
time: 1.1s","answer: right
token: 45, 44, 1
time: 1.3s","answer: right
token: 41, 40, 1
time: 0.7s","answer: right
token: 225, 40, 1
time: 1.9s",,"answer: right
token: 62, 56, 6
time: 2.8s","answer: wrong (形式逻辑关注的是推理的**形式**而非内容。)
token: 82, 56, 26
time: 1.4s","answer: right
token: 62, 56, 6
time: 3.6s"
080,Logic-Bench,logic,fill_blank,逻辑有效性与结论的真实性之间的关系是________。,{},相互独立,high,关键理解,"answer: wrong (逻辑有效性与结论的真实性之间没有必然联系。)
token: 53, 43, 10
time: 0.3s","answer: wrong (逻辑有效性不保证结论的真实性，但若前提真实且推理有效，则结论必然真实。)
token: 62, 43, 19
time: 1.0s","answer: wrong (逻辑有效性不保证结论的真实性，仅保证前提为真时结论必然为真。)
token: 61, 43, 18
time: 2.4s","answer: wrong (必然分离)
token: 45, 43, 2
time: 0.9s","answer: wrong (逻辑有效性是结论真实性的必要条件。)
token: 1393, 43, 10
time: 8.7s",,"answer: wrong (逻辑有效性不能保证结论的真实性,只有当论证有效且前提为真时,结论才必然为真。)
token: 103, 59, 44
time: 3.6s","answer: wrong (逻辑有效性与结论的真实性之间的关系是：逻辑有效性不能保证结论的真实性。

或更完整地说：逻辑有效性是指推理形式正确，但即使推理在逻辑上有效，如果前提不真实，结论也可能不真实；只有当前提真实且推理有效时，结论才必然真实。)
token: 179, 59, 120
time: 1.9s","answer: wrong (逻辑有效性不保证结论的真实性，只保证若前提为真则结论必真)
token: 93, 59, 34
time: 2.7s"
081,GAOKAO-Bench,chinese,fill_blank,“显然”在论证中通常不应替代________。,{},论证过程,high,写作逻辑,"answer: wrong (证据)
token: 44, 43, 1
time: 0.3s","answer: wrong (证据或理由)
token: 46, 43, 3
time: 0.5s","answer: wrong (证据)
token: 44, 43, 1
time: 7.9s","answer: wrong (证据)
token: 43, 42, 1
time: 1.0s","answer: wrong (论证)
token: 396, 42, 2
time: 3.4s",,"answer: wrong (论证过程/推理过程/证明/具体论证)
token: 73, 52, 21
time: 3.1s","answer: wrong (论证)
token: 58, 52, 6
time: 0.8s","answer: wrong (论据)
token: 58, 52, 6
time: 3.6s"
082,GAOKAO-Bench,chinese,fill_blank,议论文的三要素是论点、论据和________。,{},论证,high,基础结构,"answer: right
token: 48, 47, 1
time: 0.3s","answer: right
token: 48, 47, 1
time: 0.4s","answer: right
token: 48, 47, 1
time: 0.9s","answer: right
token: 45, 43, 2
time: 0.7s","answer: right
token: 220, 43, 2
time: 1.6s",,"answer: right
token: 59, 53, 6
time: 2.5s","answer: right
token: 59, 53, 6
time: 0.6s","answer: right
token: 59, 53, 6
time: 4.0s"
083,GAOKAO-Bench,chinese,fill_blank,“可能”“必然”“未必”属于________词语。,{},情态,high,语义,"answer: right
token: 47, 45, 2
time: 0.4s","answer: wrong (副词)
token: 47, 45, 2
time: 0.6s","answer: right
token: 47, 45, 2
time: 0.6s","answer: wrong (副)
token: 42, 41, 1
time: 0.6s","answer: wrong (模态)
token: 728, 41, 2
time: 4.5s",,"answer: wrong (模态)
token: 58, 52, 6
time: 2.3s","answer: wrong (情态词语

或：语气词语)
token: 67, 52, 15
time: 1.0s","answer: wrong (模态)
token: 58, 52, 6
time: 5.0s"
084,GAOKAO-Bench,chinese,fill_blank,“全部”“部分”“至少”在语义上涉及________概念。,{},数量,high,抽象理解,"answer: right
token: 50, 49, 1
time: 0.3s","answer: wrong (量词)
token: 51, 49, 2
time: 0.5s","answer: wrong (量词)
token: 51, 49, 2
time: 1.0s","answer: wrong (量)
token: 44, 43, 1
time: 0.7s","answer: right
token: 493, 43, 1
time: 3.6s",,"answer: wrong (量化)
token: 63, 57, 6
time: 2.5s","answer: wrong (量化)
token: 63, 57, 6
time: 1.0s","answer: wrong (量化)
token: 63, 57, 6
time: 3.4s"
085,GAOKAO-Bench,chinese,fill_blank,“不排除”在逻辑上意味着________。,{},存在可能,high,政策文本常见,"answer: wrong (可能不排除)
token: 44, 41, 3
time: 0.3s","answer: wrong (可能)
token: 42, 41, 1
time: 2.0s","answer: wrong (可能)
token: 42, 41, 1
time: 0.8s","answer: wrong (可能)
token: 40, 39, 1
time: 0.7s","answer: wrong (可能)
token: 222, 39, 0
time: 1.9s",,"answer: wrong (可能)
token: 58, 52, 6
time: 2.5s","answer: wrong (可能存在)
token: 60, 52, 8
time: 1.1s","answer: wrong (可能)
token: 58, 52, 6
time: 3.4s"
086,GAOKAO-Bench,chinese,fill_blank,“原则上同意”在实际语境中往往意味着________。,{},仍有条件限制,high,语用推理,"answer: wrong (原则上同意在实际语境中往往意味着保留意见或有条件的支持。)
token: 60, 45, 15
time: 0.4s","answer: wrong (实际上不同意)
token: 47, 45, 2
time: 0.6s","answer: wrong (不同意)
token: 46, 45, 1
time: 1.2s","answer: wrong (有条件同意)
token: 46, 43, 3
time: 0.7s","answer: wrong (实际上不同意)
token: 883, 43, 3
time: 6.5s",,"answer: wrong (不同意)
token: 63, 56, 7
time: 3.0s","answer: wrong (有保留意见或暗示反对)
token: 71, 56, 15
time: 1.2s","answer: wrong (不同意)
token: 63, 56, 7
time: 3.7s"
087,GAOKAO-Bench,chinese,fill_blank,歧义产生的根本原因通常是________不明确。,{},指代或结构,high,语言分析,"answer: wrong (语义)
token: 45, 43, 2
time: 0.3s","answer: wrong (语义边界)
token: 46, 43, 3
time: 0.6s","answer: wrong (语义)
token: 45, 43, 2
time: 3.0s","answer: wrong (语义)
token: 42, 41, 1
time: 0.8s","answer: wrong (语境)
token: 581, 41, 2
time: 6.3s",,"answer: wrong (指代关系或结构层次)
token: 68, 55, 13
time: 2.6s","answer: wrong (语法结构)
token: 63, 55, 8
time: 0.7s","answer: wrong (语境)
token: 61, 55, 6
time: 4.8s"
088,GAOKAO-Bench,chinese,fill_blank,“未尝不可”在否定层级上属于________否定。,{},弱,high,语义强度,"answer: wrong (双重)
token: 46, 45, 1
time: 0.3s","answer: wrong (二级否定)
token: 47, 45, 2
time: 2.2s","answer: wrong (双重否定)
token: 47, 45, 2
time: 0.6s","answer: wrong (双重)
token: 45, 43, 2
time: 0.8s","answer: wrong (双重否定)
token: 286, 43, 3
time: 2.6s",,"answer: wrong (双重否定


(或：弱否定))
token: 72, 55, 17
time: 2.5s","answer: wrong (双重否定)
token: 63, 55, 8
time: 1.0s","answer: wrong (双重)
token: 61, 55, 6
time: 3.7s"
089,GAOKAO-Bench,chinese,fill_blank,将自然语言转为逻辑表达，首要任务是确定________。,{},量词和条件,high,形式化,"answer: wrong (语义结构)
token: 50, 47, 3
time: 0.3s","answer: wrong (谓词和量词)
token: 52, 47, 5
time: 0.7s","answer: wrong (句子的逻辑结构)
token: 51, 47, 4
time: 3.4s","answer: wrong (意图)
token: 46, 44, 2
time: 0.7s","answer: wrong (论域)
token: 2173, 44, 2
time: 13.4s",,"answer: wrong (谓词和个体词)
token: 71, 60, 11
time: 2.4s","answer: wrong (谓词和个体常项)
token: 72, 60, 12
time: 1.0s","answer: wrong (论域)
token: 66, 60, 6
time: 3.7s"
