,Question,A,B,C,D,Answer,Qwen Flash,Qwen Plus,Qwen3 max,Gemini 2.5 Flash Lite,Gemini 3 Flash,Gemini 3 Pro,Claude Sonnet 4.5,Claude Haiku 4.5,Claude Opus 4.5
38,"7．（ 3分）下列各句中加点成语的使用，全都不正确的一项是〔 3分〕（　　） 
①比赛过后 ，教练希望大家重整旗鼓 ，继续以高昂的士气 、振奋的精神 、最佳的
竞技状态，在下一届赛事中再创佳绩。  
②今年，公司加大公益广告创新力度，制作出一批画面清晰、意味深长的精品 ，
有效发挥了公益广告引领社会风尚的积极作用。  
③世界各国正大力研制实用的智能机器人，技术不断升级，创新产品层出不穷 ，
未来有望在多领域、多行业发挥更大的作用。  
④赵老师学的是冷门专业 ，当年毕业时 ，不少同学离开了该领域 ，而他守正不阿
，坚持致力于该专业的教研工作，最后硕果累累。  
⑤国家 “一带一路 ”战略的实施 ，给古丝绸之路的沿线城市带来了活力 ，很多城市
  对未来踌躇满志，跃跃欲试。  
⑥目前，快递业已经成为一个不可忽视的行业 ，快递服务虽不能说万无一失 ，但
的确为百姓生活提供了极大的便利。  
A．①③⑥  B．①④⑤  C．②③⑤  D．②④⑥",,,,,B,,,,"answer: wrong()
token: 0, 0, 0
time: 0.0s",,,,,
39,8．（ 3分）下列各句中，没有语病的一句是（ 　　）,"根据本报和部分出版机构联合开展的调查显示 ，儿童的阅读启蒙集中在 1
～2岁之间，并且阅读时长是随着年龄的增长而增加的。","为了培养学生关心他人的美德 ，我们学校决定组织开展义工服务活动 ，三
个月内要求每名学生完成 20个小时的义工服务。","在互联网时代 ，各领域发展都需要速度更快 、成本更低的信息网络 ，网络
提速降费能够推动 “互联网+”快速发展和企业广泛受益。","面对经济全球化带来的机遇和挑战，正确的选择是，充分利用一切机遇 ，
合作应对一切挑战，引导好经济全球化走向。",D,,,,"answer: wrong (C)
token: 229, 228, 1
time: 0.7s",,,,,
40,9．（ 3分）下列各句中，表达得体的一句是（ 　　）,"真是事出意外！舍弟太过顽皮，碰碎了您家这么贵重的花瓶，敬请原谅 ，
我们一定照价赔偿。","他的书法龙飞凤舞 ，引来一片赞叹 ，但落款却出了差错 ，一时又无法弥补
，只好连声道歉： “献丑，献丑！ ”","他是我最信任的朋友，头脑灵活，处事周到，每次我遇到难题写信垂询 ，
都能得到很有启发的回复。","我妻子和郭教授的内人是多年的闺蜜 ，她俩经常一起逛街 、一起旅游 ，话
多得似乎永远都说不完。",A,,,,"answer: right
token: 228, 227, 1
time: 0.6s",,,,,
41,"7．（ 3分）下列各句中加点成语的使用，全都不正确的一项是〔 3分〕（　　） 
①这是一条经典的旅游路线 ，既能让你饱览大自然巧夺天工般的美景 ，又能让你
领略多姿多彩的异域风情。  
②近年来农民收入稳步增长 ，生活条件大大改善 ，对商场里琳琅满目的高档电器
也不再望尘莫及了。  
③他在学习上坚持博学审问 ，对待工作更是兢兢业业 ，经过长时间的努力 ，终于
取得了突出的成就。  
④由于过于相信自己的能力和判断 ，不肯认真调查研究 ，他对于群众的意见总是
充耳不闻，所以常常受到大家的批评。  
⑤有的同学过去对语文学习不重视 ，到了高中才发现既要补欠账 ，又要学新知识
，被弄得左支右绌，狼狈得很。  
⑥央视《中国诗词大会 》这个温文尔雅的节目走红 ，引起社会广泛关注 ，节目中
一举夺冠的小姑娘更是成为谈论的焦点。  
  A．①②⑥  B．①③⑤  C．②③④  D．④⑤⑥",,,,,A,,,,"answer: wrong()
token: 0, 0, 0
time: 0.0s",,,,,
42,8．（ 3分）下列各句中，没有语病的一句是〔 3分〕（　　）,"截至 12月底，我院已经推出了 40多次以声光电技术打造的主题鲜明的展
览，是建院 90年来展览次数最多的一年。","书法是我国优秀的传统文化 ，近年来在教育部门大力扶持下 ，使得中小学
书法教育蓬勃发展，学生水平大幅提高。","我国传统的 “二十四节气 ”被列入《人类非物质文化遗产代表作名录 》，使
得这一古老的文明再次吸引了世人的目光。","这家公司虽然待遇一般 ，发展前景却非常好 ，很多同学都投了简历 ，但最
后公司只录取了我们学校推荐的两个名额。",C,,,,"answer: wrong (D)
token: 235, 234, 1
time: 0.7s",,,,,
43,9．（ 3分）下列各句中，表达得体的一句是〔 3分〕（　　）,"我刚在姑姑家坐下来 ，她就有事失陪了 ，我只好无聊地翻翻闲书 ，看看电
视。","这么珍贵的书您都毫不犹豫地借给我 ，太感谢了 ，我会尽快璧还 ，请您放
心。","这种壁纸是最近才研制出来的 ，环保又美观 ，贴在您家里会让寒舍增色不
少。","我们夫妇好不容易才得了这个千金 ，的确放任了些 ，以后一定对她严格要
求。",B,,,,"answer: right
token: 201, 200, 1
time: 0.6s",,,,,
44,7．（9分）阅读下面的文字，完成下列各题。 除了人会为了理想奔波迁徒以外，很多动物也有着自己 波澜壮阔 的迁徒 盛举，冬季来临，天气寒冷，食物短缺，很多动物选择集体逃离，待到春暖 花开、万物复苏再一起回来。动物迁徒是有确定路线的，它们对驻地有着自 己的坚守和执着，而不是 随遇而安 ，对于动物究竟如何确定自己的迁徙 路线，科学家一直都充满好奇，有科学家认为，迁徙动物都有独特的“助航设 施”，它们通过海岸线等作为参照，利用特殊的嗅觉和听觉等荻得方向，也有 科学家认为，迁徒动物身体中存在磁受体，可以感应地球磁场，它们有自己 的生物指南针。更有趣的是，又有科学家发现即使是室内饲养的、从未接触 过其他同伴的年轻乌鸦，也会沿着祖辈飞过的路线进行迁徙，也就是说， （ ），它们天生就知道去哪里寻找温暖的地方过冬，到目前为止，关于动 物迁徒路线确定的问题，科学家仍在 全力以赴 地进行探究，我们期待着 更加 引人入胜 的故事出现。 （1）依次填入文中横线上的成语，全都恰当的一项是  A．波澜壮阔 随波逐流 宵衣肝食 引人入胜 B．波澜壮阔 随遇而安 全力以赴 引人入胜 C．声势浩大 随遇而安 宵衣旰食 娓娓动听 D．声势浩大 随波逐流 全力以赴 娓娓动听 （2）文中画横线的句子有语病，下列修改最恰当的一项是  A．它们通过海岸线等作为参照，利用特殊的嗅觉和听觉等辨明方向。 B．它们以海岸线等作为参照，利用特殊的嗅觉和听觉等辨别方向。 C．它们以海岸线等作为参照，利用特殊的嗅觉和听觉等辨析方向。 D．它们通过海岸线等作为参照，利用特殊的嗅觉和听觉等辨识方向。（3）下列在文中括号内补写的语句，最恰当的一项是  A．迁徒的方向感已经被上一代遗传给它们。 B．它们已经从上一代遗传了迁徒的方向感。 C．迁徙的方向感已经由上一代遗传给它们。 D．上一代已经遗传给了它们迁徙的方向感。,,,,,B,,,,"answer: wrong()
token: 0, 0, 0
time: 0.0s",,,,,
45,"7．（9 分）阅读下面的文字，完成下列各题。
“大洋一号”是中国第一艘现代化的综合性远洋科学考察船，自 1995 年以来，这
艘船经历了大洋矿产资源研究开发专项的多个远洋调查航次和大陆架勘查多
个航次的任务。今年，它又完成了历时 45 天，航程 6208 海里的综合海试任
务。对不熟悉的人而言，（ ）在这里，重力和 ADCP 实验室、磁力实验室、地震实验室、综合电子实验室、地质实验室、生物基因实验室、深施和超
短基线实验室等各种实验室______。
分布在第三、四层船舱，由于船上配备了很多先进设备，人不用下水就能进行海
底勘探。比如，深海可视采样系统可以将海底微地形地貌图象传到科学考察
船上，犹如有了千里眼，海底世界可以_____，并可根据需要 ______地抓取
矿物样品和采集海底水样；深海浅层岩芯取样钻机可以在深海底比较坚硬的
岩石上钻取岩芯。
“大洋一号”的远航活动，与郑和下西洋相呼应。600 年前，伟大的航海家郑和七
下西洋，在世界航海史上留下了光辉的一页。600 年后，“大洋一号”不断进步
，_____，在《联合国海洋法公约》的法律框架下，探索海洋奥秘，开发海洋
资源，以实际行动为人类和平利用海洋作出了中国人民的贡献。
（1）文中面横线的句子有语病，下列修改最恰当的一项是",一应俱全 一览无余 易如反掌 东山再起,应有尽有 一览无余 轻而易举 再接再厉,一应俱全 一目了然 轻而易举 东山再起,应有尽有 一目了然 易如反掌 再接再厉,B,,,,"answer: right
token: 511, 510, 1
time: 0.7s",,,,,
46,"7．（9 分）阅读下面的文字，完成各题。
 戏曲既需传承也需创新，这是业内的基本共识。然而，近年来由于一些创新
尝试未收到理想效果，有人就将创新和继承对立起来，认为戏曲不必创新，
尤其是昆曲等戏曲艺术进入世界非物质文化遗产名录之后，创新在某些人那
里几乎成了贬义词。（ ）。随着时代的发展变化，戏曲艺术不断被赋
予新的内涵，如果一直国守原有形态，只强调复制和模仿，戏曲恐怕早在数
百年前就 了。突破前人、大胆创新，这是各个时代取得伟大成就的艺
术家的共性。诚如某喜剧评论家所言，没有一位 的京剧名伶是靠模仿
或重复而成就自己的。京剧大师梅兰芳，以坚定的信念和博大的胸怀为京剧
改革作出巨大贡献。他眼界开阔， ，除唱腔、表演技巧之外，还从化
妆、灯光、服装、舞蹈、剧目创作等多个方面进行了大量的探索，可谓“剧剧有创新，剧剧有新腔”。尚小云、荀慧生、于连泉等人，也是因为具有超越前
人的理想和切实的努力，不满足于停留在雷池之内 ，才能够在强大的
保守情绪的笼罩下突破藩篱，从而成为新流派的创始人。当然，戏曲的创新
必须以传承为基础，是传承中的创新，而不是眼花缭乱甚至任性妾为的创新，
才能探索出一条能够被大多数观众接受的创新之路来。 （1）下列在文中括号内补写的语句，最恰当的一项是 。 A．当代戏曲的发展，被创新精神的缺失所制约",,"而不是令人眼花缭乱甚至任性妄为的创新，这样才能探索出一条能够被大多
数观众接受的创新之路来。","而不是令人眼花缭乱甚至任性妄为的创新，才能探索出一条能够被大多数观
众接受的创新之路来。","而不是眼花缭乱甚至任性妄为的创新，这样我们才能探索出一条能够被大多
数观众接受的创新之路来。",C,,,,"answer: wrong()
token: 0, 0, 0
time: 0.0s",,,,,
47,阅读下面的文字，完成下面小题。 有一个大坑，看着很松软，有点像巧克力蛋糕——这是北京时间 2019 年 1 月 3 日上午 11 时 40 分，“嫦娥四号”传回的月背影像图带给人们的 。这张在网络上 刷屏的图片，拍自月球背面南极-艾特肯盆地中的冯·卡门撞击坑。这一盆地是在 40 亿年前 被小天体砸出来的。 到月球背面去看看，一直是人类的梦想，但由于潮汐锁定的关系，月球的自转和公转周 期几乎相等，（ ）。同样，从地球发射的电磁波也只能到达月球正面的半球，使得人类无法对欲求背面的探测器进行远程操控。这大大 了人类对于月球背面 的探索。月球正面的历史，科学家已经大致研究得清楚了，但最古老的那一段历史却是仍藏 在月球背面的深坑。此前，有关月球背面的信息主要来自遥感探测。此次，“嫦娥四号”携 带月球车在月球背面成功软着陆，是中国航天创造的有一个人类“第一次”，是中国为全人 类科技发展作出的一个重大贡献：当月球车正式开始巡视，将会有更多科学数据 地通过地月之间的中继星“鹊桥”传回地面。有关月背的研究才刚刚开始。 17. 依次填入文中横线上的词语，全都恰当的一项是 A. 遐想 限制 亢奋不已 源源不断 B. 联想 限制 亢奋不已 不绝如缕 C. 遐想 制约 兴奋不已 不绝如缕 D. 联想 制约 兴奋不已 源源不断 18. 下列填入文中括号内的语句，衔接最恰当的一项是 A. 所以无论人们何时在地球上观察月球，只有同一面的半球，即月球的正面能被看见 B. 所以无论何时观察月球，只有同一面半球，即正面的半球能被地球上的人们看见 C. 所以无论何时在地球上观察月球，人们都只能看见同一面的半球，即正面的半球 D. 所以无论何时观察月球，地球上的人们都只能看见同一面的半球，即月球的正面 19. 文中画横线的句子有语病，下列修改最恰当的一项是 A. 月球正面的历史，科学家已经大致研究清楚了，但最古老的那一段历史却仍藏在月球背 面的深坑中。 B. 月球正面的历史，科学家已经大致研究得清楚了，但最古老的那一段历史却仍藏在月球 背面的深坑中。 C. 科学家已经大致把月球正面的历史研究清楚了，但最古老的那一段历史却仍是藏在月球 背面的深坑。 D. 科学家已经大致把月球正面的历史研究得清楚了，但最古老的那一段历史却仍是藏在月球背面的深坑。,,,,,D,,,,"answer: wrong()
token: 0, 0, 0
time: 0.0s",,,,,
48,阅读下面的文字，完成下面小题。 中国画是融中国哲学思想、美学精神、绘画理念于一体的民族艺术。20 世纪以来，新 的文化思潮和艺术观念不断对中国化领域产生冲击，画家们既要突破传统观念推陈出新，又 要继承传统发扬光大中国文化精神，（ ），也造就了当今画坛的各种风格。 作为中华文化的传统瑰宝，中国画的笔墨纸砚等工具材料和表现方式有着其他画种无法 比拟的特殊性。为历代画家崇尚与传承，其伟大而完整的绘画体系，成就了一代代宗师。然 而，也正是这千百来逐渐趋于完美的绘画准则，让一些画家“长跪不起”，不敢轻易逾越雷 池，仍在使用今日的笔墨纸张道说古人程式化的话语。事实上，单凭笔墨功力，是无法成就 作品艺术灵魂的，画家能否凭借自己的生活积累和艺术感受，让传统文化内涵及现代人文精 神在画面上得到充分体现，是新时代美术创作并行不悖的艺术法则。新时代的中国画创作者， 应该以笔墨激扬时代精神，让中国画在多元共融的艺术格局中保持鲜活的生命力。 17. 下列填入文中括号内的语句，衔接最恰当的一项是 A. 这其中尺度的把握使画家对中国文化的不同理解 B. 这其中尺度的把握体现着画家对中国文化的不同理解 C. 面家对中国文化的不同理解，影响他们对其中尺度的把握 D. 画家对中国文化的不同理解使他们对其中尺度的把握不同 18. 对下列各句中的引号和文中“长跪不起”的引号，作用相同的一项是 A. 我站在山脚抬头望去，只见无数火把排成许多“之”字形，一直向山顶延伸着。 B. 父亲的话让我意识到，要打破我们父子之间这层令人悲哀的“厚壁障”太难了。 C. 著名画家徐悲鸿笔下的马，正如有的评论家所说的那样，“形神兼备，充满生机” D. 他们的做法彻底撕掉了自己“文明”的面具，真相赤裸裸地展现在大家面前。 19. 文中面横线的句子有语病，下列修改最恰当的一项是 A. 画家凭借自己的生活积累和艺术感觉，让传统文化内涵及现代人文精神在画面上得到充分体现，是新时代美术创作至关重要的艺术法则。 B. 画家能否凭借自己的生活积累和艺术感觉，让传统文化内涵及现代人文精神在画面上得 到充分呈现，是新时代美术创作并行不悖的艺术法则。 C. 画家凭借自己的生活积累和艺术感觉，让传统文化内涵及现代人文精神在画面上得到充 分呈现，是新时代美术创作并行不悖的艺术法则。 D. 画家能否凭借自己的生活积累和艺术感觉，让传统文化内涵及现代人文精神在画面上得 到充分体现，是新时代类术创作至关重要的艺术法则。,,,,,B,,,,"answer: wrong()
token: 0, 0, 0
time: 0.0s",,,,,
49,阅读下面的文字，完成下面小题。 中国传统音乐包括民间音乐、宗教音乐、文人音乐、宫廷音乐等类别，其中文人音乐的 代表主要就是古琴艺术。但随着传统文人阶层在中国的消失，古琴艺术逐渐 ，甚至被 社会遗忘。直到 2003 年，中国的古琴艺术被联合国教科文组织列入“人类口头和非物质遗 产代表作名录”，这种过去对文化有着深刻影响的艺术形式，才重新 了生机。（ ）， 但我认为这恰恰是它的一个特点。正因为古琴音量小，使得它是直接和你的心进行交流的乐 器，是最个人化的乐器。我国古代就有“琴者，心也”“琴者，禁也”的说法。“琴者，心 也”即弹琴是为了和自己的心灵对话，与大自然交流，与三五“知音”互相欣赏；“琴者， 禁也”即弹琴是为了 自己，也说明在古人心目中，琴不仅是一件乐器，也是 的 工具。 17. 依次填入文中横线上的词语，全都恰当的一项是 A. 边缘化 获得 制约 放松身心 B. 私人化 获得 制约 修身养性C. 私人化 焕发 约束 放松身心 D. 边缘化 焕发 约束 修身养性 18. 下列填入文中括号内的语句，衔接最恰当的一项是 A. 古琴的缺点是音量小，这是很多人的看法 B. 音量小作为古琴的一个缺点，被很多人所批评 C. 音量小是古琴的一个缺点，很多人都是这么认为的 D. 古琴音量小，很多人认为这是它的一个缺点 19. 文中画横线的句子有语病，下列修改最恰当的一项是 A. 正因为古琴音量小，所以使得它是直接和你的心进行交流的最个人化的乐器。 B. 正是古琴音量小，使得它是直接和你的心进行交流的乐器，是最个人化的乐器。 C. 正是音量小，使得古琴成为直接和你的心进行交流的乐器，是最个人化的乐器。 D. 正因为音量小，使得古琴成为直接和你的心进行交流的最个人化的乐器。,,,,,D,,,,"answer: wrong()
token: 0, 0, 0
time: 0.0s",,,,,
50,阅读下面的文字，完成下面小题。文化是一个民族的灵魂。五千年的中华文化体现的中华民族的精神追求，已成为中华民族区别于其他民族的精神标识。而其基本价值已积淀为中华民族的文化基因，成为中华民族的精神命脉。（）。中华文化与中华民族，中国人之所以为中国人的特性，不是生理的，而且是文化的、精神的因素；没有中华文化，中国人就不成其为中国人，中华民族就不成其为中华民族。中华文化的精神品格与价值追求，支撑了几千年来中华民族的繁衍生息和______，今天仍然是而且未来必将还是我们发展壮大的强大精神力量。中华文化的精神特质就是我们今天要大力弘扬的“中国精神”，而弘扬中国精神，是凝聚中国力量、走稳中国道路的关键。没有中华文化的 ，就没有中华民族的伟大复兴。放到世界文明史中看，中华民族创造的的中华文化具有独特的文化传统，独特的价值体系，独特的民族色彩，独特的历史进程，其长期的演化过程造就了我们的文化认同，赋予我们生命力和创造力，也决定了我们独特的发展路径。17. 下列在文中括号内补写的语句，最恰当的一项是（ ）A. 传承中华文化就是维系中华民族的精神命脉B. 传承中华文化必须维系中华民族的精神命脉C. 维系中华民族的精神命脉就是传承中华文化D. 维系中华民族的精神命脉就能传承中华文化18. 依次填入文中横线上的词语，全都恰当的一项是（ ） A 一脉相承 薪火相传 博大精深 源远流长B. 互为一体 前赴后继 博大精深 卓尔不群C. 互为一体 薪火相传 繁荣昌盛 源远流长D. 一脉相承 前赴后继 繁荣昌盛 卓尔不群19. 文中画横线的部分有语病，下列修改最恰当的一项是（ ）A. 不是生理的因素，而是文化的、精神的B. 不是生理的，而是文化的、精神的C. 不仅是生理的，而是文化的、精神的D. 不仅是生理的因素，而是文化的、精神的,,,,,A,,,,"answer: wrong()
token: 0, 0, 0
time: 0.0s",,,,,
51,阅读下面的文字，完成下面小题。 1899 年发现的殷墟甲骨文，是近代中国史料“四大发现”之一。殷墟甲骨文内容丰富， 甲骨刻辞大多是占卜的记录，但占卜的范围很广，涉及祭祀、征伐、农业，田猎、气象、疾 病等等，能够在一定程度上反映商代的社会生活。从目前的发掘情况看，甲骨文不止出现在 殷墟，在北京、山西、陕西、山东、湖北，______________宁夏都发现了刻有卜辞的甲骨。 殷墟甲骨文年代最早，数量最多。但它不是当时唯一的文字。《尚书·多士》记载“惟殷先人， 有册有典”，甲骨文有“典”“册” “聿(笔)”这样的文字，说明殷人祖先常规的书写材料是 简册，书写工具是毛笔。只是用竹木做成的简册___________腐烂，似乎无法在北方的地下长 期保存，所以至今___________没有发现商代的竹简。从出土材料看，甲骨文是商代晚期商王 武丁以后才出现的，而商代早期、中期的青铜器上已有少量铭文。（ ），甲骨文字体简化较 多。对于文字本身来说，汉代学者总结的“六书”的方法在甲骨文基本都已出现，已经说明它是成熟的文字。文字本质上是记录语言的，___________受书写材质和体裁所限，甲骨文不 能全面记录当时的语言现象，但是已经能够反映汉语的基本语法、词汇系统，17. 依次填入文中機线上的词语，全都恰当的一项是（ ） A. 以及 容易 尚且 然而 B. 乃至 容易 仍然 虽然 C. 以及 易于 仍然 然而 D. 乃至 易于 尚且 虽然 18. 下列填入文中括号内的语句，衔接最恰当的一项是（ ） A. 由于相较于铸造的青铜器铭文，用刀在龟甲和兽骨上刻字比较困难 B. 用刀在龟甲和兽骨上刻字比较困难，这是相较于铸造青铜器铭文而言的 C. 由于用刀在龟甲和兽骨上刻字比较困难，所以相较于铸造的青铜器铭文 D. 用刀在龟甲和兽骨上刻字，相较于铸造青铜器铭文而言，比较困难 19. 文中画横线的句子有语病，下列修改最恰当的一项是（ ） A. 就文字本身来说，汉代学者总结的“六书”的方法在甲骨文基本都已出现，已经说明它是 成熟的文字。 B. 对于文字本身来说，汉代学者总结的“六书”的方法在甲骨文中基本都已出现，已经说明 它是成熟的文字。 C. 对于文字本身来说，汉代学者总结的“六书”的方法在甲骨文基本都已出现，说明它已经 是成熟的文字。 D. 就文字本身来说，汉代学者总结的“六书”的方法在甲骨文中基本都已出现，说明它已经 是成熟的文字。,,,,,B,,,,"answer: wrong()
token: 0, 0, 0
time: 0.0s",,,,,
52,阅读下面的文字，完成下面小题。1899年发现的殷墟甲骨文，是近代中国史料“四大发现”之一。殷墟甲骨文内容丰富，甲骨刻辞大多是占卜的记录，但占卜的范围很广，涉及祭祀、征伐、农业，田猎、气象、疾病等等，能够在一定程度上反映商代的社会生活。从目前的发掘情况看，甲骨文不止出现在殷墟，在北京、山西、陕西、山东、湖北，______________宁夏都发现了刻有卜辞的甲骨。殷墟甲骨文年代最早，数量最多。但它不是当时唯一的文字。《尚书·多士》记载“惟殷先人，有册有典”，甲骨文有“典”“册” “聿(笔)”这样的文字，说明殷人祖先常规的书写材料是简册，书写工具是毛笔。只是用竹木做成的简册___________腐烂，似乎无法在北方的地下长期保存，所以至今___________没有发现商代的竹简。从出土材料看，甲骨文是商代晚期商王武丁以后才出现的，而商代早期、中期的青铜器上已有少量铭文。（ ），甲骨文字体简化较多。对于文字本身来说，汉代学者总结的“六书”的方法在甲骨文基本都已出现，已经说明它是成熟的文字。文字本质上是记录语言的，___________受书写材质和体裁所限，甲骨文不能全面记录当时的语言现象，但是已经能够反映汉语的基本语法、词汇系统，17. 依次填入文中機线上的词语，全都恰当的一项是（ ）A. 以及 容易 尚且 然而B. 乃至 容易 仍然 虽然C. 以及 易于 仍然 然而D. 乃至 易于 尚且 虽然18. 下列填入文中括号内的语句，衔接最恰当的一项是（ ）A. 由于相较于铸造的青铜器铭文，用刀在龟甲和兽骨上刻字比较困难B. 用刀在龟甲和兽骨上刻字比较困难，这是相较于铸造青铜器铭文而言的C. 由于用刀在龟甲和兽骨上刻字比较困难，所以相较于铸造的青铜器铭文D. 用刀在龟甲和兽骨上刻字，相较于铸造青铜器铭文而言，比较困难19. 文中画横线的句子有语病，下列修改最恰当的一项是（ ）A.就文字本身来说，汉代学者总结的“六书”的方法在甲骨文基本都已出现，已经说明它是成熟的文字。B.对于文字本身来说，汉代学者总结的“六书”的方法在甲骨文中基本都已出现，已经说明它是成熟的文字。C.对于文字本身来说，汉代学者总结的“六书”的方法在甲骨文基本都已出现，说明它已经是成熟的文字。D.就文字本身来说，汉代学者总结的“六书”的方法在甲骨文中基本都已出现，说明它已经是成熟的文字。,,,,,B,,,,"answer: wrong()
token: 0, 0, 0
time: 0.0s",,,,,
53,"阅读下面的文字，完成下面小题。在中国各种艺术形式中，篆刻是一个___________的门类。篆刻是从实用印章的应用中发展而来的，中国的印章最初用在制陶工艺方面，上面镌刻的是图案、花纹或族徽，到春秋战国时期，刻有官职名或人名的文字印章得到普遍使用，唐宋以后，由于文人士大夫参与到印章的创作中，这门从前主要由工匠承揽的技艺，增加了人文意味，印章不再局限于用来昭示身份与权力，而是通过镌刻人名字号，斋馆名称、成语警句等来表达情趣志向，印章也就超越实用功能，成为文人表达自己审美追求的独特方式。中国印章艺术由此实现了一次完美的升华——演变为中国文化特有的篆刻艺术。明清时期，众多_______的艺木家在篆刻上融入了对汉字形体的研究和理解，再加上他们对印面布局的精心设计,对各种刀法的熟练掌握,篆刻艺术迅速走向成熟并孕育出_______的流派风格。篆刻艺术的发展及成就，使印章成为与中国画、中国书法紧密结合的艺术形式，同时也是中国画和书法作品中_______的组成部分。17. 一次填入文中横线上的词语，全部恰当的一项是（ ）A. 别具匠心 才思敏捷 异彩纷呈 弥足珍贵B. 别具匠心 才华横溢 奇光异彩 不可或缺C. 十分独特 才华横溢 异彩纷呈 不可或缺D. 十分独特 才思敏捷 奇光异彩 弥足珍贵18. 文中画横线的句子有语病，下列修改最恰当的一项是（ ）A. 由于文人士大夫参与到印章的创作中，使这门从前主要由工匠传承的技艺，增加了人文意味B. 由于文人士大夫参与到印章的创作中，这门从前主要由工匠承揽的技艺，增加了人文意味C. 文人士大夫参与到印章的创作中，使这门从前主要由工匠承揽的技艺，增加了人文意味D. 文人士大夫参与到印章的创作中，使这门从前主要由工匠传承的技艺，增加了人文意味19. 下列各句中的破折号，和文中破折号作用相同的一项是（ ）A. 你现在没有资格和我说话——矿上已经把你开除了B. 醉心阅读使我得到了回报——我的作文常常得到老师的表扬C. 我看你的性情好像没有大变——鲁贵是个很不老实的人D. 你永远那么青翠挺拔，风吹雨打，从不改色，刀砍火烧，永不低头——这正是英雄的井冈山人的革命精神",,,,,C,,,,"answer: wrong()
token: 0, 0, 0
time: 0.0s",,,,,
54,（一）语言文字运用Ⅰ（本题共 3 小题，9 分） 阅读下面的文字，完成下面小题。 新学期到来，我校推出一门全新的通识课“家常菜”，受到广大师生的关注和好评。过去，学校的劳 动教育课程非常少，而且多是________，很难培养学生的劳动意识和习惯。“家常莱”这门课找到了学生 们感兴趣的切入点，学习难度不大，门槛不高，却能让学生_________。 （ ）。择菜，洗菜，切菜，准备配料并着手烹任。通过______，学生们不仅能够提升厨艺，还能真 正体会到做菜的辛苦和乐趣，增加对食物的敬畏和感情，从而减少食物浪费，进一步养成_______的生活作 风。期末考核时，学生的“作品”会摆在食堂的专门窗口，供师生们品鉴，这又会给学生带来满满的成就 感。烧菜做饭作为一项生活技能，能让学生受益一生。更为重要的是，通过学习烧莱做饭还会增强学生对 家务劳动的理解与认知，有助于在和家人的相处中更懂得体谅、更懂得感恩、更懂得分担。 17. 依次填入文中横线上的词语，全都恰当的一项是（ ） A. 纸上谈兵 受益匪浅 自己动手 勤俭节约 B. 形同虚设 受益匪浅 身体力行 吃苦耐劳 C. 形同虚设 不虚此行 自己动手 吃苦耐劳 D. 纸上谈兵 不虚此行 身体力行 勤俭节约 18. 下列填入文中括号内的语句，衔接最恰当的一项是（ ） A. 劳动者在幕后辛勤付出，才做出了一道道家常菜B. 劳动者在幕后的辛勤付出，都承载于一道道家常菜 C. 一道家常菜，通常承载着劳动者在幕后的辛勤付出 D. 一道家常菜，劳动者在幕后通常有着辛勤的付出 19. 文中画波浪线的句子有语病，下列修改最恰当的一项是（ ） A. 学习烧菜做饭还会增强学生对家务劳动的理解与认知，有助于在和家人的相处中更懂得体谅、更懂得感 恩、更懂得分担。 B. 学习烧菜做饭还会增强学生对家务劳动的理解与认知，有助于他们在和家人的相处中更懂得体谅、更懂 得感恩、更懂得分担。 C. 通过学习烧菜做饭还会增强学生对家务劳动的理解与认知，有助于他们在和家人的相处中更懂得体谅、 更懂得感恩、更懂得分担。 D. 通过学习烧菜做饭还会使学生对家务劳动的理解与认知得以增强，有助于在和家人的相处中更懂得体 谅、更懂得感恩、更懂得分担。,,,,,A,,,,"answer: wrong()
token: 0, 0, 0
time: 0.0s",,,,,
